"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"PUM1","PUM1","grey","grey",0.232602504586048,0.227414298011295,0.153745198250606,0.21926604207354,0.1805658371471,0.200765829812663,0.174977659758918,0.183438736263118,0.0395140615269008
"NKAIN1","NKAIN1","oligo5","black",0.0991450695157735,0.110846179362915,0.052079585184509,0.0890942028684194,0.0763439797578071,0.120593357232353,0.0651230457885534,0.108331161817837,0.0175088181193453
"SNRNP40","SNRNP40","grey","grey",0.151160186532271,0.136467865274512,0.106214291952344,0.151546336734195,0.116365303301974,0.107683705792303,0.135167632650672,0.0912260969471794,0.030530668906992
"ZCCHC17","ZCCHC17","grey","grey",0.12104819415816,0.116091913710252,0.0959510671972034,0.107358315287768,0.0831593673571958,0.110320295428562,0.104816822061633,0.103481013728465,0.0293461864807091
"PEF1","PEF1","grey","grey",0.0749335286137561,0.0723215354162198,0.0991031419316427,0.0598596442273255,0.0480553632580536,0.0585722361853036,0.0590053403976035,0.0590134376330474,0.00942031660037158
"COL16A1","COL16A1","grey","grey",0.18240079824803,0.18659914040055,0.103910658707033,0.18219377035572,0.16756150022921,0.137584743150517,0.198840000705133,0.127616596126178,0.0371327899608887
"ADGRB2","ADGRB2","grey","grey",0.0586538455929171,0.0552338541170863,0.059762557872259,0.0556538817165831,0.0475426461594418,0.0408633483662726,0.0403960602820442,0.0313789805779871,0.0244317524001492
"PTP4A2","PTP4A2","oligo3","turquoise",0.199213061082783,0.177406829371134,0.102469319460602,0.214951921986561,0.153451725539623,0.173615225007819,0.170120492420446,0.144297143177794,0.0306764350788471
"KHDRBS1","KHDRBS1","oligo1","brown",0.177557546936655,0.190684053053652,0.122556786968772,0.169027341949676,0.146409116525095,0.15203222537093,0.151579248442333,0.140981316432894,0.0274828921763616
"TMEM39B","TMEM39B","grey","grey",0.0801532440375965,0.0695936542285125,0.0402982492156329,0.0800137581993532,0.0687810479891159,0.0603988727680811,0.0687393846267095,0.0489473984977785,0.0181630738260928
"KPNA6","KPNA6","grey","grey",0.167646909299259,0.161414498789475,0.106207909039821,0.164532387071684,0.140001207598051,0.134304852724229,0.132942634014794,0.119919210344766,0.0224039297418043
"TXLNA","TXLNA","grey","grey",0.0988434916636856,0.0916144760096733,0.0768029886786437,0.0899156920540704,0.0760799323060077,0.0744134304872027,0.0734081196134283,0.0684678499930386,0.019862098709739
"HDAC1","HDAC1","grey","grey",0.111137988887303,0.110767166892895,0.0627806076696814,0.113144359219195,0.100068933138772,0.0915174008599914,0.0987814710877951,0.0844927387254818,0.0229211963169394
"MARCKSL1","MARCKSL1","oligo2","blue",0.272130475336235,0.219997667562777,0.513399202280487,0.190266135491649,0.15390604608981,0.183307579282986,0.234065831832479,0.202301013626758,0.0349738153475126
"BSDC1","BSDC1","grey","grey",0.149721493751523,0.139612589071884,0.109775473760897,0.144109441960824,0.106861093371338,0.117644945061103,0.103853013971173,0.101312390143304,0.0264588767828258
"ZBTB8OS","ZBTB8OS","oligo4","pink",0.150621534316455,0.161028132533829,0.0453088242139235,0.158489129024404,0.185908690583163,0.127484705447543,0.130526200853619,0.100537400308797,0.033961350225945
"RBBP4","RBBP4","oligo1","brown",0.161373850710382,0.169551642524821,0.114885424118946,0.150436924159896,0.125887045524092,0.143513776929023,0.129505836862784,0.125183809993011,0.0316228966690352
"YARS","YARS","grey","grey",0.101315894167373,0.0909025639910267,0.0648254040238256,0.102201240820195,0.0769066116874457,0.0771872310687904,0.0738905228377883,0.0585980228550447,0.0192500347506939
"S100PBP","S100PBP","oligo1","brown",0.192529020733131,0.215301443256335,0.117593870241726,0.176315742220287,0.16893041863339,0.169107199250759,0.166525515039799,0.164733265608274,0.0327489034656418
"AK2","AK2","grey","grey",0.119076144210649,0.110004773787198,0.088906039036871,0.105852550830174,0.0864390576427833,0.0979716038034459,0.0912998536278088,0.0916029338203681,0.026739011979244
"AZIN2","AZIN2","grey","grey",0.157352089585718,0.146573085934251,0.110910527920846,0.145652310613474,0.120285226610102,0.150327971476464,0.156452717664687,0.139621536355815,0.0408184282480805
"TRIM62","TRIM62","oligo3","turquoise",0.154405931973298,0.144270618833772,0.0816015395468083,0.174287421151995,0.132176933401103,0.129071696840335,0.143566824986805,0.106182596916463,0.0212194820017566
"ZNF362","ZNF362","grey","grey",0.0930635696803261,0.0947021578549257,0.0675058960911636,0.0808483244172509,0.07646562930422,0.0876268003166347,0.0735715314909225,0.0871974119397287,0.0250179729546671
"PHC2","PHC2","oligo6","red",0.265812186899208,0.246270254924164,0.177964691414094,0.26312762116401,0.202983910210688,0.236786767024331,0.289174351053541,0.213328371892623,0.0424835213534733
"CSMD2","CSMD2","oligo7","green",0.143856900937997,0.155218111009906,0.0713275687747975,0.10329555944665,0.0918158701970583,0.182665685212736,0.0750135485393767,0.235457874283806,0.0445137451207164
"SMIM12","SMIM12","grey","grey",0.0830787492685096,0.0733520506790936,0.0599801316092187,0.0848436769463615,0.0634198873563667,0.0607674696516134,0.0559618961206344,0.048339804997423,0.025957556830293
"ZMYM1","ZMYM1","grey","grey",0.109418415370154,0.101920901786867,0.0718235751705687,0.0938241434388028,0.0700674387050406,0.0966287501827038,0.0858642207290558,0.0946691466991084,0.0252541793339072
"SFPQ","SFPQ","grey","grey",0.284422366931103,0.253956862828657,0.184415995469565,0.262058813378767,0.210360170116051,0.262669831133317,0.235722190434155,0.245012426448048,0.0549546284165883
"ZMYM4","ZMYM4","grey","grey",0.228123781892787,0.223471054432793,0.150597730170151,0.195212334977637,0.174532147495822,0.217629069576233,0.196118814096271,0.216479149330176,0.0417501600990727
"KIAA0319L","KIAA0319L","grey","grey",0.209451757005508,0.190502495702883,0.141006151005325,0.194782515533036,0.158329213621651,0.187618320703824,0.165868157680872,0.171630529477527,0.040324763001651
"NCDN","NCDN","oligo2","blue",0.0609951462427918,0.0430238221026831,0.0823748488623749,0.0612775399573497,0.0355185663506949,0.0345472744388099,0.0429933995760287,0.0237025910672654,0.0721026539360759
"TFAP2E","TFAP2E","grey","grey",0.0751772212144004,0.0761594419854839,0.0180343830835136,0.0891162667469943,0.0755245697320075,0.0501715547381545,0.0697332380952045,0.036056197988109,0.0123661457086067
"PSMB2","PSMB2","oligo2","blue",0.0978922356781159,0.0845552088613597,0.105379511377017,0.087151079471142,0.0726013677951825,0.0740047988054082,0.0819151011188671,0.0673099654967485,0.0193466270391203
"AGO4","AGO4","oligo1","brown",0.140032427719229,0.156319356021686,0.0966146247749511,0.115413330851574,0.112900861001424,0.136006199799609,0.11051180232086,0.137080426115315,0.0267517144341879
"AGO1","AGO1","grey","grey",0.117033926024506,0.11140296256804,0.0583331268229461,0.112912253299791,0.0923488676562367,0.102154207051194,0.0892873453775311,0.0933057092320211,0.026396094813096
"AGO3","AGO3","oligo3","turquoise",0.304405799182385,0.287777167503446,0.17230340254121,0.32525616929852,0.259300961545681,0.256169085913355,0.282489594476696,0.213074137718207,0.046935699189161
"ADPRHL2","ADPRHL2","grey","grey",0.0783016620500261,0.0595796364452838,0.0862955296835966,0.0692237007192736,0.0522531543068164,0.0549158941222646,0.0598521618890414,0.0497974542614071,0.00891139769311916
"MAP7D1","MAP7D1","grey","grey",0.210304787799076,0.177522056106667,0.230590368597446,0.19924493996742,0.144437871738976,0.153465824426148,0.179049291885206,0.13214208209278,0.0235345831837069
"THRAP3","THRAP3","grey","grey",0.165511043842828,0.149100459215202,0.111258307161131,0.150455467325882,0.123081261565714,0.138839341730115,0.123435635985622,0.12639423730717,0.0354816093745576
"STK40","STK40","grey","grey",0.075599713964996,0.0716188558388887,0.036307780612535,0.0787482722916862,0.060338883029077,0.0581756189426635,0.0557024200357694,0.0502614212716629,0.019079581218672
"MEAF6","MEAF6","grey","grey",0.118323745146504,0.101817022841505,0.102502220546921,0.103748669562105,0.0801534624637226,0.0908651869632193,0.0866042160119329,0.0813195581233359,0.0330919669716602
"C1orf122","C1orf122","oligo2","blue",0.173952144930951,0.134232564138602,0.288467479798726,0.12343981936887,0.0914471640170375,0.120917429949177,0.133042945980698,0.130767893352156,0.0260209513962925
"MTF1","MTF1","grey","grey",0.106133793112672,0.0972357318554732,0.0934911121704169,0.0953294568431181,0.0813222752246266,0.0873058718157558,0.0871856351413104,0.0793257770764835,0.0191263870905376
"INPP5B","INPP5B","grey","grey",0.127295070728024,0.126065983068343,0.0524531358067256,0.137454392465562,0.112539434194446,0.101241553790441,0.112360733191975,0.0848706324153597,0.0220697083837033
"SF3A3","SF3A3","grey","grey",0.0747489488122263,0.0635485010676774,0.0718687159020454,0.0636873384529906,0.0534191283954896,0.0554418596130374,0.0506310760278167,0.0546537611267317,0.0199358987686203
"RRAGC","RRAGC","grey","grey",0.0899185385136749,0.0788853563784907,0.0956268679644823,0.077452908082544,0.0654540898659023,0.0612850261438394,0.0558450651070525,0.0503877492774269,0.0102393332887913
"AL139260.1","AL139260.1","grey","grey",0.217780784415871,0.19403252573884,0.126892643380738,0.222186431232748,0.166875434121247,0.18010338841103,0.188475807590558,0.143324736364891,0.0284703067496844
"RHBDL2","RHBDL2","oligo1","brown",0.167483982589763,0.182537393463747,0.125013006940786,0.155363910929447,0.14794059894445,0.149034821069385,0.164379515179996,0.146959073724876,0.028138556891993
"AKIRIN1","AKIRIN1","grey","grey",0.19364591685778,0.184056191769798,0.162872012656922,0.19084438210344,0.158682222028431,0.156843386852381,0.189588491898618,0.137634738441362,0.0380604685933583
"NDUFS5","NDUFS5","grey","grey",0.0533587160630849,0.0412992327877381,0.0881789066451492,0.0441189373089723,0.0311570538775141,0.0363057765439884,0.0386107453574296,0.0277550987763222,0.0178546303066042
"MACF1","MACF1","oligo3","turquoise",0.429822370805609,0.413422218537157,0.213187186094473,0.446470956250009,0.352125700093862,0.393049849849651,0.390867417534047,0.345195084048983,0.0861463100171714
"PABPC4","PABPC4","oligo1","brown",0.0873434675742333,0.0888209220433971,0.0664782196296027,0.0781404462438492,0.0648945293010813,0.0758269954864103,0.0696322419521607,0.0731692515772629,0.00651917324131189
"PPIE","PPIE","grey","grey",0.0867899610147108,0.0794374830276861,0.0916691967434101,0.065947346297096,0.0573011670512131,0.0723193767870322,0.066592346388407,0.0734020522793343,0.0230112784038833
"TRIT1","TRIT1","grey","grey",0.113320785871677,0.109526168165703,0.0644626604553052,0.106054560062612,0.0871228857074749,0.100381774803975,0.0867139563169034,0.102298955788676,0.0207275965408245
"CAP1","CAP1","oligo2","blue",0.114474468293541,0.104709719997513,0.159947340601174,0.0868292229847063,0.0744137029932408,0.0906062431542447,0.0888235854170785,0.0979838681012617,0.0257047670479906
"PPT1","PPT1","grey","grey",0.0706882190944266,0.0503738749661226,0.10766996918971,0.0569400249849936,0.0421630242587557,0.044764198366217,0.0449750472069782,0.0382167564774547,0.0275779292224824
"RLF","RLF","grey","grey",0.180846870918546,0.166501099175181,0.0964308941048923,0.18757636601711,0.140081602749785,0.15140563848707,0.154282014370959,0.130187758737721,0.0352412962362818
"ZMPSTE24","ZMPSTE24","grey","grey",0.100145604109759,0.0890535213643575,0.090141390241416,0.0873096292773895,0.0756355148851971,0.0794766159784187,0.0649200945254174,0.0719253914236194,0.0293386621190849
"COL9A2","COL9A2","grey","grey",0.18619629398576,0.162413333409342,0.189355306336529,0.17432483578648,0.140703164665718,0.13292289035577,0.185045215371296,0.125691338324037,0.0113962281150158
"SMAP2","SMAP2","grey","grey",0.123227666418804,0.115551491540539,0.0867557559562533,0.105948378796991,0.0930011141948603,0.121438787043983,0.103183621444382,0.129353815653555,0.0355829263466126
"AL603839.3","AL603839.3","grey","grey",0.117328060771252,0.108540062159623,0.0638316319441721,0.111745974967853,0.091938434832441,0.106912027631322,0.0930372731212397,0.0869467108950516,0.0140233460103419
"ZNF684","ZNF684","grey","grey",0.0890811959862778,0.0795725325767309,0.0679308407605763,0.0812648890356952,0.0564518142798445,0.0727747522613161,0.0658388523346671,0.0681273983009305,0.00829973593252575
"NFYC","NFYC","oligo1","brown",0.1314468638351,0.144435882806835,0.0786752827411359,0.118479996845814,0.102260709613075,0.124717848479903,0.10477680371471,0.1194970444414,0.0256832511677234
"CTPS1","CTPS1","grey","grey",0.0749400594759532,0.0593016912400499,0.0524039344388572,0.0787407729208523,0.0579440750346534,0.0577168087644457,0.0594196991630184,0.0463335970150564,0.0127379942269555
"SCMH1","SCMH1","oligo2","blue",0.166373708333735,0.158600725949395,0.130707774738582,0.150042312532299,0.121647587075132,0.149220623668028,0.158391135602531,0.142912873263391,0.0374842687449349
"HIVEP3","HIVEP3","oligo6","red",0.221167100267221,0.197141126648273,0.158787834183332,0.232443189910382,0.183729206817581,0.17484653899413,0.267449568400598,0.151998271931831,0.0445138530433033
"FOXJ3","FOXJ3","grey","grey",0.260083772757788,0.234448135093849,0.161245815270992,0.252367855213663,0.193152862887931,0.231723599137768,0.205432205235589,0.207241449011031,0.0445507066952784
"CCDC30","CCDC30","oligo3","turquoise",0.127855303583904,0.112668118424898,0.04761565470873,0.147041589406837,0.0985116695265476,0.106304460956356,0.109063479537209,0.080160960889892,0.0302888716175918
"YBX1","YBX1","grey","grey",0.116649194834627,0.0957146302715435,0.112403935050572,0.109239587044466,0.0751766428816904,0.0951093600346468,0.0866780513219916,0.0796627734654891,0.0174472155880356
"TMEM125","TMEM125","oligo2","blue",0.109946107307985,0.093209278592097,0.235315860285337,0.0556029120783751,0.0600739576097714,0.0761141143312412,0.0669101704931104,0.0955324606693406,0.0195597436657463
"ELOVL1","ELOVL1","oligo2","blue",0.170185348329134,0.154282416969655,0.270438425344754,0.131457549135152,0.109784534846438,0.121557690468817,0.152344761694461,0.125269363559939,0.0307045452811617
"SZT2","SZT2","grey","grey",0.143087814592747,0.140312145235443,0.0744049855535461,0.135518613281344,0.118999538907076,0.133642778586053,0.123391500794718,0.121794754610982,0.0278387758686057
"PTPRF","PTPRF","oligo3","turquoise",0.214580881088753,0.204202319554525,0.156736377041569,0.23322284424245,0.17796980848677,0.166012671527683,0.213588784543664,0.134442120388327,0.0192225631142189
"IPO13","IPO13","grey","grey",0.178937249080812,0.168951102020966,0.182901460982572,0.156298627061654,0.129817903407442,0.152617335236471,0.169084348987267,0.149318153771421,0.0289697941944727
"ATP6V0B","ATP6V0B","oligo2","blue",0.0971754928070486,0.0841641693573855,0.185498195691584,0.0661381797684084,0.0614235173732651,0.0532215034292616,0.0573001659940721,0.0565956721960096,0.0388882412435708
"B4GALT2","B4GALT2","grey","grey",0.0797866902673134,0.0801604520134357,0.0741938244645752,0.068589392425362,0.0611901003804778,0.0662601066467204,0.0646764963826782,0.0625514568990623,0.011904740431456
"SLC6A9","SLC6A9","oligo3","turquoise",0.158217653880138,0.146633321929963,0.122285329308758,0.173537435198745,0.134195854019888,0.115495584258063,0.154986135236974,0.0944367689073609,0.0109323009254796
"ERI3","ERI3","oligo3","turquoise",0.208885627323603,0.196727012954806,0.0998822173296419,0.213910537658994,0.164830808146204,0.194394775447795,0.159055520629766,0.170841376750119,0.0399998689805586
"RNF220","RNF220","oligo3","turquoise",0.553655726225501,0.546564082667272,0.288484994310248,0.599164505665731,0.495116245649795,0.508807609963008,0.563853097008785,0.440067394155497,0.0810016691208376
"TMEM53","TMEM53","grey","grey",0.0718897981980797,0.0584664199133649,0.0716871218884461,0.0690372321226519,0.0493248146804123,0.0503143244589923,0.0553893860321588,0.0310074814893112,0.00205792045996377
"RPS8","RPS8","grey","grey",0.0747168837704908,0.0528559603258931,0.125060915975725,0.0602081213789532,0.0330293423183851,0.0405914899760929,0.0430731509184681,0.0365653631075626,0.018968190786648
"EIF2B3","EIF2B3","grey","grey",0.141460911807647,0.135268383361719,0.0683173361216301,0.1330498049589,0.110827995650912,0.122952757864086,0.107754231054794,0.108739347571723,0.0281466851803214
"ZSWIM5","ZSWIM5","oligo3","turquoise",0.193354689080536,0.174091284500856,0.102067143718482,0.192742096917254,0.142954878014471,0.176167892197799,0.144080910386021,0.149849432968922,0.0314707788529404
