"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7"
"PJVK","PJVK","grey","grey",0.0725847843833264,0.0804270833025864,0.0521398105921453,0.0598788551930126,0.0586256887059973,0.0559183593646119,0.0139458571264996,0.0362027993032039
"PLEKHA3","PLEKHA3","grey","grey",0.139178606570587,0.1255716239287,0.0880038202763079,0.113194383406492,0.106506450551686,0.124404188785151,0.0319955450651101,0.111301397140956
"TTN-AS1","TTN-AS1","grey","grey",0.180264710650431,0.148064224264553,0.103480869144991,0.0932947856277878,0.159807584808043,0.178353900137831,0.0390038891968933,0.182458693647867
"SESTD1","SESTD1","oligo4","green",0.357927674433394,0.350526045475394,0.186362747647494,0.232209581423296,0.366842582954385,0.354689091169745,0.056659413930997,0.332745929777923
"ZNF385B","ZNF385B","grey","grey",0.0114918543485399,0.00984069942161316,-0.000583235752124503,0.00551083498159616,0.0116371608402291,0.0158497232832075,0.0727166114426012,0.0145038663246708
"CWC22","CWC22","grey","grey",0.169735869026194,0.150116167266034,0.139279348799523,0.150774029096499,0.13214422932271,0.148763299883699,0.0306707317369021,0.146345054613818
"UBE2E3","UBE2E3","grey","grey",0.229383267942335,0.213796486510727,0.137064540186558,0.165694207987559,0.214113107283385,0.219808964231934,0.0352912896069357,0.207602400011994
"SSFA2","SSFA2","grey","grey",0.259931193841495,0.222318635089492,0.158871977439286,0.176109168828335,0.212746343714061,0.240081642672766,0.0355548210306688,0.234747031411012
"PDE1A","PDE1A","oligo7","brown",0.264409679130738,0.194456695520911,0.206260362367359,0.168846446418942,0.25045645825354,0.304664579348122,0.028548929341624,0.352206230524232
"DNAJC10","DNAJC10","grey","grey",0.176162778535886,0.164156280129296,0.131616746459734,0.148370769870047,0.141055679217673,0.142821541707942,0.0258059925215897,0.127637365573517
"NCKAP1","NCKAP1","oligo1","turquoise",0.250254472461983,0.259568510768277,0.131379139938272,0.190606461063258,0.217582328233901,0.231777638392215,0.0432008348421815,0.195818287152221
"NUP35","NUP35","grey","grey",0.0870225243077697,0.0826859544175131,0.0384298190580883,0.0500851794197789,0.0665959628878855,0.0721797476582135,0.0261423370543214,0.0575916995800143
"LINC01473","LINC01473","grey","grey",0.11432517000522,0.119653338042916,0.0412382473692693,0.0640497405734922,0.115760787492114,0.125366356560441,0.0169302605522121,0.10374798340309
"ZC3H15","ZC3H15","grey","grey",0.178360522446497,0.165272675900415,0.143359650760041,0.157455533777958,0.128009602803507,0.152372468756073,0.0178988934703554,0.12411322979224
"ITGAV","ITGAV","oligo1","turquoise",0.357454518953842,0.390695968134119,0.233572545301693,0.309002749972204,0.273090267937235,0.313103318805112,0.0430330954744975,0.225929532631145
"FAM171B","FAM171B","grey","grey",0.207068808630372,0.175805401378484,0.161679071050211,0.18095574701323,0.146519173332743,0.179562443106921,0.0356747248457069,0.161733568908953
"GULP1","GULP1","grey","grey",-0.0128929751378121,-0.0486716075849557,-0.0214947244643066,-0.043345159329135,-0.00449257102374113,0.0136511027643169,0.0189002620867818,0.0441721484134479
"WDR75","WDR75","grey","grey",0.152908419048472,0.13484191625291,0.118506277335714,0.124000924078988,0.112213167261862,0.123443885202695,0.0135065575335381,0.105398131590114
"ASNSD1","ASNSD1","grey","grey",0.0872881445967244,0.0619233434333412,0.100089605264381,0.0944472072687212,0.0370518349622411,0.0555621025171631,-0.00183996571789136,0.0512734710810331
"ANKAR","ANKAR","oligo7","brown",0.15391600377676,0.108894240388114,0.117954623172432,0.0966448625996305,0.133280831348088,0.145200088486129,0.0508654253072293,0.173446116206365
"OSGEPL1","OSGEPL1","grey","grey",0.128574802806849,0.110168923315385,0.109336055643013,0.0946702791007107,0.0884085682287598,0.0975155778908385,0.0159268710133451,0.0981867304361107
"ORMDL1","ORMDL1","oligo2","blue",0.110448671222536,0.0681148879671588,0.189716211016067,0.133636777299418,0.0647597199544236,0.0685528115111737,0.0138849451727126,0.0777759203269583
"PMS1","PMS1","grey","grey",0.217870197520222,0.20519532955278,0.136574372779746,0.157648602637075,0.174298690517004,0.187489705316071,0.0152992992385301,0.166064527950608
"C2orf88","C2orf88","oligo2","blue",0.17811628239109,0.142470768405837,0.203498458793841,0.173723099471361,0.117774788308804,0.136656132891211,0.00592527167058812,0.136975636543767
"HIBCH","HIBCH","grey","grey",0.353482628902206,0.314622263581007,0.185497213727776,0.213759351973794,0.321152698577046,0.353306467022994,0.0600628867457401,0.343644159426986
"INPP1","INPP1","grey","grey",0.326638584505733,0.284171260406434,0.28906880815137,0.284976099364908,0.230245319223522,0.275864610439193,0.0156392049553175,0.240757686211415
"MFSD6","MFSD6","grey","grey",0.301713513274005,0.28282587738355,0.222325307581163,0.254078732292793,0.251770000140194,0.266159954154904,0.0213939772541822,0.253960693502121
"AC108047.1","AC108047.1","grey","grey",0.160989993306187,0.140765278766315,0.107872383911681,0.107751507557062,0.156441217910488,0.162503746496792,0.0324869747988277,0.162990748146827
"NAB1","NAB1","grey","grey",0.147422831762571,0.12671187769234,0.0915045415103333,0.10169442604972,0.129526469767923,0.132983366299004,0.0250162610161725,0.13513155049098
"GLS","GLS","oligo1","turquoise",0.306644988883385,0.321592587592954,0.165742551606709,0.221099869150432,0.256600787570037,0.261386468385555,0.0817278513884044,0.215991671910014
"STAT1","STAT1","oligo1","turquoise",0.114778906957006,0.112878368786395,0.0664834696170408,0.0867753783839338,0.105510712009741,0.0951516948406563,0.0227952718829414,0.0887444740812161
"AC098617.1","AC098617.1","oligo2","blue",0.0907743653901357,0.0239946298995638,0.230161320557327,0.101030863377097,0.0490365700124326,0.0521486643592805,-0.0077534357638195,0.10596576525758
"TMEFF2","TMEFF2","oligo7","brown",0.412084214462773,0.365553499307069,0.207613047513064,0.235899924255088,0.425324896414555,0.422643912052127,0.0530262821618669,0.486600762695455
"SLC39A10","SLC39A10","grey","grey",0.146402103796502,0.136225955784361,0.078231892873014,0.102750581194037,0.124258585596698,0.136685615223629,0.06169407195866,0.127383336360112
"HECW2","HECW2","oligo4","green",0.411365376757166,0.406648421162922,0.183108982260049,0.231596455119285,0.464813529585083,0.426740529309384,0.0729086913287314,0.416442112173306
"CCDC150","CCDC150","oligo1","turquoise",0.10859747214673,0.111339667488118,0.0427627439337396,0.0641465836239546,0.105517399731495,0.107357673245965,0.00556458783279945,0.0897369652014686
"GTF3C3","GTF3C3","grey","grey",0.194484947909586,0.171072102824624,0.147936640825137,0.155626402217707,0.157155184452152,0.169139744650868,0.0424796025438937,0.155297580822175
"PGAP1","PGAP1","oligo1","turquoise",0.260711561638715,0.27001059200478,0.162063020267837,0.203490213128445,0.22257142876624,0.228747632621305,0.0334705896435466,0.185875271302969
"ANKRD44","ANKRD44","oligo1","turquoise",0.363547419785211,0.392345694361074,0.148173593289885,0.223659181549206,0.356608576852008,0.361506517699598,0.0547704153987193,0.315055087223624
"SF3B1","SF3B1","grey","grey",0.307962469976238,0.286227965398835,0.235511409777227,0.263759421266642,0.233412368166887,0.256459053399869,0.05090161083961,0.231582996167488
"COQ10B","COQ10B","grey","grey",0.110776624600719,0.0977989306644699,0.110420370935583,0.100037668321978,0.0898996097420068,0.0824097020755438,0.0182502252629331,0.0770606952196753
"HSPD1","HSPD1","grey","grey",0.185323689052614,0.150600558557158,0.188313093187219,0.196875107775964,0.120370912428028,0.141461524910992,0.0141577332859769,0.128684255729669
"MOB4","MOB4","grey","grey",0.0741529110180005,0.0526194421340059,0.0816428118705882,0.0790561574143962,0.0410197013865034,0.050171172209212,0.021995894741708,0.0553425389132174
"RFTN2","RFTN2","grey","grey",0.453741731395773,0.418715051866717,0.259443404899862,0.309256705097462,0.382575388602761,0.436822833842826,0.0792625099203402,0.406423541459355
"AC011997.1","AC011997.1","oligo1","turquoise",0.20800132139345,0.25747828932817,0.0676193397775584,0.149044466196933,0.174533581129751,0.179307669361438,0.035247154129748,0.112794649913584
"PLCL1","PLCL1","oligo1","turquoise",0.623598377222457,0.637580415402344,0.311489773526584,0.389424565567936,0.544650582473012,0.607789658261879,0.0740677255226865,0.52724594233565
"SATB2","SATB2","grey","grey",0.0928809781036437,0.101232570165433,0.0269212447114984,0.0663201976431996,0.097375435120339,0.0876139406485952,0.052355099272556,0.0683851856422086
"LINC01877","LINC01877","oligo7","brown",0.144341393048705,0.117997851162373,0.103471657820213,0.077483637482012,0.156258325781064,0.168568563268252,0.00639125687621513,0.200946609212005
"FTCDNL1","FTCDNL1","oligo7","brown",0.159974817368215,0.100768177248627,0.0896614362313261,0.0745689289029432,0.179861735261859,0.183614743446046,0.0205885882288149,0.242966616719372
"C2orf69","C2orf69","grey","grey",0.178329896574417,0.171932009828734,0.13250701835314,0.156338843889546,0.12490361521946,0.157701700017008,0.0279562691559738,0.123594166293244
"TYW5","TYW5","grey","grey",0.146412001796174,0.125400329282841,0.102969003248463,0.0956290186942895,0.109046679390902,0.126501954396573,0.0178786327571713,0.120508294935569
"MAIP1","MAIP1","oligo1","turquoise",0.150814354159928,0.147948680314749,0.0827922482481216,0.113819431635953,0.11694439527329,0.136623096693394,0.0244955459731364,0.116479753974165
"SPATS2L","SPATS2L","grey","grey",0.204713148978528,0.174584318648118,0.125994015648754,0.131044417389248,0.208781828607174,0.204605006847487,0.0389644018507072,0.216800858886431
"KCTD18","KCTD18","grey","grey",0.0915806713298834,0.0742394722652541,0.0841286013100415,0.0756387446524434,0.0704926012122109,0.0727975854169784,0.021833600987413,0.0817203393116769
"LINC01792","LINC01792","grey","grey",0.140674305892526,0.0961824236517446,0.08641886808773,0.0765708931990473,0.161571721693048,0.152489581498663,0.0333060815865248,0.19506402867052
"BZW1","BZW1","grey","grey",0.0935647183891215,0.0806019671500341,0.132233457262322,0.130029475266692,0.0616756402221575,0.0506733221291012,0.00926579194255697,0.0476104424356055
"CLK1","CLK1","grey","grey",0.273939745731272,0.251103252852539,0.197141685567831,0.227949759921538,0.213459433251922,0.241602624556356,0.0613569402466981,0.215643006452511
"PPIL3","PPIL3","grey","grey",0.0974450601782842,0.0870008377749722,0.0874588664642512,0.0877566367793674,0.0904107323700945,0.0833147409473244,0.0108594902507069,0.0849718307026957
"ORC2","ORC2","grey","grey",0.206032502800443,0.183865776392852,0.116956906955085,0.122762972489082,0.193358584918168,0.198164832814999,0.0380613326229136,0.195643606312639
"AC005037.1","AC005037.1","oligo2","blue",0.0999816319282221,0.0709546913786657,0.105704858676841,0.0757013010595747,0.0754178535850884,0.0820390729444051,0.0230330770811885,0.0921662365974304
"FAM126B","FAM126B","grey","grey",0.182990082208486,0.175238484648068,0.101775456689856,0.127497884533185,0.165636055902329,0.162186767735507,0.0501901388967072,0.15271258017278
"NDUFB3","NDUFB3","oligo2","blue",0.0773746363496865,0.0604879754207931,0.14044185061817,0.109471168357445,0.0326441102429268,0.0393219000302309,0.00296884711127531,0.0346790754871969
"CFLAR","CFLAR","oligo1","turquoise",0.240807047970818,0.235431706345404,0.141047899266713,0.162853453801878,0.215989202228276,0.222674996301813,0.0426496856930762,0.199763252072619
"TRAK2","TRAK2","grey","grey",0.189634194332689,0.182217329166302,0.0953324740246574,0.114932717883708,0.144612569331117,0.161167519993361,0.0403316991747728,0.138781478748186
"STRADB","STRADB","grey","grey",0.135769582658916,0.11199103531709,0.124689861679818,0.101044793203175,0.111157987582699,0.117337593401228,0.0152606840550447,0.111431217925446
"ALS2","ALS2","grey","grey",0.182878650972779,0.176237831378948,0.0960710668260253,0.119074789361017,0.154440151942928,0.171058884335854,0.0401659141588996,0.151155095822824
"SUMO1","SUMO1","grey","grey",0.125499853925438,0.105920962701734,0.133544695188068,0.116067555974323,0.0806023835463615,0.0969762766885392,0.007944939075078,0.0848825459550418
"NOP58","NOP58","grey","grey",0.176500048759443,0.159922072805281,0.117235781947982,0.114473007028511,0.136639148046389,0.156661168341076,0.00707671315204871,0.140043677814761
"BMPR2","BMPR2","oligo1","turquoise",0.184776393543444,0.193328523989406,0.083336678036964,0.121847898515635,0.17042706337313,0.171764996960178,0.0496920859310853,0.148803765396731
"FAM117B","FAM117B","oligo1","turquoise",0.150396060709886,0.153519686151925,0.0770913802584691,0.101629256750043,0.118934293517713,0.137343891730787,0.0407834610165024,0.105438326083305
"ICA1L","ICA1L","grey","grey",0.136352469923792,0.131263224163851,0.097802499026736,0.0988069859190367,0.130269359555962,0.124948938623595,0.0386235130620815,0.115756511498627
"WDR12","WDR12","oligo2","blue",0.128087037155508,0.0959509786663522,0.136675577732759,0.108236004826422,0.0923510440546728,0.0949761602970098,-0.00194726922289464,0.0899018887140769
"CARF","CARF","grey","grey",0.219621853984367,0.214728447071692,0.136680558960967,0.151756954696983,0.198291626314128,0.200041314526154,0.0354413426756488,0.181283548553612
"NBEAL1","NBEAL1","grey","grey",0.267446390674208,0.259460694052241,0.155433059674371,0.176390621424006,0.236632152029129,0.247643153122373,0.0260052193460561,0.220189178960527
"CYP20A1","CYP20A1","grey","grey",0.214713767674915,0.202984047592142,0.114395287748386,0.152828965440239,0.16884650260082,0.187689957994029,0.0357781435044871,0.156687873317644
"ABI2","ABI2","oligo1","turquoise",0.256757035082955,0.262718511749024,0.128192324907707,0.181870821692183,0.235010412438338,0.231137509830171,0.0675943281466712,0.204334421015508
"RAPH1","RAPH1","oligo2","blue",0.0675101101918172,0.0387449388372448,0.115735003446516,0.0724100845591645,0.0396882003057042,0.0326115884444907,0.0110993550323131,0.0356065246062921
"PARD3B","PARD3B","oligo4","green",0.107949044782398,0.090665418320957,0.0309029626883558,0.0382910022600753,0.131888433017582,0.126617261881293,0.0423175529921611,0.132967347584652
"NRP2","NRP2","oligo1","turquoise",0.0817372535110764,0.0997851375272266,0.0446211599536913,0.0867890762031722,0.07414265933714,0.0722225918664683,0.0190287609819504,0.0475581601223079
"INO80D","INO80D","grey","grey",0.241708848553009,0.236044328180706,0.128627423839032,0.16071057217125,0.19822827612922,0.213498830492715,0.0557544388630186,0.181093426690434
"NDUFS1","NDUFS1","oligo1","turquoise",0.230852750268719,0.239494646392217,0.137435440295978,0.197935549782205,0.19640281701774,0.197093947192757,0.0421886579143857,0.164591823215106
"EEF1B2","EEF1B2","oligo2","blue",0.0542324191942748,0.0271210774110624,0.102282212231904,0.068333332206811,0.019960582583994,0.0297557121976354,0.0205991529681402,0.0440435252498319
"ADAM23","ADAM23","grey","grey",0.0922428727791956,0.101331093420845,0.0224572158107591,0.0543018073212364,0.0930542137960347,0.0793108843640386,0.0520301834022213,0.0661953281885201
"FASTKD2","FASTKD2","grey","grey",0.0984583831185322,0.0733722567749668,0.0999883000486726,0.08380110038444,0.0647351984354508,0.0757118678702459,0.00945479198271548,0.0814509391681768
"KLF7","KLF7","grey","grey",0.290547350005078,0.290314323956264,0.156589326472593,0.187840926278827,0.269462028900393,0.286452795014173,0.0699823929016884,0.255566383145886
"CREB1","CREB1","grey","grey",0.188205321626665,0.158381268094944,0.14462006489287,0.154913314284883,0.157459629345674,0.162403370382817,0.0304715994875784,0.162172607071756
"METTL21A","METTL21A","grey","grey",0.168499336071795,0.146112562351089,0.135771789877402,0.128151359668564,0.134632298425745,0.137004902752464,0.0326935866600322,0.1284894422007
"CCNYL1","CCNYL1","grey","grey",0.150164116886074,0.138822253553597,0.116277217412827,0.118715784731317,0.133135836753603,0.123433453686502,0.00800653046094846,0.121659178732841
"PLEKHM3","PLEKHM3","grey","grey",0.267182978907302,0.255102302796738,0.125931697913935,0.182606246539722,0.239105902087519,0.255347042087847,0.0377385527951322,0.24218146161035
"IDH1","IDH1","grey","grey",0.156625000712189,0.158307982647826,0.105401985679636,0.131039959910005,0.108287066506901,0.120824909905285,0.0302676509435101,0.10243123617552
"PIKFYVE","PIKFYVE","grey","grey",0.265870955921372,0.24773371909651,0.159524890355457,0.178557146663494,0.215624859287522,0.246340921390098,0.0279159719185415,0.211438042178983
"MAP2","MAP2","oligo6","black",0.0781784668641278,0.0933473450782486,0.00339502806457051,0.0356318491854944,0.0655275715344684,0.0734641508142116,0.175588354946668,0.0475733218725172
"UNC80","UNC80","oligo6","black",0.00159938041032675,0.00720057005453576,-0.00745114050702229,-0.00359953807641275,-0.00799917564776021,-0.00145074120318896,0.115684782603162,-0.0123809957681827
"RPE","RPE","grey","grey",0.163822451269231,0.128953562765526,0.12648472450838,0.113139689998216,0.137966055277487,0.157314040182903,0.0141611607198713,0.161645419330577
"KANSL1L","KANSL1L","grey","grey",0.301869981848865,0.278323712474801,0.163288633844044,0.209518254520015,0.223461488946595,0.271485230596307,0.0381450024428083,0.228916043119223
"AC007038.1","AC007038.1","oligo2","blue",0.0869578970429,0.0539960010846722,0.0859705504027418,0.0654458073368536,0.0770157998669919,0.0744064717642407,0.00573079677466158,0.0941664041393375
"LANCL1-AS1","LANCL1-AS1","oligo2","blue",0.0914388656367012,0.0187947125497318,0.249064207327077,0.106090225179689,0.0497351063926259,0.0564175870185792,-0.0183841975720383,0.1079398303787
"LANCL1","LANCL1","oligo7","brown",0.413152357217584,0.345712961140082,0.312852459637072,0.310266161952952,0.370391758101064,0.410531410567537,0.0509273768513217,0.449247790172077
"ERBB4","ERBB4","grey","grey",0.381576126120168,0.346268124109935,0.166952340841269,0.219811522794048,0.366724347315554,0.386873940033659,0.102539442904777,0.386012308096966
"IKZF2","IKZF2","grey","grey",0.374839246340626,0.330218890523153,0.221338752360719,0.240857813906565,0.32341794702744,0.359057786368025,0.04228241944894,0.353761608081264
"SPAG16","SPAG16","grey","grey",0.161667776898705,0.160277127061422,0.0970236764490663,0.11233210576365,0.138347547439234,0.156244741008642,0.0271492093471379,0.131446651973282
"BARD1","BARD1","grey","grey",0.145825050529421,0.134498847377561,0.0986994279898978,0.120981035534502,0.12718013737867,0.12453445109182,0.0393555281313658,0.111145576725179
"ATIC","ATIC","oligo1","turquoise",0.177978727754818,0.175745766604384,0.137577777967612,0.163799396546673,0.138050109702919,0.143890764442525,0.0134584117261626,0.119631125574351
"FN1","FN1","oligo2","blue",0.0626454588699497,0.0361787045725557,0.107097433785625,0.0683903124760406,0.0456773405070267,0.0399907296321684,-0.0018869368733424,0.0498657608090783
"MREG","MREG","oligo1","turquoise",0.115047034881098,0.125383698903112,0.0630986704832356,0.0922550337511195,0.101586498277584,0.0993003355775756,0.00815346887102945,0.0813072328814984
"PECR","PECR","grey","grey",0.10632768393821,0.0933579450660705,0.0598155637704848,0.0676949423873004,0.0858083590215156,0.100875386792502,0.0180043525336999,0.0831541359858674
"XRCC5","XRCC5","oligo2","blue",0.290241938018455,0.257415801346401,0.232821087452817,0.232107060215607,0.239846534008426,0.245938926098156,0.0485296238329128,0.238174246114182
"SMARCAL1","SMARCAL1","grey","grey",0.153063019472308,0.148629993706431,0.0742514377025347,0.101844386899932,0.131994994465656,0.144648729087307,0.0217510025615488,0.127735387507706
"RPL37A","RPL37A","oligo1","turquoise",0.231711654332025,0.243173733488302,0.134002509807857,0.187571606410994,0.182245047290477,0.195349310910172,0.0317309210468618,0.149080998766189
"TNS1","TNS1","oligo1","turquoise",0.297795898514518,0.36696649404818,0.104245529962834,0.20629605629796,0.255699277969818,0.286112691592301,0.0625388941267366,0.190549130194327
"ARPC2","ARPC2","grey","grey",0.122553473257618,0.114670492329533,0.0761469881461304,0.0835936073484855,0.121670544534386,0.107663039696911,0.028054885023183,0.111211356060838
"AAMP","AAMP","oligo3","yellow",0.0883034111137838,0.0694862086760721,0.132976367101019,0.154610974674523,0.0454459635106248,0.0477224369979635,0.0115950144067004,0.0394947689428534
"PNKD","PNKD","oligo2","blue",0.0934105530150505,0.0663933429445721,0.145749204321391,0.125490125548342,0.0530577918140063,0.0690287538067619,0.0215275228473156,0.0651470177984107
"TMBIM1","TMBIM1","grey","grey",0.156696964307068,0.14180155707565,0.166631715612948,0.175341622696049,0.121292070590793,0.111146803579993,0.0179981492134554,0.103079310801678
"CTDSP1","CTDSP1","grey","grey",0.0802083202893568,0.0719116308793805,0.0768355037270277,0.0804579928954986,0.067742333643218,0.0603900288947764,0.000604091090585265,0.062300908103968
"USP37","USP37","grey","grey",0.220448967419611,0.200477411833657,0.128418667574087,0.13702172666222,0.1974688449023,0.209759499930962,0.0398970191542992,0.199484589949801
"CNOT9","CNOT9","grey","grey",0.163096676883202,0.146840334673155,0.127548694326576,0.12703197796531,0.140381450542036,0.142431134168209,0.0219990835623184,0.135684573750051
"TTLL4","TTLL4","oligo4","green",0.0991441443392157,0.0970762051549185,0.0796053834268698,0.0852729023172378,0.0963163761992789,0.0883936653324731,0.00402588554860821,0.0825543084477048
"CYP27A1","CYP27A1","grey","grey",0.277025294871048,0.248652761271906,0.197086233632875,0.206032150047295,0.225086681904601,0.254786262322166,0.0505278639756724,0.235460822594581
"CNPPD1","CNPPD1","grey","grey",0.0886943749045434,0.070786015119466,0.114956553194229,0.112706002874986,0.0650646785971567,0.0597119960403872,-0.00428901695890498,0.0694145531935244
"RETREG2","RETREG2","oligo3","yellow",0.117687207654546,0.116647927079986,0.137181453623829,0.190743344111574,0.0709453231984548,0.0826959615686986,0.020659267772371,0.0539634500883328
"ZFAND2B","ZFAND2B","grey","grey",0.102405519748997,0.0841026276152333,0.113098342787664,0.105627064644987,0.0644989936318178,0.0770850105754983,0.00497183679224058,0.0733866013889252
"ANKZF1","ANKZF1","grey","grey",0.148724368372008,0.106904064924575,0.108520279876864,0.103513122177142,0.10909586124938,0.127689153165398,0.0349590553911753,0.137879254913288
"TUBA4A","TUBA4A","oligo1","turquoise",0.0368447931363236,0.0867278870420726,-0.0219093769409453,0.0374257827459247,0.0424419799144208,0.030606940954035,0.0491239616628325,-0.0199627846973343
"DNAJB2","DNAJB2","grey","grey",0.23043256304387,0.211227850868625,0.168727603619161,0.189837686335665,0.215878924252696,0.203685334183151,0.0182481737406719,0.199388877406855
"EPHA4","EPHA4","oligo1","turquoise",0.0149721392141968,0.040236904533676,-0.0163163781639456,0.011492577392094,0.00754873754229374,0.00725095661517042,0.0555663804013312,-0.023495802190309
"FARSB","FARSB","grey","grey",0.155336641197438,0.13951325244424,0.109334421334053,0.120941209701121,0.128211418932087,0.128214761684769,0.0310814326768821,0.123464528423551
"ACSL3","ACSL3","grey","grey",0.243431374212328,0.225743531016579,0.193978106003556,0.225895685095758,0.198813063988473,0.213893987394226,0.0502152583122661,0.195262271898348
"WDFY1","WDFY1","oligo1","turquoise",0.18032595907973,0.187052477683841,0.0929174607416183,0.136527946773213,0.151981262728275,0.158926146499197,0.0317609812564619,0.134987260302815
"SERPINE2","SERPINE2","oligo1","turquoise",0.0900929855993714,0.112807513583831,0.027032355803595,0.0707640100419278,0.0852078330385319,0.0889886995358331,0.0484168623781656,0.0579680281420098
"CUL3","CUL3","grey","grey",0.274342151879095,0.26104996083647,0.149755295148318,0.185067438716418,0.227935022996527,0.247816802303965,0.0454771267723744,0.229820587225824
"DOCK10","DOCK10","oligo7","brown",0.587406373010851,0.532809829478261,0.259755921561517,0.316833920082973,0.585612182646964,0.62457431743896,0.0928900545566549,0.656830396045899
"RHBDD1","RHBDD1","grey","grey",0.237262391798137,0.224858037713383,0.107068290006371,0.142581722017616,0.209111043871339,0.22550906646855,0.0457400564162028,0.204811667481968
"MFF","MFF","oligo2","blue",0.237017050809305,0.197113980314161,0.209825876311148,0.194628999488152,0.189399080770148,0.212146591378892,0.0420073951271894,0.209292878987537
"AGFG1","AGFG1","grey","grey",0.31251019043331,0.297340086635601,0.194090155448301,0.23977576694892,0.258438261562987,0.280169986217979,0.0510515172736911,0.254075610584655
"DNER","DNER","oligo2","blue",0.311934437283785,0.26721020464069,0.267411069699316,0.259156350597175,0.25836326879055,0.282716768106368,0.0321615424931855,0.279937468866339
"TRIP12","TRIP12","oligo1","turquoise",0.3876741209018,0.384380377034674,0.215004040093632,0.273891250750178,0.32320352709922,0.359486645518219,0.0651886733204368,0.312403504312867
"SP110","SP110","grey","grey",0.148322452694839,0.132242451750796,0.0876008771305824,0.0826190579376978,0.123965105286012,0.14450907904264,0.0313706831787031,0.128458784806732
"CAB39","CAB39","grey","grey",0.217050481486746,0.206337130430244,0.125022026330508,0.157584028248412,0.186384479960426,0.195372162213813,0.0431891528374619,0.185446343812798
"ITM2C","ITM2C","oligo3","yellow",0.0461444447834419,0.039219596360462,0.095285764611992,0.115545745594886,0.00739906243637546,0.0120696000484198,0.0210352582252995,-0.000471195885248684
"C2orf72","C2orf72","grey","grey",0.0798339566068367,0.064809787694252,0.069662953960824,0.0684389062290355,0.0586865512184111,0.072814767984769,0.0313186102935262,0.072542629634448
"PSMD1","PSMD1","oligo1","turquoise",0.280282944929256,0.291262764263764,0.155576282593,0.209084728425946,0.239226637562674,0.248054393974514,0.0487533433301625,0.210007036085194
"ARMC9","ARMC9","oligo2","blue",0.0534121415995881,0.00759636936094828,0.1387225844871,0.0978349080564469,0.0480354644587036,0.0170330351020725,-0.00296893803933023,0.0512201167661659
"NCL","NCL","oligo2","blue",0.149469484535038,0.0777380853391689,0.276407811053204,0.204592535107725,0.0866454213974898,0.0883039847292428,0.0220385223974323,0.12275010352886
"PTMA","PTMA","oligo2","blue",0.31186963744066,0.222612473320938,0.457885178180524,0.460579458317826,0.184325825696356,0.188845461800923,0.0148535831091034,0.207869654527978
"PDE6D","PDE6D","grey","grey",0.146801696253661,0.146140853646173,0.0479172557463733,0.0744723195828149,0.114535111325698,0.146745560913026,0.0451782188662138,0.121223089553729
"COPS7B","COPS7B","oligo1","turquoise",0.134287227733913,0.132217176137581,0.0832866819357993,0.112198437097855,0.09934626368665,0.112526487947391,0.0162886771850792,0.0950343016599976
"DIS3L2","DIS3L2","grey","grey",0.335788004088979,0.3111580310924,0.163103121858528,0.195087469840223,0.302406526862925,0.320306740854498,0.055106316831987,0.315067326987095
"EIF4E2","EIF4E2","grey","grey",0.147149480879532,0.129134537988455,0.0826562467120469,0.0906907660880502,0.121099341842544,0.131434683449496,0.035472696665272,0.132756346557132
"EFHD1","EFHD1","oligo1","turquoise",0.408733306732035,0.412279671889884,0.258118555510385,0.313938349724226,0.33342024543131,0.377901349584558,0.0179282331708595,0.31508416765344
"GIGYF2","GIGYF2","grey","grey",0.317362405089071,0.318257493300854,0.152468090868332,0.204447385651992,0.285275605024471,0.30152325142097,0.0467267846113782,0.270334981987925
"SNORC","SNORC","grey","grey",0.106817470902647,0.0934313342957796,0.065121535437346,0.078157221083689,0.0973269366459956,0.0944271632754261,0.0195569533335507,0.099238913923247
"ATG16L1","ATG16L1","grey","grey",0.176553164097242,0.161127639104835,0.108010047465167,0.119111342866808,0.151308880532576,0.173160279858904,0.0290741823344471,0.149362060325002
"DGKD","DGKD","oligo1","turquoise",0.247316869234927,0.256187449972625,0.12863264780954,0.157920653360474,0.233243341790628,0.230237060824719,0.0538131983732031,0.200953534889717
"USP40","USP40","oligo1","turquoise",0.288546154805953,0.294192471649827,0.140191136120533,0.177228818404506,0.277802349940184,0.279793677386816,0.0621647829366513,0.256148110080494
"SH3BP4","SH3BP4","grey","grey",0.263200355482212,0.260748206142689,0.144605882064915,0.184739560443126,0.25236093512801,0.253580812686941,0.0342984068559998,0.239625458146639
"AGAP1","AGAP1","oligo1","turquoise",0.616876083671364,0.679754243056465,0.19318716815364,0.36310699745249,0.618183763720235,0.609804344242162,0.114559694370782,0.526601703370027
"COPS8","COPS8","oligo2","blue",0.0700400236761186,0.038915661951364,0.125152880634818,0.0826140184429277,0.0410405630059057,0.0427018523307528,-0.00154100778105032,0.0494020479449909
"LRRFIP1","LRRFIP1","oligo1","turquoise",0.0793812443545608,0.107132934477172,0.032793527105641,0.0592845039954374,0.0734747307567846,0.06581367551879,0.0433776722069021,0.0338639886745948
"RAMP1","RAMP1","grey","grey",0.13699430824412,0.108983804864332,0.153497109263942,0.152267252730707,0.0539651634295453,0.107858509879738,0.0181141155590957,0.0752672248130606
