"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7"
"CDK11B","CDK11B","oligo1","turquoise",0.163694833247495,0.18483064950463,0.0782865907021057,0.115612173886263,0.135535019857285,0.145673068375619,0.0393725652997199,0.10459677701045
"SLC35E2B","SLC35E2B","oligo1","turquoise",0.206102438384967,0.226333876286549,0.120423698237941,0.18670919142457,0.166473699848145,0.17652599896164,0.025312602450239,0.12360496753048
"CDK11A","CDK11A","oligo1","turquoise",0.148632853911743,0.167415150194892,0.0681754392063032,0.0890759650961715,0.124912991125877,0.123904325250954,0.0466244963031914,0.0889484602714001
"SLC35E2A","SLC35E2A","oligo1","turquoise",0.156076598078012,0.151668255294565,0.0967918205317988,0.105591751732249,0.128313023405959,0.136279661180448,-0.0176442853779899,0.127602330376255
"NADK","NADK","oligo1","turquoise",0.11947153309416,0.133137816129151,0.088092706520801,0.105435017281682,0.0926865579297341,0.10088652397333,0.0308070132529801,0.0757375043427238
"GNB1","GNB1","oligo1","turquoise",0.337598849430638,0.37147651374699,0.195045967267051,0.274537589330662,0.304393395800863,0.303398138734805,0.0526029797346239,0.244317614929628
"PRKCZ","PRKCZ","oligo1","turquoise",0.26685641020004,0.293230090159577,0.136521332493571,0.183332710900796,0.241300685443064,0.245436159274042,0.0311238559063057,0.197208260633984
"FAAP20","FAAP20","grey","grey",0.0636080795417829,0.0585716362620385,0.0604941005829486,0.0619193713905383,0.0439286566984563,0.0551611202137413,0.00189889284926945,0.0475086808552955
"SKI","SKI","oligo1","turquoise",0.214599422391888,0.222194107910023,0.107566774765394,0.157451178326144,0.182860156597653,0.190408976552808,0.0208874810938453,0.159991625827421
"RER1","RER1","oligo2","blue",0.14210923389713,0.103742262148221,0.182350759810489,0.152352434360247,0.0903009328890864,0.112290360761169,0.00323232021522448,0.116021678798388
"PLCH2","PLCH2","oligo1","turquoise",0.196868591271274,0.22465871596615,0.122104704661843,0.149137403197269,0.172389317537749,0.173488038982824,0.0189673270520814,0.132336145585799
"TPRG1L","TPRG1L","grey","grey",0.0752160793163865,0.0615097864351211,0.0960349683484211,0.104235899847885,0.0328073479750323,0.0342332119386855,0.0208008667892131,0.0293706545661817
"WRAP73","WRAP73","grey","grey",0.108805789190446,0.105226806285039,0.0699588028841464,0.083725009849622,0.0780172181687282,0.0844764210448747,-0.00415128247369248,0.0763857719896969
"LRRC47","LRRC47","grey","grey",0.0835177371464287,0.0784268431420547,0.0909090516156734,0.100486904731855,0.0528762774916585,0.0590246939755155,-0.00291495356626133,0.0542428930183496
"CEP104","CEP104","oligo3","yellow",0.19659251070462,0.19278629201936,0.156267119972677,0.198792337310979,0.167517317570543,0.178873839477738,0.0360106420559834,0.158227341212487
"DFFB","DFFB","grey","grey",0.177683414881117,0.17038131590499,0.127906633856739,0.130685355150246,0.12708270391097,0.145279910605937,0.0540092988483258,0.130981023326862
"AJAP1","AJAP1","grey","grey",0.113279801157032,0.0932894843290557,0.0466463297324436,0.0543653605738272,0.100184967842401,0.128185818731026,0.0418730279692726,0.128595611786464
"NPHP4","NPHP4","oligo1","turquoise",0.115182089289771,0.131610865068383,0.0534907821606144,0.0815188030388601,0.105250107340161,0.110064801382596,0.0376339968887452,0.0880554736761045
"KCNAB2","KCNAB2","grey","grey",0.0650754760843372,0.0749703073044863,0.0314445601729675,0.0453585823449757,0.0603595861629502,0.0547117480853737,0.0284725200699539,0.0407872759638188
"RPL22","RPL22","grey","grey",0.0754591879049877,0.0537196498638042,0.0811880601549259,0.0741552549079518,0.0528732810722151,0.0632502417652958,0.0110788760448696,0.0612524337625526
"ICMT","ICMT","oligo3","yellow",0.102857538326391,0.102031318199415,0.09909359475906,0.124926619409597,0.0660558787270945,0.0718691110827854,0.024327738858962,0.0594477056116828
"ACOT7","ACOT7","oligo1","turquoise",0.131392622209289,0.154710816577142,0.0871436683481797,0.120305194129215,0.115380853317035,0.105320611992113,0.0267963764611749,0.0737843709238655
"NOL9","NOL9","grey","grey",0.125739958531165,0.11672928958124,0.0912579698168353,0.0932633775881909,0.0985396911384256,0.105688122816674,0.0329267467563708,0.0972397638187309
"KLHL21","KLHL21","oligo1","turquoise",0.199313034851047,0.204244823956834,0.157652724170781,0.199427970205388,0.138661365344518,0.156316424682645,0.030447054939946,0.117952022512657
"THAP3","THAP3","grey","grey",0.107521862806167,0.0902276983930087,0.0927857037266054,0.0948734997238522,0.0745032952312771,0.086701390408756,0.0239463585259758,0.0761778059507545
"DNAJC11","DNAJC11","grey","grey",0.159639126697368,0.161276344480981,0.0857743041856139,0.0983126690866729,0.149005391486657,0.147660567004354,0.0232744707774821,0.137922500220643
"CAMTA1","CAMTA1","oligo1","turquoise",0.357323154799526,0.384618502515908,0.119880938655321,0.210596976066445,0.324363873044847,0.337387162133565,0.0836389023185789,0.275534032047274
"VAMP3","VAMP3","oligo2","blue",0.157744031523032,0.127229929905768,0.20338401989579,0.196814494925405,0.098457980735077,0.109679033296163,0.0106900242346872,0.111776427504048
"PER3","PER3","oligo4","green",0.24020956631715,0.242825882735014,0.11968653825072,0.157480229580023,0.271147133433627,0.231165321093138,0.02187154391888,0.218485462419096
"PARK7","PARK7","oligo2","blue",0.0999819637606999,0.0724830400874772,0.18863924065563,0.150875359631355,0.0450352532075636,0.0372758729855471,0.0256181599111199,0.0388700651631316
"ERRFI1","ERRFI1","oligo1","turquoise",0.179350686162962,0.218685358799464,0.0993096660825718,0.156521878149945,0.141490308669993,0.148276023641416,0.0369443334573836,0.090274537171195
"RERE","RERE","oligo1","turquoise",0.484152198279032,0.485872076385272,0.204973229130524,0.280952402789198,0.472237170769427,0.489356208052452,0.0623693609557206,0.458877767950907
"ENO1","ENO1","oligo2","blue",0.122888467349182,0.0960588041994157,0.192364950265711,0.151483900986112,0.0849357912358533,0.0799115917338706,-0.0218173574947693,0.087066356553735
"H6PD","H6PD","oligo1","turquoise",0.151703043812466,0.182406283558226,0.0737170512180867,0.128391432213771,0.130741549349039,0.120885011321828,0.00750052379202625,0.0885518740436995
"SPSB1","SPSB1","oligo1","turquoise",0.214495412714148,0.235408970796472,0.0904785789377901,0.129910287644027,0.21098023874245,0.199892324004716,0.0349350668958569,0.18004136031952
"SLC25A33","SLC25A33","grey","grey",0.131826558877819,0.133683572307783,0.0991351635388355,0.110896154837074,0.111832707547724,0.106635122677033,0.0327669465411885,0.0933525294776695
"CLSTN1","CLSTN1","oligo1","turquoise",0.228951785484286,0.239140469759657,0.138291545536973,0.192063391140876,0.193522105328023,0.195100810148983,0.0758033468832884,0.164057729779717
"CTNNBIP1","CTNNBIP1","grey","grey",0.138267406909215,0.143469957062436,0.080978926312765,0.104892576648873,0.12867539421414,0.121875804528906,0.0185496337640497,0.118107119463414
"LZIC","LZIC","oligo3","yellow",0.13641986703468,0.131637045268948,0.139268560779507,0.171901606161655,0.101140779469107,0.103110470621103,0.0110231666863908,0.0859481946100128
"NMNAT1","NMNAT1","grey","grey",0.13909189610177,0.144916028160465,0.0945646226513518,0.104889653685923,0.106073629433945,0.11623055056099,0.0269577791610388,0.0869665161374867
"RBP7","RBP7","grey","grey",0.0739399376868381,0.0623447573555551,0.133855821001423,0.0981417738839787,0.0561955320001191,0.0354146955926784,0.00279926203857513,0.0378510290013561
"UBE4B","UBE4B","oligo1","turquoise",0.407048407241441,0.460077801782002,0.155903999713944,0.255425259331137,0.377337701824117,0.391509580252667,0.0662840900871323,0.30691300520297
"KIF1B","KIF1B","oligo1","turquoise",0.526147238160577,0.565813293299749,0.246919162113123,0.393776697471602,0.476862564178399,0.48222195996763,0.0927517420789252,0.399556543802338
"PGD","PGD","grey","grey",0.0784590171163911,0.0886070724203158,0.0497654515776207,0.0605393684905394,0.0695907935994867,0.0704114853525774,-0.0104178443121798,0.0583839143062667
"DFFA","DFFA","grey","grey",0.158688124131943,0.135460348438154,0.115180506143784,0.133030228317421,0.11882014241294,0.128036031347466,0.0156109001823901,0.129067801416064
"PEX14","PEX14","grey","grey",0.157366975542723,0.152812545420159,0.091457216532803,0.105601833511862,0.141062974512531,0.14389183045646,0.0177710634224671,0.135797240910344
"SRM","SRM","grey","grey",0.0900920581925765,0.0839884926653292,0.0949415202451743,0.102363935411071,0.0664040584623831,0.0693697944998334,-0.0120351375686354,0.0596695354219949
"EXOSC10","EXOSC10","grey","grey",0.134005551438615,0.115365061218459,0.0826715246730673,0.0784378267608925,0.110955990997496,0.117444179071789,0.0250241887832782,0.123367304451041
"MTOR","MTOR","grey","grey",0.202502349431951,0.196321710050712,0.109744797017271,0.134307197231027,0.18126180648111,0.180857847634822,0.00798806460969536,0.173102838204467
"UBIAD1","UBIAD1","oligo1","turquoise",0.0998699095647852,0.110376008812164,0.0657798616174248,0.0965155765895357,0.086671172972794,0.0724143346758745,0.0258478475155967,0.0621397906540582
"FBXO2","FBXO2","oligo1","turquoise",0.210206428531046,0.232720837344121,0.214907099993284,0.282201530979451,0.075078368411481,0.122992689248084,0.0336384806919826,0.0364626902024019
"FBXO44","FBXO44","grey","grey",0.107130269974555,0.110829373335753,0.0968837267746896,0.116890645855677,0.0598931664612529,0.0740677618859221,0.0345124855637,0.0509685926082676
"MTHFR","MTHFR","oligo1","turquoise",0.148447751076807,0.15466268720565,0.0764776062095756,0.113025761333207,0.115938978078434,0.129400241797796,0.0235593520611383,0.104579671250991
"CLCN6","CLCN6","grey","grey",0.160984496345443,0.161886233837787,0.0963234775157191,0.121427853184802,0.114961246336856,0.140467527739632,0.032846572605929,0.115104447470965
"KIAA2013","KIAA2013","oligo3","yellow",0.119396561699199,0.112994154645305,0.142350006358345,0.180275295462887,0.0831662382376561,0.0917210860768139,0.0166251104933297,0.0745578141845142
"PLOD1","PLOD1","grey","grey",0.113042911343405,0.104283876037696,0.0768736774871065,0.0883604687809913,0.100563846185334,0.101208038416025,0.0116733739609848,0.0956888961891258
"MFN2","MFN2","oligo1","turquoise",0.133899917438498,0.138116291972538,0.0880501494016018,0.121463509793718,0.108941968310737,0.107393511339051,0.0277726666110832,0.0905323899808096
"VPS13D","VPS13D","oligo1","turquoise",0.304644875790039,0.31453168809577,0.140331550419215,0.203592236691289,0.273555684943148,0.279422814628027,0.0677154781453573,0.243890890465151
"PRDM2","PRDM2","oligo1","turquoise",0.27933811836113,0.289165785471488,0.157417950291489,0.200853473447499,0.244926721969413,0.268545351062275,0.0681416924100442,0.225411792832285
"KAZN","KAZN","oligo1","turquoise",0.299976152110874,0.313186359443226,0.140132518908749,0.17683157896042,0.288952204455576,0.262241709203595,0.0423488703986705,0.23968818423257
"CASP9","CASP9","grey","grey",0.0861976478007844,0.0737748183589737,0.055061230274133,0.0584185601604894,0.075809246125326,0.0718797310838181,0.00997511175749439,0.0731100750772191
"DNAJC16","DNAJC16","grey","grey",0.173326474892038,0.15943908181964,0.105048321664561,0.124185037451853,0.152953564506853,0.159080942642411,0.0324489492248484,0.14803556422496
"DDI2","DDI2","oligo1","turquoise",0.208657706363409,0.207902095187403,0.109236363320653,0.140408157626528,0.195127399994856,0.186394110962441,0.0316098590203124,0.168429263890085
"PLEKHM2","PLEKHM2","grey","grey",0.152075358390636,0.140906778501402,0.120646644313022,0.130810361686655,0.118622587560236,0.128267013128713,0.0516302654330037,0.108448566563018
"AL450998.2","AL450998.2","grey","grey",0.1122356113485,0.0854549313661115,0.135675221090229,0.131059248083575,0.0619371773097532,0.0732186219960373,0.0135504863091432,0.0705863475738429
"SPEN","SPEN","grey","grey",0.31614690112928,0.295438593315858,0.202189777213153,0.248199200874155,0.258969858598707,0.285410021043774,0.034241738108117,0.254273113336778
"ZBTB17","ZBTB17","grey","grey",0.117718407381913,0.116654756560111,0.068625502119935,0.0882968553104186,0.0940820140954174,0.0987705895576387,0.00479939071244011,0.0890665854994552
"FBXO42","FBXO42","grey","grey",0.203443944666519,0.205690622556655,0.0973403070795641,0.120529979238472,0.186623343485746,0.198853562882957,0.0413245463409059,0.185830432354249
"SZRD1","SZRD1","grey","grey",0.132626736154865,0.123441679099659,0.0979046696078469,0.131347514825314,0.0989587207715961,0.103771350682304,0.0127609721015836,0.091458549828949
"NECAP2","NECAP2","grey","grey",0.0820254783503752,0.0666908408920065,0.0983700207414926,0.101198009298115,0.0386917260635299,0.0412469846390331,0.0186415775988238,0.0440356532188449
"NBPF1","NBPF1","oligo1","turquoise",0.238237663436985,0.243072471026569,0.118868508586614,0.172218053620563,0.17695662957329,0.205465970275118,0.0438090636874511,0.16592595860816
"CROCC","CROCC","oligo1","turquoise",0.201812716330806,0.195897952954975,0.116740798951093,0.151061011726334,0.148193368191244,0.183825167220005,0.0336576633584213,0.15446947368984
"ATP13A2","ATP13A2","oligo1","turquoise",0.131714434638505,0.155692364542008,0.0753619074165121,0.116317132889977,0.0967032631085002,0.114538490970318,0.0133288926444565,0.0687679735606674
"SDHB","SDHB","grey","grey",0.144275839565498,0.130199011469074,0.0883835618537698,0.0955527322722512,0.121149548022871,0.129228271029513,0.00729208329079205,0.121742042554898
"PADI2","PADI2","oligo1","turquoise",0.227582890846192,0.24126027412944,0.125751675045031,0.165730041258158,0.232141715521446,0.214755802919354,0.0400753204446608,0.200512994979874
"RCC2","RCC2","oligo1","turquoise",0.139136601158624,0.163903067093966,0.0691742395368542,0.111827595100484,0.112870760194563,0.114821121006706,0.0204552069835439,0.0710434518664441
"ARHGEF10L","ARHGEF10L","grey","grey",0.083705283849834,0.0723184900413183,0.0583972390353171,0.0635458344022494,0.0844943467954725,0.0815416816242716,0.0410228866963561,0.0822950360876753
"UBR4","UBR4","oligo1","turquoise",0.259088849494661,0.255438382027855,0.133069680222732,0.180689124996324,0.209793827821768,0.231046078574018,0.0635216926573753,0.201783790998537
"AL035413.1","AL035413.1","grey","grey",0.16520558876859,0.154413219087287,0.0845227286757834,0.0982473945877691,0.137139948899494,0.153782629977465,-0.00162593099627094,0.139889646815164
"EMC1","EMC1","grey","grey",0.0998539461682739,0.0801406503998126,0.105601275153802,0.0954722862121002,0.0736104680391981,0.0805771309586108,0.0322885332676619,0.0780379200088928
"AKR7A2","AKR7A2","oligo2","blue",0.0612221998393867,0.0290157527936455,0.117262137493155,0.0782087506382842,0.0321953847583696,0.0320405551848364,0.0104100214437841,0.0457300979680396
"CAPZB","CAPZB","grey","grey",0.26061917903105,0.251536279758544,0.126973939108934,0.165556671427134,0.226805281746998,0.242919894445507,0.0414725215821482,0.217482140899129
"OTUD3","OTUD3","grey","grey",0.13641551272597,0.120055535965964,0.0915850988807382,0.094508108897449,0.112807408377269,0.117945863655522,0.0121506349091085,0.109245682144506
"CAMK2N1","CAMK2N1","oligo1","turquoise",0.354275287744557,0.371185669123138,0.342425753416165,0.42391194298328,0.219767207519627,0.2441628605173,0.0163313995265955,0.161224664816744
"PINK1","PINK1","oligo1","turquoise",0.0824933224874095,0.0872874593896954,0.0900706671074942,0.105492589057292,0.0515755564103113,0.0527474414695694,0.0391684129144491,0.0406550625952301
"DDOST","DDOST","oligo2","blue",0.0603787371718175,0.040253589100792,0.0725026989441721,0.046666538522868,0.043778227727976,0.0480566011918195,0.00900596215839314,0.0520801925469268
"HP1BP3","HP1BP3","grey","grey",0.454450631098671,0.404268512267551,0.327060813233775,0.343206196061719,0.321786123960482,0.398236694928315,0.0703292939463602,0.353751989879403
"EIF4G3","EIF4G3","oligo1","turquoise",0.489010453174605,0.543824329444355,0.194039439797725,0.323290165609713,0.452777758825153,0.459961024848352,0.104441283810426,0.370687156341577
"ECE1","ECE1","grey","grey",0.224508671892981,0.216388791331682,0.127533091376307,0.162783817984885,0.183490166258957,0.212815628567978,0.0483264955129396,0.18487287851855
"RAP1GAP","RAP1GAP","oligo1","turquoise",0.100464726104288,0.13048675238728,0.042768299811283,0.0796800411318428,0.0995483951840162,0.0767916679064883,0.0289051363938363,0.0482311991147854
"USP48","USP48","oligo1","turquoise",0.352292600643725,0.347701909817639,0.184754625967794,0.225842057527106,0.309019437036498,0.326012646735526,0.0430824045808318,0.290464691478955
"CDC42","CDC42","oligo2","blue",0.185994036195828,0.143704923633976,0.224367378850767,0.182101665322219,0.137448253953565,0.140890260637201,0.0173184335899332,0.151455168082758
"ZBTB40","ZBTB40","grey","grey",0.165620930420183,0.152592775832412,0.0999237485188456,0.12426167087168,0.124831065990336,0.151011753563058,0.0416513308203628,0.125612305473345
"EPHB2","EPHB2","oligo1","turquoise",0.318393118315916,0.353320009575021,0.15879243815613,0.211408786821792,0.266506696817565,0.312675311557552,0.043550265070174,0.238071147619699
"KDM1A","KDM1A","grey","grey",0.156737609911316,0.144261870043283,0.0952054401405822,0.110024019279023,0.13214528993066,0.134437665811815,0.0338236943673344,0.118054137700526
"LUZP1","LUZP1","oligo1","turquoise",0.0518119214800054,0.0651489125181164,0.0306518858345456,0.0473800690759162,0.0526810150447764,0.0372327921069973,0.0431353775655657,0.0252166684995207
"LINC01355","LINC01355","grey","grey",0.0996703209915898,0.0980197935666422,0.0521098799775294,0.0736363701952164,0.0892499854692863,0.0923671036751601,0.0163911468543565,0.0878502016738701
"HNRNPR","HNRNPR","oligo2","blue",0.232178080495423,0.190441007619697,0.214188265834075,0.204464360820785,0.18334137718869,0.194019566748637,0.0358556397788314,0.195073626897476
"RPL11","RPL11","oligo2","blue",0.174614125316564,0.104740589100613,0.310531009363984,0.24591458039446,0.065920095210973,0.0971241043898869,0.0234892401477149,0.102265039806509
"ELOA","ELOA","grey","grey",0.104711167617694,0.104236234397946,0.077450582946483,0.0819450817869839,0.0859337406047895,0.0789181732514745,0.0218562208687129,0.0728986294114156
"ELOA-AS1","ELOA-AS1","grey","grey",0.166912756756498,0.154616029290064,0.108356294936208,0.117587501104707,0.138480785692701,0.14491962109888,0.0167548413600047,0.138689730315791
"PITHD1","PITHD1","grey","grey",0.110634974961446,0.0905480227179285,0.169037247289929,0.151831766521402,0.0593631908454752,0.0612610343579417,0.0233553352757608,0.0524906532848461
"HMGCL","HMGCL","grey","grey",0.100222252108398,0.103203785601668,0.0639227029715073,0.0654911503501609,0.0919144460107384,0.0810430586457255,0.0231349671720479,0.0857574554659256
"PNRC2","PNRC2","grey","grey",0.115299264959569,0.0967557693750725,0.129973601451501,0.136369393326239,0.076285227510624,0.0794248545845848,0.0130588854405835,0.0766642717855411
"SRSF10","SRSF10","grey","grey",0.223049363229846,0.196086632694261,0.1995290443635,0.212793518533551,0.160119570724124,0.173562960246342,0.0221388566761897,0.153492955331298
"STPG1","STPG1","grey","grey",0.131169233859418,0.117394297112392,0.0830585931553584,0.0898065666351733,0.112197618015205,0.122506212457152,0.0105817273987186,0.116835756748858
"NIPAL3","NIPAL3","grey","grey",0.290167824755671,0.285050629944518,0.212721511686102,0.263611311352153,0.241797345677438,0.257757929743695,-0.00561237058440665,0.234519221845925
"RCAN3","RCAN3","grey","grey",0.146701192944664,0.135982258104865,0.108393318323972,0.0990665091365205,0.124923995881744,0.120025174008606,0.013819410856113,0.114581567119442
"SRRM1","SRRM1","grey","grey",0.287996545689334,0.273031542954543,0.171277016490669,0.194613141556231,0.263295205639237,0.257388785419692,0.049482853693036,0.248664828432922
"CLIC4","CLIC4","grey","grey",0.296872595501601,0.269806950947521,0.243262828071277,0.256641332679723,0.293591555610861,0.245556046771595,0.0272167802586558,0.278041961781979
"SYF2","SYF2","grey","grey",0.10419234575079,0.084396608527658,0.108160685796927,0.107940764932631,0.0613426136412841,0.0795041468586487,0.00515277953041175,0.072606632218635
"RSRP1","RSRP1","grey","grey",0.343740452216948,0.33178930718887,0.2500852406389,0.277364666349355,0.261234336506518,0.281863472127543,0.0624104083172951,0.240206767653801
"TMEM50A","TMEM50A","oligo2","blue",0.143603096476144,0.102220409021664,0.225545597013042,0.172781809623674,0.0780869128153699,0.0917325979313062,-0.00429095077616518,0.096575364538207
"MACO1","MACO1","oligo1","turquoise",0.243451938537209,0.239027693125271,0.137397567601556,0.17089094752934,0.203991328047018,0.220530104651905,0.0454756832409519,0.188790977552427
"LDLRAP1","LDLRAP1","oligo1","turquoise",0.246284224959372,0.261315288516127,0.120360223178255,0.178674778894698,0.213233587282089,0.227924492140793,0.0207294066245013,0.184588617975296
"MAN1C1","MAN1C1","grey","grey",0.119806763338643,0.114816557022675,0.0740247236030905,0.0751903294955146,0.104976045842749,0.110091750650317,0.0384282982470871,0.0995050616180567
"MTFR1L","MTFR1L","grey","grey",0.0646840609207637,0.0540168470447504,0.0514182339120633,0.0634730481615883,0.0468793948886948,0.0492151343694233,0.0140642632921735,0.0515740058592222
"STMN1","STMN1","oligo2","blue",0.202082224492161,0.139047759714717,0.346462827838598,0.310824135601275,0.0861509205322435,0.122703409474324,0.0287507611986901,0.109049517542488
"PAFAH2","PAFAH2","grey","grey",0.103745889001904,0.103065888358159,0.0502324302054965,0.0715877002664048,0.0935501874840951,0.0939648805169997,0.00215092802672791,0.0829769787344348
"PDIK1L","PDIK1L","grey","grey",0.102135657794482,0.0890534191588138,0.0815708626131232,0.0935346046412978,0.0690045075698163,0.084283654746786,0.0246008719820471,0.0678699230008849
"CEP85","CEP85","oligo1","turquoise",0.21865785559948,0.23396471779461,0.117347388631444,0.155427888336756,0.191653674245885,0.204883770988175,0.0433375566933122,0.162968180563807
"SH3BGRL3","SH3BGRL3","grey","grey",0.136787699352813,0.117959773925738,0.16360224322638,0.146033229448259,0.0932732509971054,0.0985955754568086,0.0326504522408894,0.0900371788727335
"DHDDS","DHDDS","grey","grey",0.103844344409178,0.0864534195193056,0.101557230015589,0.0930268256049769,0.0700654898878394,0.084570768951981,0.0156716305508401,0.0758266757136898
"HMGN2","HMGN2","oligo2","blue",0.074291672094593,0.0304258923263771,0.127754595568129,0.0893004616829215,0.0496631369255307,0.0598273185613846,0.000212302283457353,0.0866108104694422
"RPS6KA1","RPS6KA1","grey","grey",0.107856279376468,0.118243377726723,0.0654245773191146,0.101979102143775,0.10120652106915,0.0818315741665274,0.0135931393883608,0.0679818766862216
"ARID1A","ARID1A","oligo1","turquoise",0.320638518012914,0.331570227923357,0.160875796365129,0.23304433085773,0.276489258194972,0.296648946583786,0.0265798583465154,0.253008668608368
"ZDHHC18","ZDHHC18","grey","grey",0.0966683185669269,0.10042125629286,0.0545996008205561,0.0832399625866076,0.082965524720867,0.0859059349281094,0.0199378876087845,0.0698517797704558
"GPN2","GPN2","grey","grey",0.103503683951295,0.103843794296456,0.0563548973189982,0.0782893746953442,0.0779438839381918,0.0874180616240118,-0.00472836478303004,0.0742681047051645
"NUDC","NUDC","oligo2","blue",0.136160289682209,0.103652757030059,0.178793447885278,0.152376116799549,0.0839710748115265,0.100344220557489,0.0110449265435111,0.0993235675441552
"WDTC1","WDTC1","grey","grey",0.168769134863787,0.166952457797198,0.0728825314165341,0.112216140599319,0.152948677380054,0.150541249328338,0.0271051982839147,0.132980219107081
"TMEM222","TMEM222","grey","grey",0.0888011154411318,0.0732635934322794,0.102326119515243,0.100601597175412,0.064578770177678,0.0680860103993815,-0.0133850004855936,0.0690020365728026
"WASF2","WASF2","grey","grey",0.248088486617315,0.22531651815033,0.169698670190403,0.198126117388346,0.217736178964431,0.213175280027467,0.0287778382394907,0.212198718628554
"AHDC1","AHDC1","oligo1","turquoise",0.136079690578532,0.151570631506022,0.0637033063464489,0.0980600989376062,0.112619421405834,0.111628764864614,0.0493537833116717,0.0834531387330464
"FAM76A","FAM76A","grey","grey",0.0937395062623469,0.0785445091674727,0.0929210617454738,0.090301152960983,0.0801851279361556,0.0761586279977721,0.0213817922558794,0.0848101674788467
"STX12","STX12","grey","grey",0.192953222081238,0.169587455352104,0.144536334153866,0.154320357460701,0.155317182024124,0.161700625323344,0.0186937627119991,0.152969535848035
"PPP1R8","PPP1R8","grey","grey",0.115460316131139,0.09497598478355,0.112548731292357,0.121468711689791,0.0802209290042436,0.0813463625015583,0.0229602560275416,0.0786433536496458
"RPA2","RPA2","grey","grey",0.123244553632092,0.104306790661797,0.0853120846614667,0.0918114399048721,0.0903755357600348,0.100891596024918,0.0200695718059864,0.101768384833536
"EYA3","EYA3","grey","grey",0.20873749553644,0.197828861043928,0.105546681689114,0.127873940953727,0.198423191820902,0.200331661529252,0.0457865681159918,0.181463665814331
"DNAJC8","DNAJC8","grey","grey",0.113066998996683,0.104930725354766,0.12228265546363,0.127311788304095,0.075812511174077,0.0781127548198361,0.0189779773166302,0.0680004765185338
"ATP5IF1","ATP5IF1","grey","grey",0.0847377577172677,0.0802542210058593,0.0991988086606966,0.0904634276943027,0.0730652916535381,0.0465420138924631,0.0201897031114162,0.0507392569243197
