"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8"
"NAP1L4","NAP1L4","grey","grey",0.333701690635118,0.349494295564655,0.268649434521044,0.175563909067255,0.17935750139715,0.276836474542373,0.209960399217546,0.208869611006874,0.121823753578815
"CARS","CARS","oligo5","blue",0.103303652744318,0.161326186681608,0.0738420502555162,0.0614114308185103,0.129261009920708,0.17109989706341,0.0625443317534666,0.0930661829840202,0.0678761183319325
"OSBPL5","OSBPL5","grey","grey",0.145996463326042,0.150114001723371,0.0841489080430532,0.0405743460557008,0.0571468492632213,0.11193782783463,0.0963879710800259,0.076548861249731,0.0706296746822524
"ZNF195","ZNF195","grey","grey",0.137704260040653,0.147696354340673,0.0975652128397159,0.0611727856385036,0.0738188982496018,0.121099215162664,0.104280036171583,0.0956637675938375,0.0724153200910863
"NUP98","NUP98","oligo5","blue",0.135764472522634,0.181458092176393,0.102103243785391,0.0712092986064721,0.114929132740951,0.174802182552413,0.0975217656071945,0.105431648696348,0.0886017916288483
"PGAP2","PGAP2","grey","grey",0.115342721558913,0.110309811086582,0.0867778503920771,0.0461572788259658,0.0444422031431465,0.0813005197469032,0.0723633244318481,0.0630922660460201,0.0522111662283713
"RHOG","RHOG","oligo2","brown",0.121438082527588,0.121142281878779,0.214951826065811,0.15318588596583,0.057576198656905,0.0885584338666255,0.0667044369356497,0.0570001983953916,0.0353121974152359
"SMPD1","SMPD1","oligo2","brown",0.0726350500951888,0.0651537045605199,0.129054651342485,0.09818282843828,0.0306307370649011,0.0390683450545836,0.0314715184543768,0.0217080590716099,0.0094244017059748
"APBB1","APBB1","oligo2","brown",0.222289942044432,0.219957289136325,0.230329728871451,0.140463109601392,0.0750762457363903,0.159629412677965,0.157382238477786,0.127412238555192,0.121475030143406
"AC084337.2","AC084337.2","oligo5","blue",0.128681677232011,0.157190028765292,0.0761910344865891,0.0717372350823463,0.10443171441504,0.165171818514262,0.13073486375229,0.13188731787961,0.0942348789992019
"DNHD1","DNHD1","oligo5","blue",0.139332666236894,0.169943586592217,0.110219675260049,0.103521723804246,0.0933468705693244,0.175874635481889,0.141572886622173,0.140329797465495,0.108269088171328
"ILK","ILK","grey","grey",0.0768841646228951,0.103329496363802,0.103569846155612,0.0788137203519681,0.0759896963150286,0.0943297981556984,0.036850150429131,0.0436738048629624,0.0309391130983385
"TPP1","TPP1","oligo2","brown",0.111736763307598,0.110293674269783,0.185796014409926,0.13192490718329,0.066323986821904,0.0761823220890658,0.0482197914907863,0.0426414134872376,0.0266965877404513
"SYT9","SYT9","grey","grey",0.269816242684396,0.268371347141116,0.160272505064478,0.0786342754902855,0.088976455261199,0.200376892422838,0.204004203650934,0.174614984256184,0.170224021065193
"AC107884.1","AC107884.1","grey","grey",0.106781270823631,0.109551388928427,0.0636222766443999,0.0356764867167333,0.03478170297873,0.0836898771618658,0.0936498884257851,0.0804037006274457,0.0748309715347511
"PPFIBP2","PPFIBP2","oligo5","blue",0.128310834391247,0.173856029454962,0.0903657075661344,0.100012245495675,0.0877635931659155,0.213229125874915,0.160511253314814,0.1835957085378,0.161469793900544
"EIF3F","EIF3F","grey","grey",0.130484069014701,0.144246130577536,0.120511210987174,0.0662667690080808,0.0583398282323099,0.102528865009398,0.0842463970976604,0.0757890742040658,0.0673618347138238
"RIC3","RIC3","oligo1","turquoise",0.22105176044823,0.193183164897043,0.170921240336725,0.0919222319026199,0.118161360642516,0.124048150142461,0.087889247603076,0.0808396190469812,0.00142590302433467
"RPL27A","RPL27A","oligo2","brown",0.0969275687220816,0.110235649973488,0.173842259135655,0.110776392979553,0.0453628421935394,0.0652643778839941,0.026605396065581,0.0226168083413412,0.0141418854303067
"TMEM9B","TMEM9B","oligo2","brown",0.0724166292984594,0.0793093091786027,0.13561088111949,0.115084832141761,0.0496873730098045,0.0645464953454049,0.0415656352095614,0.0342801755842418,0.0158041520916737
"TMEM9B-AS1","TMEM9B-AS1","grey","grey",0.128599666669587,0.118165264082369,0.049589630543259,0.0185534728275236,0.0531561336948638,0.0820188495413159,0.0811232068253611,0.0705998169437557,0.0416512741328661
"DENND5A","DENND5A","grey","grey",0.300240544847276,0.319158277934983,0.22740932187798,0.134114186735826,0.153073096970221,0.248920362232364,0.211331609255303,0.179967695299169,0.16152739491155
"TMEM41B","TMEM41B","oligo5","blue",0.132811895718597,0.176008416720333,0.127274156815625,0.0990725615949191,0.147006136645171,0.180089541804613,0.0891315650982799,0.103215302904649,0.0570543808528497
"IPO7","IPO7","oligo5","blue",0.0984037948792894,0.158544495194033,0.142487900183264,0.122279494282538,0.164798242725752,0.167126412870772,0.0403811853191784,0.0644177034990918,0.023036717268481
"ZNF143","ZNF143","grey","grey",0.0977414116212994,0.111144152058264,0.0918894420112095,0.0625182666197665,0.0559215058737685,0.0898236510617116,0.0651511099327788,0.0588349946080211,0.0446280354640042
"SWAP70","SWAP70","grey","grey",0.117064567931012,0.123277071753574,0.100422287283696,0.0615719060310602,0.0597492838463173,0.0962005927964686,0.0718159268192759,0.0711336212377737,0.046202439554795
"SBF2","SBF2","grey","grey",0.280231475634183,0.31278880328304,0.197854642510586,0.115038324348054,0.204219919255876,0.262138320951894,0.176469131681675,0.174510338232423,0.11969460273267
"AMPD3","AMPD3","oligo1","turquoise",0.236964135601055,0.290952210398583,0.185248055268476,0.103653748377538,0.30651812063302,0.263172587760093,0.0862124878970171,0.1099287724936,0.00909634881474972
"RNF141","RNF141","oligo1","turquoise",0.258410736310088,0.227027422305915,0.278426314970447,0.181376001869591,0.106154854348863,0.141663378864233,0.126757138067174,0.106059229600493,0.0603371676730435
"MRVI1-AS1","MRVI1-AS1","oligo1","turquoise",0.138422817582389,0.121432293014228,0.0688785184956945,0.0165235069287572,0.049583039292304,0.0696971214327061,0.0806903859425178,0.0628351429253702,0.0448150733017566
"CTR9","CTR9","grey","grey",0.0799711181379818,0.11217937745056,0.104529013213976,0.0769244459780108,0.072136070667678,0.0986639318900596,0.0409771538961028,0.0420743869739651,0.0355727610589713
"EIF4G2","EIF4G2","oligo2","brown",0.1476976164891,0.171737853766305,0.244848296006136,0.178416481409579,0.113863985234889,0.139386146597881,0.0690514374627887,0.0717748688923745,0.0335232246463156
"ZBED5","ZBED5","grey","grey",0.248996613302814,0.263533989328102,0.179678508894,0.114505826929168,0.101048922517047,0.214220297714608,0.200095482410314,0.18118063637137,0.175012319709863
"GALNT18","GALNT18","grey","grey",0.0750418239260522,0.0916059510177687,0.0516907977962704,0.0285547942686831,0.060389244993291,0.0829265660578921,0.0492729750365682,0.0564047577599639,0.0393523522538158
"USP47","USP47","oligo1","turquoise",0.453533750561626,0.4580860127606,0.326380062384234,0.168488188665605,0.231298164976998,0.340916605273995,0.279639311395443,0.248795826378275,0.202954719695295
"DKK3","DKK3","oligo5","blue",0.0424920777020672,0.0258353602745651,0.051041264862351,0.0514322848524881,0.0494955829741201,0.0242735949375932,0.0228180727304712,0.0310300693281424,-0.0163735794877986
"MICAL2","MICAL2","grey","grey",0.135927929290119,0.114243757926531,0.088617233346062,0.0393423002038946,0.0639893123146923,0.0722056943019736,0.0525976924831032,0.0507125446925181,-0.00434716362765797
"TEAD1","TEAD1","grey","grey",0.190691061994135,0.214538640917113,0.134095430943857,0.0897231888844376,0.113514986243789,0.18345534867169,0.15305434471998,0.146213189196683,0.116930905465444
"ARNTL","ARNTL","grey","grey",0.0954879122313266,0.0986012352690071,0.0743293011598029,0.0327398050530572,0.0491470800753091,0.0687634799624607,0.0512242154470747,0.0447421101456586,0.0288335770079812
"BTBD10","BTBD10","grey","grey",0.15743499501444,0.159788943574038,0.112565265536515,0.0653834761048037,0.0874651052831828,0.120597039391468,0.0926596774015076,0.0854074897388062,0.05046244877088
"FAR1","FAR1","oligo1","turquoise",0.45442595775338,0.419912123150636,0.35186400669737,0.188079328932689,0.218417864746838,0.300875806957222,0.236929427353981,0.212870906246399,0.138747694272148
"COPB1","COPB1","grey","grey",0.107976429019892,0.140415865191908,0.121693800953956,0.0836459973273695,0.0919864625482881,0.123162233325321,0.0593782541107162,0.0677749620253026,0.041904932579201
"C11orf58","C11orf58","grey","grey",0.162046598681642,0.194268345737343,0.164187260750229,0.111533806413766,0.109114650359326,0.150520727937486,0.0933369829151152,0.0874298220866376,0.0632381113698666
"PLEKHA7","PLEKHA7","grey","grey",0.196094877606044,0.173150979618042,0.139470871197543,0.0845906170744348,0.0943406204908777,0.115200908772197,0.0977720281158876,0.094535902284524,0.0234883926035671
"PIK3C2A","PIK3C2A","oligo5","blue",0.154911030051707,0.196511078974722,0.141809529862372,0.105720553777982,0.12557100008333,0.186227485760379,0.107298539110153,0.107159835932861,0.0726930976536755
"NUCB2","NUCB2","grey","grey",0.0831330975623158,0.0935679923034058,0.0548548802422703,0.0342354678601777,0.0370390433562713,0.0770277874648106,0.0584967947398706,0.0613073551381215,0.0581231430777674
"SERGEF","SERGEF","oligo5","blue",0.127264870892126,0.157995784591182,0.079964315591676,0.0571262522509728,0.101537582067088,0.161348203212258,0.110331831548648,0.115889193316257,0.0870500418248795
"HPS5","HPS5","grey","grey",0.131223490355842,0.156640575358917,0.121539947974319,0.0805555491833362,0.11277329371532,0.123437007824401,0.0596128209538777,0.0642664348051553,0.0320951254391152
"GTF2H1","GTF2H1","grey","grey",0.109980583419774,0.14252968814837,0.08534510884698,0.0528211898918523,0.0956835930019012,0.11821610871327,0.0596157192561571,0.0544584059927941,0.0378990519484623
"TSG101","TSG101","grey","grey",0.10995585309796,0.136539134171285,0.0879447498103827,0.0610361478747879,0.0680154583592466,0.118642450548219,0.0856443390526799,0.0860765693215375,0.066827128797385
"UEVLD","UEVLD","grey","grey",0.120471524675771,0.129550887292983,0.0976380815166807,0.0674216363113008,0.0567778888479,0.0963569022085057,0.0759239018852153,0.0700788097006647,0.052777310011482
"ZDHHC13","ZDHHC13","grey","grey",0.12277293019406,0.127185427751596,0.069206233235364,0.037113233317668,0.0668817009012599,0.102190548990672,0.0825467298757423,0.0798015400100015,0.0715784449209627
"NAV2","NAV2","oligo4","black",0.150596879077797,0.258114431674821,0.141222022014057,0.0874539857489111,0.443220011626396,0.293072347447565,0.0079486959175221,0.0830286264235943,-0.0584284767349858
"HTATIP2","HTATIP2","grey","grey",0.198647414904714,0.208484746419709,0.162515503522304,0.0998260563654203,0.139798998217514,0.166304944928105,0.101723393596093,0.0991324872126181,0.050796472865654
"PRMT3","PRMT3","grey","grey",0.205721538484692,0.230815467048861,0.146647434053729,0.0784427371760497,0.136328671970509,0.191622786608814,0.132203965404997,0.134564966579845,0.0984326657867358
"GAS2","GAS2","oligo1","turquoise",0.252094967825017,0.200130194714092,0.179760605765338,0.0998123144807545,0.119708583328337,0.127450545068662,0.12891930425827,0.117904684297728,0.0201733860617632
"SVIP","SVIP","oligo1","turquoise",0.346102475733504,0.330813713531497,0.340828446122326,0.188506323047298,0.194035368147859,0.220561199276268,0.155999930667819,0.14464926585021,0.0509284654432673
"LGR4","LGR4","oligo1","turquoise",0.288822081331437,0.243234122424184,0.191383536875632,0.116882757136882,0.125305024262428,0.169607578258295,0.173641993137175,0.161117817295401,0.0573640654304688
"LIN7C","LIN7C","oligo2","brown",0.103449083325045,0.113776532143602,0.145040126427895,0.0970260357944687,0.0528134583567156,0.0785155237533758,0.0518396255851407,0.0524944513823084,0.0423089256589015
"BDNF-AS","BDNF-AS","oligo1","turquoise",0.215275388181695,0.19163230222031,0.152113913192329,0.0695804930044142,0.0710637346154028,0.120661652432999,0.129509037014503,0.105427733516326,0.090751081028436
"METTL15","METTL15","oligo1","turquoise",0.247204463014351,0.242012993227706,0.160791382224338,0.0838483519883098,0.112695686538346,0.177715232050598,0.165519091394057,0.149827806995674,0.105764786804948
"ARL14EP","ARL14EP","grey","grey",0.100246130500198,0.113022131595775,0.0992048499915817,0.0601034539735419,0.0512537045354613,0.0787672876464472,0.0508141730324101,0.0489884176242162,0.0278092178115872
"DNAJC24","DNAJC24","grey","grey",0.0937657633220298,0.108262948778779,0.0738444626770111,0.0345539612086619,0.0309858569643531,0.0809769747928049,0.062345555962823,0.056673515866773,0.0605613937662342
"IMMP1L","IMMP1L","grey","grey",0.142135438783851,0.149810283569646,0.109074254822032,0.0630817490153362,0.0644390177755513,0.11443944408036,0.0955059689387191,0.0842000087778623,0.0686517685006877
"ELP4","ELP4","grey","grey",0.189083441869651,0.199367739347042,0.110295997182486,0.0453190029708505,0.065717905530532,0.153485906697522,0.150117251944154,0.133994975132476,0.144046385955003
"EIF3M","EIF3M","grey","grey",0.105037121775311,0.11647504500839,0.098394109508756,0.0512844658457094,0.0557682507044253,0.0823111224965801,0.0481377685433763,0.0414827554577153,0.0365054293396281
"QSER1","QSER1","grey","grey",0.129375317905735,0.151375991354662,0.0896404535277537,0.0639477636210257,0.0607638182218092,0.131817367686594,0.108444959048413,0.0999324582882557,0.108931230856438
"TCP11L1","TCP11L1","grey","grey",0.145842691381708,0.157688027866787,0.0978938223700181,0.0567252130104027,0.0812776707079724,0.129104069913997,0.0979065711752223,0.0850226360284275,0.0740166421702539
"CSTF3","CSTF3","oligo1","turquoise",0.202230844687482,0.200712386170631,0.156628904523046,0.088604730531076,0.0967135381759038,0.144715722250417,0.116434075709455,0.102930838286863,0.0813041027546023
"HIPK3","HIPK3","oligo5","blue",0.170506864213142,0.193893538582915,0.137062835647631,0.0939219504589833,0.100813022566825,0.175779984099302,0.117930078125594,0.11834944191534,0.101576893538921
"FBXO3","FBXO3","grey","grey",0.161473751390012,0.167214014310292,0.136155877571959,0.0860958833893796,0.0720233200149083,0.123041120053413,0.107486695516567,0.0967993680764627,0.0724778905004944
"CAPRIN1","CAPRIN1","grey","grey",0.144146484167359,0.170955094824602,0.147915624186536,0.102815610503572,0.0979554933189709,0.143546434344455,0.0956763733499451,0.0943675633226732,0.069387659398859
"NAT10","NAT10","grey","grey",0.0918328546353423,0.116090237078732,0.0708016421761072,0.0476630533192606,0.0684563573591803,0.0968802774507928,0.0486144364380427,0.0577565441780882,0.0472888820923887
"ABTB2","ABTB2","oligo6","red",0.2165473650558,0.243648336345287,0.133942117321369,0.0918760181988457,0.144247973415556,0.208530492906326,0.229189699587385,0.194282621424946,0.101144826922874
"CAT","CAT","oligo1","turquoise",0.148353418528688,0.147361577520375,0.136746262214112,0.0962742235251316,0.0568444944854591,0.104348132309898,0.0937012569668748,0.0822616778210393,0.0673505319824987
"APIP","APIP","oligo2","brown",0.192873065965066,0.201817530098703,0.188952158188459,0.108374538970355,0.104217956709842,0.150960050534592,0.109059070983963,0.0969982647715932,0.0641272462731839
"PDHX","PDHX","grey","grey",0.145282767045264,0.161499320252789,0.108506471404558,0.0762111829084687,0.106248059324692,0.141391511780799,0.102530583610009,0.101289801418921,0.0688733972114774
"SLC1A2","SLC1A2","oligo6","red",0.0641934325609842,0.070520903377717,0.0425419558749889,0.0194003890880197,0.0254430466464545,0.0435712612913697,0.0452835160781395,0.0530246265441226,0.0386684698705418
"TRIM44","TRIM44","oligo1","turquoise",0.333679166921807,0.355088694560125,0.23961710532363,0.138303071064615,0.254539959604288,0.29753902983869,0.186207897899255,0.20204780445127,0.0975060472622164
"LDLRAD3","LDLRAD3","grey","grey",0.17349679468266,0.235581247890323,0.131957069833202,0.114248964732126,0.265226349398682,0.267217070806352,0.13928907911552,0.183138727993403,0.00650178014434799
"PRR5L","PRR5L","oligo1","turquoise",0.458337083359926,0.41423689807238,0.266484863682724,0.119204348655746,0.190523407359055,0.293039991821013,0.288260402523757,0.254460676414579,0.157069513261436
"TRAF6","TRAF6","grey","grey",0.117627208345377,0.155566058504291,0.1054273373865,0.0668465980213227,0.105695192199822,0.136637190700849,0.0775654697995564,0.072130051815584,0.0621113722670341
"C11orf74","C11orf74","grey","grey",0.117928781551734,0.114485129265621,0.0842544126280459,0.042922532680853,0.040804025880636,0.0770786125916694,0.0775315452521531,0.0685225920923995,0.0595089904289283
"LRRC4C","LRRC4C","oligo7","green",0.208359085125749,0.224277165775255,0.135980118767015,0.0916681471803328,0.110434248380946,0.199959660069116,0.189196612160015,0.228954477847643,0.157319187752197
