"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10","kME_oligo11","kME_oligo12","kME_oligo13","kME_oligo14","kME_oligo15","kME_oligo16","kME_oligo17","kME_oligo18","kME_oligo19","kME_oligo20","kME_oligo21"
"ST3GAL4","ST3GAL4","oligo1","turquoise",0.185259014157398,0.137056328033697,0.117492721779742,0.0920767470010632,0.15596595878746,0.0643506848900936,0.129047177238735,0.153339606895202,0.0902576100665954,0.116562942167986,0.0853548025559845,0.074168245292899,0.124218845075979,0.0753468845510453,0.0944363455449843,0.126532111775364,0.118312919602616,0.0451390097728148,0.129031419860609,0.08988446242683,0.0608192318507733,0.12415231197815
"KIRREL3","KIRREL3","grey","grey",0.127704681888779,0.20687562653722,0.0779521851042837,0.134594770054151,0.0743971005042575,0.00228764704776538,0.145056893607491,0.174145232450666,0.128002949221106,0.149196607917054,0.139641431413682,0.243764324548367,0.0875403736237556,0.200396531011754,0.0297839666944514,0.217142830839639,0.0981754150478781,0.0359278444419183,0.139335400752238,0.0993111143392416,0.148423321622153,0.182768035606296
"ETS1","ETS1","oligo15","black",0.0193178009834124,0.0690702659207525,0.035885838392911,0.0672164296716342,-0.0157533847179464,0.096019061207865,0.0843072350113262,0.0295379129213886,0.0298342802902979,0.036348018105808,0.055670678207626,0.0644015954421747,0.0016000996943995,0.0347878188788467,0.0520801601457272,0.025075594249992,0.0707403515514322,0.00157721478266047,0.0301086030039449,0.00892674392109329,0.0261542633186905,0.0550628866871423
"ARHGAP32","ARHGAP32","grey","grey",0.0521569703730376,0.106472359350516,0.0827018951335159,0.083799930691887,0.0214578353379356,0.109405948935389,0.0592203325263365,0.0733510987699689,0.0641219649647118,0.0654275788279696,0.0348454408989859,0.112998323289566,0.0756098196259029,0.0665283886007121,0.0933239751438118,0.0879589235847484,0.0582900740698146,0.0532089571313253,0.059513815275563,0.00451305067744991,0.061241093080803,0.022091935798403
"PRDM10","PRDM10","oligo11","yellow",0.0040840031353004,0.0374230356447088,0.00512919549355378,0.017660355556446,0.019858662834251,-0.00226692766600442,0.00286986875775646,0.0233686964501921,-0.00387050700619191,0.0110929553488378,-0.0794988283006929,0.0544144928046514,0.0119174626027009,0.0422023946994795,-0.0210285206597126,0.0514467731607814,-0.0298611881546152,0.0138400349265929,-0.00351697903100905,0.0205039576090805,0.0692623299216079,0.0171234279751069
"APLP2","APLP2","oligo10","lightcyan",0.0413842191150096,0.0561568154363834,0.0273731668071681,0.00590657148986407,0.0514067105144815,0.0576564690995903,0.0977133872266134,0.0020460738280016,0.0489429079402672,0.0628943103631758,0.112748499822027,0.01289433406466,0.074404884431535,0.0487781527755529,0.0794636282253761,-0.00341512301307047,0.0295435075571224,0.0814624380656512,0.0163694698416674,-0.0185487036317238,0.00515393432372005,0.0534011807140192
"ZBTB44","ZBTB44","grey","grey",0.118199800610929,0.166268103974153,0.0868975325811658,0.148863702474047,0.106658164534994,0.115478246527281,0.0892113931213308,0.14992866207263,0.107421342184151,0.143224656932598,0.130949641636898,0.165507602540283,0.106785627249769,0.139316263826703,0.119600265694053,0.136626720716049,0.103138511629507,0.116482739953671,0.156653884358767,0.144604864924814,0.100835298348158,0.130081256396372
"SNX19","SNX19","grey","grey",0.0710713432165595,0.082342952579436,0.0246443754849836,0.0575105146101055,0.0264849005853048,0.003453581666096,0.0309602933064694,0.0985829130855686,0.048331454045659,0.0634871537707569,0.0582189918473008,0.0752897997702716,0.0549487893607471,0.051749179460468,0.0476889558940283,0.0920824490392971,0.0518062887919994,-0.00754219311602302,0.0699263405493292,0.0401207387830338,0.00660047599777824,0.0717673986354796
"NTM","NTM","oligo1","turquoise",0.491312228276598,0.403716856183583,0.268237048632248,0.286298380196229,0.381732617588026,0.110821016620936,0.259660308413616,0.451087136360773,0.309677050937334,0.271962197590574,0.275674265907061,0.207524123736067,0.280872731063013,0.32251225420849,0.252223213272111,0.36271976827627,0.263300664082159,0.148183621566248,0.341813805782881,0.261912627793124,0.223310349521465,0.318672567960781
"NTM-AS1","NTM-AS1","oligo1","turquoise",0.0850510208007437,0.103855074754629,0.127956788057573,0.0437131402881377,0.0285577329410353,0.0704194607983347,0.083252268717515,0.112537577474493,-0.00563257009204216,0.0683447561347475,0.0445438618825977,0.0893265134558987,0.0887598677270133,0.064910163201163,0.10637196298497,0.135926808702166,0.0661909330377098,0.0630674728264763,0.0918268310581681,0.0223454275255065,0.0655343657637803,0.0561762053712809
"OPCML","OPCML","grey","grey",-0.0292626736434088,-0.0130485736319136,-0.0353633643273724,-0.0190463180344171,-0.00139156423895566,-0.0457835515606351,-0.0582540416313948,-0.00311860582622589,0.0324205593804051,0.00668660842064176,0.0219170327233134,0.00836158372937633,-0.0183711680767492,0.0198296900518925,-0.0373569836808868,0.0139145375834657,0.0120349791421769,-0.0474716651296829,0.00830614790396932,0.0626578491623638,0.00321775804999057,0.0259123924167361
"JAM3","JAM3","grey","grey",0.261579269171072,0.357809334827689,0.143482101340549,0.192392477563626,0.194131701697133,0.187063989196134,0.271036150117704,0.304412706530617,0.160961050775566,0.206349673699111,0.214920237028245,0.331244531231609,0.256750813763514,0.272410521699954,0.230303774769989,0.3255165671552,0.189780324397961,0.0970436112050068,0.227923425270092,0.116763589845487,0.192392587102579,0.237660557493808
"NCAPD3","NCAPD3","grey","grey",0.0213624846220196,0.0365386019808964,0.0256283135547729,0.0276735505323758,0.00799235261117497,0.00149838366030155,0.00155620994663242,0.0137962928708664,0.0430320959983632,0.028511451596377,-0.016193984397273,0.0380145736740779,0.0117204897912523,0.0164626799500803,0.0196840157833702,0.0372830819265072,0.0130213055676813,0.0501707682585952,0.0553580643081528,0.0213902797440783,-0.0482103696544836,0.026959783221067
"VPS26B","VPS26B","grey","grey",0.00589235622181008,0.0326606205983608,0.0225713818622321,0.00866416527312276,-0.000192256758906836,-0.0191555755180502,0.0398330529930039,0.0122168992901162,0.0298597328330865,0.0217309255937535,-0.00907019101492494,0.053876641347071,0.00311845957456636,0.0416264539759436,0.00578448389584109,0.0218320658450497,0.00289175511755533,0.0191772685190566,0.0238624407733999,0.0390255034904896,0.0406676163993963,0.0170142991577554
"ACAD8","ACAD8","grey","grey",0.052612590158349,0.0795748039638124,0.056152600757073,0.0286805298012756,0.0107488467637935,0.0757680590847704,0.0943820041206658,0.0177275353789897,0.00248649574816549,0.0866378797933289,-0.0278051309171278,0.0591720758914288,0.0766332863284855,0.0405544633911288,0.0842665027707106,0.0399733466995387,0.0420281454839328,0.0575439729456643,0.0480836998074287,0.0371015454311491,0.00875059870069935,0.0532701269230651
"B3GAT1","B3GAT1","grey","grey",0.142959980170862,0.196099962605767,0.17092831420234,0.125949396189705,0.126739669108228,0.201709314288115,0.0949802573773373,0.165592040057552,0.12675392855565,0.163093587041952,0.0958653676298994,0.165940111677857,0.197234230563163,0.168698059964679,0.226271954576275,0.158214180296118,0.184345531417906,0.152092146763539,0.12022907724987,0.11351544115311,0.0932307411859626,0.152714708325751
"ZMYND11","ZMYND11","oligo1","turquoise",0.177398454422216,0.16579544165269,0.100404922393638,0.163590482144193,0.159292890816754,0.0629096239220596,0.0847368403365179,0.169114479830411,0.132260162242079,0.132590059033402,0.0860993175380267,0.122246702779747,0.0937361056883502,0.0999546363484902,0.0972243777197799,0.156714697123004,0.114241390413028,0.0652546041145582,0.138277930875896,0.104136714471951,0.0456474242983416,0.149401554404293
"DIP2C","DIP2C","oligo11","yellow",0.22042817727125,0.363659250294875,0.198732999817368,0.244068707869548,0.198588775767656,0.203672968482768,0.187279459160478,0.329659499042953,0.222295445417396,0.238171799283338,0.208210945629642,0.449826427204354,0.227551160093029,0.329533748711406,0.181420869319746,0.373679884931503,0.196955367938182,0.139068710208508,0.317316931183546,0.172101089107477,0.284443694671886,0.302633386996695
"AL358216.1","AL358216.1","oligo5","magenta",0.030135745538782,0.09603612060815,0.0616881978635347,0.039218634221588,0.0208702607450473,0.17030582533655,0.0903909283482504,0.030515816828868,0.0716195709955218,0.11652000102447,0.0128691785126952,0.120551836348957,0.083327931439263,0.0277648702462742,0.126713928019454,0.0851898247626976,0.0337500231923695,0.0620889620813444,0.0303064557947027,0.0228672000180987,0.0345495232604931,0.0426006647446553
"LARP4B","LARP4B","oligo7","green",0.171994130703246,0.212571028605396,0.153097106335819,0.14588538019341,0.122007489199107,0.103783816816584,0.129768756215659,0.201430749470736,0.0735990286444012,0.123265727494472,0.117163846362281,0.15501920591505,0.152709595298232,0.156975278593515,0.146912133350297,0.177668941623391,0.0908768870518776,0.0465181353997223,0.142235965419226,0.105645022314247,0.145411807753181,0.167785501081871
"GTPBP4","GTPBP4","oligo4","purple",0.00879767350287859,0.0282165878847228,0.029945656135785,0.0532707088914137,0.0464919196882052,0.0459102558103975,-0.000597163554317631,0.0272848182097597,0.00224232094588968,0.0369193266742528,0.00334378456732824,0.0249238115121249,0.0136282222633518,-0.00613067676105204,0.0336936106747782,0.040129381467424,0.030454557997242,-0.00663794708527004,0.0174351071951079,-0.0167668376048047,0.00435107310419236,0.00466524638998284
"IDI2-AS1","IDI2-AS1","grey","grey",0.00658102540522984,0.0375082502062601,0.00137033953796503,0.0211240727058348,-0.00869247762493016,0.0199938748461244,0.00803991891150353,0.0461247452473909,-0.0105731142112272,0.0154425454406119,0.0328512150987313,0.0621876845525711,0.0317401896940001,0.0645140506341608,-0.0153957017084763,0.0455396074835783,-0.0158802144998373,-0.00857396483668762,0.0399711551329542,0.0263984622780034,0.0355087712790526,0.0143970896374014
"IDI1","IDI1","oligo6","blue",0.199781545589297,0.170920468121021,0.11280349793103,0.0965590767240009,0.104080807313014,0.099180524685026,0.257731778810599,0.147843175765184,0.0483731268558226,0.147735346696639,0.140504915973684,0.0652208612168273,0.167474343323027,0.093043605053214,0.165621484411818,0.104077516081015,0.101870244982778,0.0980794763244428,0.14301418830861,0.106275900556899,0.0743320210913755,0.10924035364182
"WDR37","WDR37","oligo6","blue",0.079802528569692,0.105230392959528,0.102734014332667,0.0594975513780631,0.107375863123902,0.114969342879592,0.120379724350122,0.0663424241813356,0.0512679411283839,0.089053703792918,0.0813624161314607,0.0354222669283308,0.0440317913609452,0.05554221136246,0.118767097877322,0.0622224527300791,0.0414752388053438,0.0700581861315327,0.0694662831387731,0.0682634426936361,-0.0282987086047454,0.0285330874310029
"ADARB2","ADARB2","oligo11","yellow",-0.0621504840699568,0.0552127010885778,-0.0352888301415584,0.0510764639824966,-0.0395340419249175,0.0366961957192061,-0.117773883766045,0.0612287924654043,0.0427663986705802,-0.00936122935329914,-0.0515250686659554,0.202379155950362,0.0131027182092497,0.0765738301280338,0.000283799341244626,0.14567287782619,-0.0241287325105576,-0.0333188976726144,0.0568921240706303,0.0800858329063556,0.0764968777878898,0.0402497189630061
"PITRM1","PITRM1","grey","grey",0.0634177168372492,0.0828815954425049,0.0688594431740405,0.0138029655580897,-0.0131550576125519,0.0697616691208201,0.0538754350699647,0.0787414436608641,0.0223025857498718,0.0802720596201177,0.0717299660397001,0.0514453432350371,0.0255398900786754,0.0251903571797241,0.0808655624544661,0.0502446666213332,0.00834244892848112,0.067473148200679,0.0197494775784212,0.00154488985971094,0.0539818788954848,0.0604789673765182
"KLF6","KLF6","oligo1","turquoise",0.21194225874443,0.159645669374173,0.143691766137611,0.104590515558406,0.157983667714309,0.0608484613666292,0.176276650116746,0.167883495058076,0.1118749220479,0.157782090923118,0.109504217480193,0.0491946624643295,0.0906695523228204,0.139342189890987,0.117460002062852,0.133368123349685,0.134422090490304,0.0970043921964426,0.121123909449089,0.127408570441484,0.113172278569117,0.121307438895523
"FAM208B","FAM208B","grey","grey",0.128002532242164,0.160602860936942,0.0823175796789494,0.12916860926842,0.114509096358784,0.0987136923726205,0.122149911791594,0.127415517661429,0.125077363057274,0.073487249971601,0.127488600125143,0.0921639272584216,0.10086894530303,0.0702343627364298,0.119508970798096,0.125217315595663,0.0765831203965197,0.00845702026488224,0.0766473658561172,0.0608966824657162,0.0669874780591302,0.0922508032466574
"GDI2","GDI2","grey","grey",0.18671315133985,0.155907445899716,0.0893482762668481,0.085814874119551,0.102732536828879,0.0844380609060572,0.135111020672251,0.162977207051149,0.082034968867698,0.137086400164149,0.129373997789466,0.0901186614195966,0.0974655670969947,0.135784144091793,0.127488456604605,0.111479842788063,0.0774443387407537,0.0291728644597559,0.0878363999265897,0.11933367214175,0.0222946011359675,0.129708578594102
"ANKRD16","ANKRD16","grey","grey",0.0791792184372321,0.0527322117414777,0.0667805155332496,0.00573571570699288,0.0459654816740553,-0.0155549465926178,0.0732921167408444,0.0442456377707965,-0.00588278008632886,0.0297370542268433,0.0400514335226247,0.0100274401952773,0.0529501001191301,0.0679709273927797,0.0377220671955894,0.0318210714797456,0.0646084944851406,-0.00124967417115306,0.0692996648454886,0.0420533508305764,0.0681749185166796,0.00614067853163415
"FBH1","FBH1","grey","grey",0.0752972019542918,0.0904727730386841,0.0689022000791821,0.0696231918055482,0.028262081782886,0.0570304033233798,0.0790740868245224,0.0764003761221704,0.0222073321991459,0.0747746374260769,0.0931045311131692,0.0437770040729351,0.0709340441946302,0.0612371111783822,0.093754064420001,0.0880576787477726,0.0167700563351801,0.0511529132664527,0.0580612868543159,0.0198167680671073,0.0726506572138145,0.0393269921541803
"RBM17","RBM17","oligo2","cyan",0.0523958484817315,0.0628927561274539,0.0705354342878372,0.0690463231277493,0.0185519228235467,0.0171556371516301,0.0326452602377538,0.0717509775078195,0.0454613136034092,0.0701960986734953,0.0393788303601293,0.0277917986417588,0.0315048982531408,0.044267692557294,0.0554234060154325,0.0639379760065591,0.0462905180652258,0.0386329120741967,0.0750068919461336,0.0313332349751256,0.0569420573956407,0.0523797759225587
"PFKFB3","PFKFB3","grey","grey",0.127951642040469,0.14922024656594,0.100979547352005,0.121587679498084,0.117702048849445,0.0435333123039927,0.0627890869643172,0.164124436481533,0.0908541861653649,0.124597870530164,0.105910073879834,0.135264175333501,0.108320298752903,0.173932764698464,0.0905655393512555,0.151302320149143,0.101546299238126,0.0888499161118061,0.119826072162605,0.0902589932736107,0.130213450605718,0.137743427562968
"AL137145.2","AL137145.2","grey","grey",0.0795386033358871,0.107673522322151,0.0336638201127685,0.0845201380580476,0.113861087946411,0.0337560144410695,0.0467818999928686,0.0715329148321147,0.0157251936867144,0.0441269484841815,0.0649393326474644,0.086887113214069,0.0519437005516039,0.0548227176428661,0.039003673978038,0.0717251289267162,0.0787927781140517,0.0271506644754605,0.0387709656530026,0.0426089464502297,0.0836119157146662,0.100567664503516
"PRKCQ","PRKCQ","oligo20","darkred",0.0595650614524893,0.102079461834609,0.0717538685154856,0.0685711491216601,0.0468106377001771,0.07588638168932,0.0580486321307915,0.088192447357234,0.03669180646207,0.0599616424760514,0.0105695370933475,0.101573557194663,0.0698047027790847,0.0575254217694924,0.0856245729346303,0.0890041301166426,0.0253111980801978,0.0454808926061497,0.0526753376604678,0.00850475623858371,0.172246261655248,0.0294019005781186
"AL392086.1","AL392086.1","oligo1","turquoise",0.220050160752272,0.153057947229353,0.113849791272846,0.134144365332932,0.129150283132356,0.0579845680566472,0.162943727633637,0.13073244546627,0.0972939900463196,0.140396005738344,0.129309661052326,0.00591429494692502,0.140194319751186,0.0913358764246158,0.138714963560802,0.0921571731137193,0.106841368140365,0.125572425019576,0.134473409255496,0.0962264127540166,0.0830670336049318,0.069061015771596
"SFMBT2","SFMBT2","oligo1","turquoise",0.273892644736187,0.225618852904591,0.203536866099343,0.17519281241019,0.15322869255459,0.0641670184983966,0.193441909011392,0.233608860036647,0.169540227316441,0.176925631056272,0.0927293698925392,0.0453496679621602,0.121308003705796,0.155567321268601,0.158019050557194,0.172915915222455,0.0659025622325888,0.0910035130414083,0.178693584326498,0.0988140941780688,0.135361901170515,0.169911894882425
"KIN","KIN","oligo1","turquoise",0.0759665140185869,0.0717489328021569,0.0114727578964185,0.0401277085665042,0.0403635922627955,0.012314718500785,0.0510423008582061,0.0592199227128302,0.0592228087542538,0.052891164196806,0.0662970974162372,0.0465220097956905,0.0359475727165194,0.0820855434402161,0.0401115275136888,0.0649838664434456,0.0340743812521617,0.0403466839789236,0.0910830669721867,0.0854075628932321,0.0518791193394134,0.0803216040823615
"ATP5F1C","ATP5F1C","grey","grey",0.106580648530857,0.116900622610424,0.0590337963271758,0.0899976078909729,0.0971320836372314,0.0783695001331591,0.103702616706354,0.084334499146441,0.099286484900638,0.0954022709018645,0.0490991999945688,0.0706877706475491,0.0940507481629594,0.056254297461978,0.100163156147873,0.101137318402548,0.124541413510484,0.0432923690830922,0.0931734283090964,0.0892523848764405,0.0898973692648067,0.0738557157370693
"TAF3","TAF3","oligo21","grey60",0.113399457115927,0.101430296524586,0.10345402218865,0.0754791325120079,0.119183794659496,0.0258177015426122,0.085814532679762,0.10518360466229,0.0615850388645358,0.0924053505537725,0.0905065877037869,0.053340241792985,0.0708088542573981,0.0625290915832431,0.0511225902919083,0.0948856989285091,0.0526716817200078,0.0377222101597061,0.0407177951849029,0.0831702310353304,0.117857448618535,0.0650260234665291
"CELF2","CELF2","oligo9","red",0.0367802742058099,0.0402132467199836,0.0288586921159106,0.0381182302144883,0.0140359968257242,0.00812206271555729,0.06313401133635,0.0146889794501131,-0.00292359695806595,0.0641097031786795,0.0752420231831593,0.0158881713720306,0.0243586676673101,0.0479547857849776,0.0373938718788319,0.0101545471125726,0.02680418609807,0.0119101590081022,-0.0109869605002564,0.0839765510559443,0.0176441230866263,0.0427608976118911
"UPF2","UPF2","oligo6","blue",0.123021431616217,0.11861969709821,0.0930988168238151,0.0916392783603266,0.0779572790009356,0.0290813944742676,0.154089709222076,0.11047570142449,0.0539554226442807,0.0702566616669138,0.124645462443078,0.0489404790066786,0.0841931445852228,0.0745816062928938,0.0861756410677701,0.0692507990778684,0.0907519179178631,0.0682159984105302,0.109189377422096,0.00780428163371725,0.0339082220986083,0.0835389645105334
"DHTKD1","DHTKD1","grey","grey",0.0872049478458787,0.0626286086682677,0.118877113175031,0.0664598973076451,0.0428384516461359,0.0249820239429242,0.0702450182501059,0.0669582112986684,0.0929860736340697,0.0271427079013199,0.0156590528813999,0.0315732014797432,0.0460706343344653,0.068911458165838,0.0504312378659514,0.0584124194450292,0.00962632428611213,0.00940602220518598,0.068181575943561,0.00777525382802349,0.0558745390415742,-0.00565381230678498
"SEC61A2","SEC61A2","oligo1","turquoise",0.182409251165281,0.174405806333989,0.124246636138824,0.0955619462030867,0.157702473146656,0.0692573447998016,0.140658909401925,0.167904771642875,0.142840019204604,0.131370873961833,0.114966727716231,0.108576780056203,0.110364915216391,0.164780124003317,0.128314685908218,0.129795578079808,0.0928097124547095,0.110562915726965,0.167084450724572,0.100398474512443,0.102864451869036,0.15468520993869
"NUDT5","NUDT5","oligo1","turquoise",0.121575242133677,0.0818085847938053,0.105570253876989,0.0968712239308319,0.111118690289594,0.000925566197235334,0.087303361918997,0.0894538111955155,0.0928684303572718,0.0648356668277171,0.0804504199684696,0.0554714298260507,0.0846995752865539,0.0819527451088558,0.033109670957861,0.0714149421312473,0.062544344389191,-0.00109002553854339,0.099626002956119,0.122721835070482,0.0707822634058953,0.0589194075716009
"CDC123","CDC123","grey","grey",0.0387970673554408,0.0302245201837715,0.0357427402633409,-0.00928310195698572,0.0439811378760158,0.011595763025837,0.00398745728602453,0.0521640234571131,0.0361550561800541,0.0337378049699581,0.0750370326296071,0.00932422464327522,0.0147055068405473,0.00715054306625293,0.0454753780993213,0.0492756701848358,0.0411129403920896,0.0256965387607433,-0.000397148676801957,0.0339869819421623,-0.0562387180799334,0.0185002252591864
"CAMK1D","CAMK1D","oligo9","red",-0.0223922550049837,-0.0201356953497788,-0.0237339449462675,-0.0506647344628528,0.00892473451764069,-0.0257996956751829,0.00774788914112317,-0.0344639009121034,-0.000927677064305236,0.00859492815309209,-0.0288870763578133,-0.0170463012709634,-0.0502517273254009,-0.00157711364706381,-0.0157369282028697,-0.0193436884938777,0.0254652759775862,-0.043593533873878,0.000594661598647421,0.00406906080983976,-0.0382297593562483,-0.018217283602017
"CCDC3","CCDC3","oligo21","grey60",0.027715573662293,0.0487307257593864,-0.00345862573615088,0.0289237998574559,0.00654732480524349,-0.0406148755644007,0.0244012720090051,0.0361408006425382,-0.0230274342649685,0.0553332787862197,0.0238478780225318,0.0581385766152754,0.0153436714557188,0.0550851970975561,-0.0113863652447232,0.0406462418908654,0.0363312742589862,0.0228291711356216,0.0375559923669962,0.0292573275213368,0.0755254606021184,0.131838628241022
"OPTN","OPTN","oligo1","turquoise",0.0881532234360096,0.0475052929561664,0.0617295440533729,0.0676156659494283,0.0893237011005701,0.0489748138505975,0.0299122010716582,0.0546599408918634,0.0692086435119893,0.0488569960636194,0.0809777491566306,-0.0205377167767126,0.0691342485350205,0.0281451083315057,0.0484114685685433,0.0350174261365249,0.0647081110198289,0.0417765076394287,0.00616930258408443,0.0899309666480061,-0.00309298761910768,0.00794762832744748
"AL157392.5","AL157392.5","oligo1","turquoise",0.138450779447206,0.1132668421125,0.0811942404604493,0.103725379629146,0.105417621336609,0.0743191273328277,0.079199362353944,0.153262403136976,0.109292548423049,0.0855662950369813,0.0769388990490149,0.074205362731139,0.0694625628932731,0.0883461247422673,0.0809845438121483,0.106839462567517,0.0920452574570731,0.0414298284693178,0.129793835196629,0.0359017398750477,0.0567307811869434,0.0556970796175513
"FRMD4A","FRMD4A","oligo11","yellow",-0.0251958626472954,0.0571684076604754,-0.0291530269631208,0.00363151451294093,0.00964010159403418,-0.0260917871462486,-0.0221642955388981,0.0436869689439439,0.0371120108260211,0.0198017492353704,-0.0250527626039592,0.112107444836418,-0.0112883618258978,0.113419678480421,-0.0357237996946378,0.0599316350989064,0.0340631481399929,0.0181358080442504,0.0582892060995054,0.00240985771978445,0.08870289379751,0.0937774978557323
"FAM107B","FAM107B","grey","grey",0.315705324142333,0.349034101462589,0.260103437695395,0.242196567928187,0.24379176921123,0.256256076296654,0.217555618825973,0.312102640457528,0.249528258753441,0.281436511325993,0.188503177141139,0.24528059932771,0.265633134175444,0.229706332098843,0.328076850830083,0.328275970054733,0.195040972956557,0.164653359178223,0.236030374951885,0.191738034887398,0.211968040083333,0.166238846975245
"NMT2","NMT2","grey","grey",0.0268040590592783,0.0810744783387485,0.0629728374415127,0.0397752122173485,0.0460555138853481,0.0569914995992641,0.102326422923854,0.0268865764151249,0.0554637683850665,0.0760206252573944,0.0524545230544243,0.0424175672261553,0.0285701006515735,0.0573991530356881,0.0375919074375796,0.0587565827303927,0.069234278448431,0.0492561342995087,0.049311989991534,0.0616760100487849,0.065925499750934,0.0503869022107956
"FAM171A1","FAM171A1","oligo1","turquoise",0.447251466384802,0.320592032248434,0.274173907432183,0.244317234713876,0.294847835993925,0.128577717975158,0.348576867873689,0.324991467906423,0.214119858627361,0.258064239841909,0.22379923043627,0.0862814681943914,0.272827940127602,0.213314206747689,0.252168170623985,0.247060157977146,0.235064839923581,0.179734018564689,0.257673528191972,0.194096297452723,0.164478366908164,0.245520920757368
"MINDY3","MINDY3","grey","grey",0.107679020656122,0.147519144917732,0.0831839548285764,0.117309737691659,0.0557667214334903,0.108914558732559,0.110566793628735,0.10622095748423,0.0967703497275716,0.144521709856549,0.146497468920272,0.118372536648499,0.0773775170603488,0.101072889885752,0.136876714961756,0.117688042220147,0.0771526619019448,0.0704692171507573,0.074067366404637,0.113555009807513,0.0753674641363316,0.0789435744973428
"RSU1","RSU1","grey","grey",0.0937070358398549,0.133845992876552,0.0678822029294043,0.0663218504785778,0.0993821623574466,0.0512756964988395,0.0636070166336294,0.0953461359925234,0.101672895716473,0.0681844643718911,0.0959310791408748,0.0944727273988941,0.0561609398158456,0.0722576419598894,0.0807735014582036,0.0887245455796878,0.0634296777807059,0.034422793753905,0.110087750185277,0.0229890537940718,0.120084492004236,0.0996749160996108
"HACD1","HACD1","grey","grey",0.0630370506704283,0.0793209964942074,0.0696643398607372,0.0608654686137775,0.0622318475899834,0.0872182782967292,0.0388693060959862,0.0873590276055582,0.0899651304338119,0.0914269694122083,0.0968898892359543,0.0828550614936719,0.0794674870431987,0.046789734365556,0.111522524981621,0.0846776737068585,0.0484530805416322,0.064849879973792,0.0572476292701804,-0.000219492806183104,0.056522700649178,0.0898438458931357
"STAM","STAM","grey","grey",0.089402596686271,0.120524473081663,0.0939593780851941,0.0941583203222827,0.063983268714036,0.0861098841581875,0.137841858697107,0.0762905930764431,0.0502151021388366,0.0936064855823518,0.0573202866018992,0.0672120896499827,0.0628937469070401,0.0634969147807325,0.0932292039778332,0.0858589757454832,0.052753043646588,0.0296359676485194,0.117397778270612,0.0323653002029534,0.0556315173805996,0.0776951325712261
"CACNB2","CACNB2","grey","grey",0.0372501706894136,0.0585770819723008,0.0629989985845215,0.0616317414502533,0.0249456719218131,0.0566806006805805,0.00176253367376891,0.0337508171215895,0.0344798358806531,0.0326947740103531,0.00846871535271816,0.0444921636810162,0.0564031765354868,0.0151547065151028,0.0584090085939665,0.0432369870923134,0.0992926458899899,0.0542691776694702,0.035200615258528,-0.0151373952753006,0.0422945249644234,0.0527442104074261
"AL450384.2","AL450384.2","grey","grey",0.0662620150295709,0.0921836357012253,0.0708039525729972,0.076192326255113,0.0909476173450386,0.0385677446114166,0.0376403802211678,0.0869540708143761,0.0512530885347925,0.0500423494650888,0.0815766205073745,0.0723143850023726,0.0368468099116545,0.0644598372451078,0.0788573253679508,0.0917560957064473,0.0226084310971345,0.0151957852124864,0.0626986369161951,0.0672349976322571,0.0607809019807948,0.0676882364385037
"NSUN6","NSUN6","oligo1","turquoise",0.139726258334529,0.106715554437383,0.0759451006033559,0.11203613015697,0.0649180880735245,0.0641503644407322,0.101876274788545,0.0916125194645903,0.0409994411778962,0.080834935022144,0.0491738501651524,0.0201244192329129,0.0886755307354525,0.0395498754575074,0.115069316563816,0.0909064421708273,0.00254663370197588,0.0931740550099107,0.0440965497573855,0.0195522398330174,0.0318504080311663,0.0737312078842981
"ARL5B","ARL5B","oligo1","turquoise",0.081961875284834,0.0656989419798487,0.0766507166014834,0.0494818640532269,0.0906446896526577,0.0481914461423506,0.0609819632382789,0.0866244438160736,0.0839611922684641,0.0529770945064561,0.069246709224524,0.00973105890461498,0.052492770897377,0.0549867064054392,0.062317414166785,0.0718319187454109,-0.00422518663890337,-0.0155288330292667,0.0495176078237515,0.0483814029023511,-0.00783077187193048,0.0823351518233346
"PLXDC2","PLXDC2","oligo11","yellow",-0.151322402969918,0.076818668545396,-0.0844911634513873,0.0314416812809174,-0.0649386056732631,0.0802919454506693,-0.0689364971859561,0.0106121524326644,0.045524576498472,0.0327823512632268,0.000668154323542974,0.318588478684436,0.0251944278677209,0.0918449244779889,-0.0266505492338675,0.115379384439561,-0.0149697294759012,0.0111895813238927,0.0354899553207659,0.0697392149608783,0.110123953127525,0.104359058383349
"MLLT10","MLLT10","oligo9","red",0.215082804738306,0.26220403429873,0.121292063282391,0.16848677902306,0.180636225689869,0.0752110020025738,0.222153548207213,0.228488211175484,0.139962325366755,0.198349782774487,0.156718055059031,0.211797907593466,0.143349767293469,0.17473015220261,0.114731112214991,0.218927529205644,0.141488377681985,0.0894920064163046,0.203720897806901,0.124789854986992,0.0593074206895115,0.1588147901627
"DNAJC1","DNAJC1","grey","grey",0.201321111608271,0.220347250659245,0.117269429882402,0.143850167072788,0.12955022532216,0.0802144370086882,0.222750439954085,0.174493178155504,0.141286433582828,0.170286666723214,0.104258115842002,0.118646300015611,0.135858983480758,0.166482731114846,0.144912934553123,0.160095770346211,0.133740522922713,0.08696891074261,0.144743506051493,0.075682830956786,0.0846415465970168,0.144264781000119
