"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10","kME_oligo11","kME_oligo12","kME_oligo13","kME_oligo14","kME_oligo15","kME_oligo16","kME_oligo17","kME_oligo18","kME_oligo19","kME_oligo20","kME_oligo21"
"AC091826.2","AC091826.2","grey","grey",0.0427584222130873,0.10628388673556,-0.00257462937436717,0.0835736385920311,0.0304290127437231,0.0881901446881158,0.0503359217034723,0.0782762274305138,0.0457298216789794,0.0357322072495109,0.0479195127359386,0.130638188135124,0.0414180213184659,0.0551374118603884,0.0846061677331449,0.119472722395575,0.0447541223985755,0.0426394770855473,0.0642399697325793,0.0514999575782318,0.000238085520146166,0.0723099421422207
"LINC00461","LINC00461","oligo11","yellow",-0.00937349363361023,0.0839475968568349,0.0127559073777091,0.0668608811110859,0.0312856044687256,0.0678774285554539,-0.0072397743081441,0.0744067372912697,-0.00705956837461484,0.047027707836957,0.0499841282349877,0.191248677434294,0.0481958572922575,0.0638817407711599,0.037936459372411,0.111408369140785,0.0443288502697778,0.0384727489878757,0.0939857417815557,0.0203261133869823,0.118139255630199,0.0657684148706446
"MEF2C","MEF2C","grey","grey",-0.0173328145395552,0.0302304171203356,0.0230106285484196,0.0294221723966169,0.0153305833319525,0.0227253357087409,-0.0165676615007941,-0.0128902837649357,0.0398241588965546,0.0204620635859888,0.031037660130132,0.0168494856893333,0.0123822706318071,0.00307993942236932,0.0375567198541779,0.015545576548484,-0.0447245368545474,0.0235612627482695,0.0230795398777429,-0.00477026605098048,0.0188272693761439,0.0360602740864065
"CETN3","CETN3","oligo1","turquoise",0.128320275133047,0.103950157766753,0.0877173976834404,0.0577675001362412,0.0765864144007919,0.0639251744604744,0.0776457415135978,0.113580809796983,0.0485872416085362,0.0877475137472741,0.109778904231884,0.0482481314433809,0.106732536514816,0.0480026254019517,0.0996390955493751,0.0695642164976632,0.0850347992483706,0.0818535525784877,0.0918242345654658,0.076963702406989,0.0401315887177564,0.0765427668664894
"POLR3G","POLR3G","oligo1","turquoise",0.24230897790793,0.172375565758201,0.189472847225662,0.153310933098021,0.134265404984047,0.0920746249963614,0.142730736508628,0.194887303620665,0.101833908118078,0.159830791152011,0.116774497744536,0.0424215914056497,0.119949597915133,0.124003528834312,0.173061473124756,0.168048467382896,0.134683835218083,0.140716560474418,0.136899916692151,0.0916348281639873,0.117849505818073,0.13260354211257
"LYSMD3","LYSMD3","grey","grey",0.0620330622581121,0.0751517920433426,0.0423855978945778,0.0584873509649303,0.0636837748620034,0.0443287239331291,0.0239866356882777,0.0682620248230629,0.061972905820186,0.0289850363028179,0.0487006844342647,0.0289434106452636,0.0590824186377838,0.0162331639961071,0.0384197758007699,0.0732521138942949,0.130143295622538,-0.0169888020790326,0.0451286768972206,0.048423110089528,-0.000167634312494418,0.0601551790974783
"ADGRV1","ADGRV1","grey","grey",0.074638231538817,0.0809026674477122,0.0530840731237097,0.045579701056796,0.0624792632301735,0.0105182073596406,0.0808032867620846,0.0790113094139599,0.0616272739917924,0.0619126154703914,0.0947422463996382,0.0505544351832612,0.0245541270508399,0.0419926829142125,0.0741283012331293,0.0695460922085616,0.0545895184192311,0.0339364545394839,0.0371924029520981,0.0452723907472003,-0.0285545396842714,0.0530685885534786
"ARRDC3","ARRDC3","grey","grey",0.0983522802383386,0.142148154197173,0.0667363445737429,0.068971983966269,0.0547457851599489,0.107718769051491,0.0871878915001657,0.109029760884739,0.0469215859181417,0.114709995005964,0.0403406449800462,0.142376444781382,0.120331680327718,0.118941631036459,0.106302173651964,0.136590081882968,0.0750805427777773,0.0723369104683758,0.072687484084536,0.102327044024159,0.0782623494273399,0.0874770253998746
"FAM172A","FAM172A","oligo1","turquoise",0.296280508707138,0.260453672064158,0.130296238273151,0.240599018970609,0.194616454988707,0.0529987269187341,0.161923032749677,0.276118937515637,0.209920273329046,0.177061183979203,0.114137320343973,0.165612248647876,0.178647135545163,0.183148597109065,0.128453369915769,0.255847858280416,0.157889483823477,0.0699136330055386,0.195820622222588,0.176499352598789,0.163521123733282,0.191272422203123
"KIAA0825","KIAA0825","grey","grey",0.0307917654248556,0.0655637478020039,0.0229313631560857,0.0100617734874109,0.0555949862971291,0.003631206113893,-0.0197571090797167,0.0666500727341703,0.125110140917018,0.0235940221988922,0.0420448853524821,0.0939446206175475,0.00938041106921183,0.0612298654060345,0.00598482844284727,0.0900327346182948,0.0408916005155351,-0.0212455295689974,0.0938193762347393,0.120561270941926,0.0625002773802685,0.0228066909602521
"SLF1","SLF1","grey","grey",0.0672967712384763,0.0753440458206746,0.00953713848234654,0.0208280299297307,0.0775268072179731,0.0784529739774483,0.0667750628604933,0.0608228998352471,0.0693299794041422,0.0666949919590315,0.0692707300018708,0.073055924921746,0.0432047230751813,0.104697375480988,0.0649210192013411,0.0953269282893414,0.0697018107445034,0.0260809527738857,0.0237350334465399,0.102324974150107,0.0532011541368082,0.0770586706959311
"TTC37","TTC37","grey","grey",0.150054835091817,0.16375686150944,0.070707409021155,0.0855954556927212,0.0763095266661016,0.0631941076974567,0.112060463896381,0.135931344787965,0.0952019974646435,0.132103947364538,0.115978120920797,0.110651461501317,0.0793103690497978,0.138410563997535,0.106580115728157,0.142000519749314,0.0642792031747319,0.0898761251218145,0.0860497834761323,0.102451412827559,0.122732069652249,0.0956628540829686
"RHOBTB3","RHOBTB3","oligo11","yellow",-0.00134342331775222,0.0916641210464226,0.0636668291233964,0.0603781304318586,0.0231642683938221,0.120055761855558,0.0457025336363608,0.0239714172344911,0.0506976526421038,0.0771755616778041,0.0311623939463819,0.13547538767898,0.0172956182865684,0.0508290229397061,0.0775255648230578,0.0556561109120602,0.112950977028236,0.0515039279046946,0.0378197522150587,0.058489458702279,0.0443976810550489,0.0382573771048136
"ELL2","ELL2","oligo6","blue",0.268636493891073,0.31188070843911,0.186133142146998,0.201007235594418,0.189993973026475,0.134227282795687,0.357892361455981,0.233100946896451,0.197586809013711,0.275993646949766,0.244919038813891,0.215350750031707,0.204964561331772,0.276741945844212,0.197258898333772,0.242119161768142,0.160440162089901,0.130223732682162,0.26896068476771,0.172117176526447,0.16117340474908,0.236379676802883
"AC104123.1","AC104123.1","grey","grey",0.0693228919098994,0.0610601290337194,0.0131465767780905,0.0733684799039305,0.103315491385399,0.0314783724733145,0.0414629056665289,0.0656596262043697,0.0215374352485027,0.0569233720018904,-0.00908778485584288,0.0683333005306251,0.00479441430984925,0.0491273154339425,0.0382820819839621,0.0544221542970778,0.0321862195156931,0.0553179521398029,0.0755483953005319,0.0625223082089373,0.0785652091955613,0.09034927171456
"CAST","CAST","oligo6","blue",0.137028389480319,0.13906469905199,0.0531010303744845,0.0730354381341947,0.113620720526724,0.0691204562249354,0.168338749603961,0.103404683371428,0.0266689833296647,0.128423313164222,0.0767304034155439,0.0976013076391406,0.0861249325408908,0.13644430896688,0.110235591097201,0.0802548206626093,0.0721516840870797,0.0582335811264173,0.137232414964596,0.0452604149519326,0.0522949578038106,0.136056393707942
"ERAP1","ERAP1","grey","grey",0.0832432372040953,0.117783011544415,0.0785921811793267,0.0564482289896158,0.0720536679386156,0.0840201582452877,0.0591673611817555,0.115170895524865,0.0930971144445437,0.0876558610162637,0.0875371529432473,0.102409330029699,0.0563601503687959,0.0330715828987729,0.0825947380483293,0.104234837461723,0.0729330873497091,-0.0304784439587649,0.0797519004282749,0.0771844457765377,0.0178147609186981,0.11231719792846
"AC009126.1","AC009126.1","grey","grey",0.118362345611661,0.0861301163107861,0.0407998677247203,0.0838187510434017,0.0678696512992503,0.00467994415967941,0.0544516742506684,0.12449385272667,0.0724716341938028,0.0381667130723966,0.0863571130947154,0.0348215034463442,0.0752420980178551,0.0748963729297775,0.0164782785328241,0.116687735313805,0.0600178584485433,0.0156767186019871,0.0954938154779682,0.0582396928142115,0.0833306372780791,0.102678589814341
"LNPEP","LNPEP","oligo4","purple",0.15316108982315,0.121511390225053,0.145400221522146,0.125095219545218,0.208700452872632,0.0593040702566808,0.117304000602341,0.118137043175555,0.0604915121833377,0.0824126349601472,0.105184871308968,0.0336220901995531,0.113299929571704,0.0447542797839225,0.105585038914363,0.074109378817036,0.0477815305492573,0.0695954481506618,0.0505917468500459,0.0727600535109719,0.0744889833310516,0.112400904297087
"LIX1-AS1","LIX1-AS1","oligo1","turquoise",0.116872740345258,0.111484776008062,0.0312972440421609,0.0355289687949177,0.0979622392284505,0.0210452322567201,0.0559662448291419,0.118275114208914,0.0901663564921737,0.0358370722950285,0.0737121445237199,0.098862432351276,0.0502907776918607,0.0792360148437612,0.0366819625355479,0.115157980565589,0.0364428354945705,0.0295006705343152,0.0769285142802909,0.0599530942867143,0.0553764084106254,0.110800198871067
"CHD1","CHD1","grey","grey",0.10761392055974,0.162646494534098,0.100254809704964,0.0411233571765468,0.0407032620160833,0.121152274935901,0.132958632173188,0.103348459491334,0.0393518599553956,0.123983455176716,0.0966644962165616,0.134848811069527,0.0823268353332502,0.133680992568197,0.128087701586296,0.124954182371173,0.0802418072151514,0.101739342844962,0.143175434722609,0.0910034179256873,0.104489453303951,0.137810950215241
"LINC02062","LINC02062","oligo3","pink",0.0686169661680703,0.0864928418569336,0.0177880626142189,0.122034699338079,0.050458954400414,-0.015053063072156,0.00222744439539111,0.0998590523245279,0.124676817347241,0.0553643644676382,0.0690141043157998,0.0913035139379906,0.0597775940032753,0.0945541189934099,0.000157784440559872,0.111702575313711,0.0557621268027692,0.00592159255109539,0.100387325212264,0.0786096759746955,0.0830216255401095,0.104105769903485
"GIN1","GIN1","oligo8","midnightblue",0.0152577417068449,-0.01048281824109,0.016611923620634,-0.0211104133451186,-0.0263215139606751,-0.00753672192098216,-0.0295678412649417,0.0235506244111755,0.0271415584285494,-0.00980126883201119,-0.00861110692916916,-0.0144726972409348,0.00650260454566303,-0.0246349690197272,-0.00383942907666784,-0.00537002234047181,0.0112087639876497,-0.0068755049923243,-0.0318811702220129,0.00364727561954569,0.0260161332252793,0.026920432792029
"PPIP5K2","PPIP5K2","grey","grey",0.0941709686695386,0.0770737233035864,0.087077552387381,0.0591487767600206,0.0480822268390168,0.031610923553443,0.0672372088994567,0.0782389740180095,0.0818808409659116,0.0695671734971845,0.0544668482395071,0.0293039663829754,0.0397719226625715,0.0652829800280642,0.067960718145342,0.065335740510489,0.0580725287655288,0.0512996762521346,0.0774346265473376,0.0607974787960961,0.0397997383203194,0.0958040865667929
"C5orf30","C5orf30","oligo1","turquoise",0.155903018132081,0.154105010034145,0.0819791899414478,0.0631061795896152,0.10849561246783,0.0600027571110403,0.152727099576483,0.128074968850571,0.092399994505018,0.121750326444714,0.122235630845984,0.109413973582234,0.072356745200501,0.111883769339989,0.111198816005914,0.132474704706891,0.071903124598004,0.0728269644611574,0.163486986708018,0.0922727168362142,0.0567892514056046,0.101757051088059
"NUDT12","NUDT12","grey","grey",0.0609520558712196,0.0693603184992044,0.0386065502848026,0.070393547148263,0.0694738844433248,0.063544038373549,0.0498664965337924,0.0486326400882801,0.0556000044997475,0.0539792778195108,0.0344295068484985,0.0151577035710886,0.0493004880977728,0.00713323481007336,0.0753396577248455,0.0394414073586273,0.0259306310059799,0.00201441318139934,0.0212116624208626,0.0820055852292386,0.0297910102100414,0.00501671832152862
"EFNA5","EFNA5","oligo17","lightyellow",-0.0551491829436877,-0.040767047751856,-0.0233725301055023,-0.0110187330996677,0.00402372999279753,0.0108343041750259,-0.0363484963043494,-0.0379473441812611,-0.028064443370188,-0.00712759176129946,-0.0039070724774037,-0.0083011735975324,-0.0272839387904672,-0.0548564336387714,-0.00898081892201174,-0.0432334327577886,-0.0250561357663056,0.0192822244220676,-0.0331470185240647,0.00709315465381275,-0.0328028646525507,-0.031174715964312
"FBXL17","FBXL17","oligo1","turquoise",0.199572931619881,0.160656704796726,0.110407930793419,0.101805192211003,0.114461811728169,0.0167648653359203,0.120550455155438,0.199021337551386,0.120018479529591,0.093766815581855,0.0732250324659234,0.0889136167729947,0.11117236561769,0.13008234098943,0.116989189132331,0.149330500667234,0.0621278578163211,0.0626301323708719,0.110879105962186,0.121243773771096,0.0979031361192787,0.151584085319233
"FER","FER","oligo7","green",0.16827283606489,0.187942588075033,0.135404559356705,0.155701431702453,0.134227177172513,0.0573845962104281,0.136237266510214,0.196509598502518,0.130563822482866,0.130249878458756,0.10167075338072,0.156921569428344,0.0828789313724021,0.134814408260984,0.108251195750483,0.163046279949369,0.118208139340585,0.0714175787543918,0.148395481061563,0.0982278593957646,0.0770545840284237,0.152293282927962
"PJA2","PJA2","grey","grey",0.179677943464314,0.218794939157518,0.0726891818540572,0.164877024252312,0.109835770108282,0.158757369289325,0.198011037326881,0.16352243501658,0.168031217003505,0.203660815807556,0.172358952893462,0.134810874976582,0.165342999880527,0.149889942699618,0.207905118088689,0.176662637826051,0.0736569786382113,0.0521193432787337,0.121332601528773,0.10595841885015,0.0865476235076937,0.148898923385735
"MAN2A1","MAN2A1","oligo1","turquoise",0.475752368826917,0.402519708146249,0.264785213729798,0.270726380636788,0.32112659370875,0.132945801771609,0.329941526167351,0.375918821778729,0.299417735031097,0.299957244167674,0.267997924712622,0.197957296765946,0.245407815239894,0.288347417039599,0.278641781439235,0.340663232065175,0.27797422956551,0.143434984916241,0.338559548822439,0.291681358364222,0.191444291399731,0.27725421667382
"TMEM232","TMEM232","oligo1","turquoise",0.156567100727337,0.0902504389421042,0.074169403726446,0.10800746220676,0.134647936172336,0.00405665755451954,0.0514460999130957,0.139389685631273,0.14374978389671,0.0404034462297335,0.043503958885943,0.0540317996830578,0.0750128022553351,0.0659624680789389,0.0575257308421052,0.125654390716619,0.0520635185415517,0.0466867842908446,0.0969108300894118,0.0546540008736496,0.0514612717992658,0.0479017572066699
"SLC25A46","SLC25A46","grey","grey",0.146741647784956,0.171816018913706,0.118442051525969,0.135496204782344,0.106119604374107,0.119531802591892,0.107043316373618,0.154632579419238,0.147566889018219,0.132362408198391,0.143650328523666,0.149880532492559,0.0904069609574678,0.140627240358636,0.147871119236126,0.158438649712473,0.076755218031308,0.054958953051298,0.101667748200989,0.0667680877951069,0.106051767597356,0.164209420836414
"WDR36","WDR36","oligo21","grey60",0.0503338297535859,0.0567816609543809,0.00664284318173914,0.00778245444303065,0.0546552352213824,0.0342922686969746,0.0286899595933969,0.0478710384607141,0.0667422838927265,0.0400252981046246,0.0194046340304645,0.0216349381451258,0.0440682632420277,0.0478616052837698,0.0559619135933383,0.0315104254286351,0.00528310485176189,0.00317206143332572,0.0486837711611425,0.0161187961725684,0.0436513388102278,0.0653392673627213
"STARD4","STARD4","oligo9","red",0.094735550221289,0.0989896935237427,0.0956091204646442,0.0664542725649764,0.0910327118136031,0.0505802519043467,0.104835061787292,0.0679534085872951,0.0780685629685034,0.15778782787888,0.0407092986404677,0.0495189711153397,0.0885554626941231,0.0584687805713426,0.071737238086683,0.060273820620774,0.0302451201851195,0.0908936962441217,0.0825673257340701,0.144763666998689,0.0904214358323237,0.0699656107602495
"EPB41L4A","EPB41L4A","oligo1","turquoise",0.111424983616396,0.047244495212213,0.0547034162028585,0.0186205833541163,0.094934393012368,0.0147104398721017,0.0564995595500923,0.0700464844152429,0.0775554654145325,0.0443426290345554,0.0153207716087331,-0.0124515154576618,0.014694421310389,0.012995893461202,0.0435691318886974,0.0626760913086939,0.00384062483709564,0.00656366908872147,0.0901053806381979,0.0543752341558847,0.00417660991577681,0.0484745174603843
"APC","APC","grey","grey",0.152793682153063,0.181580022797072,0.117720884245296,0.0955643917432042,0.038535208230932,0.0487202131458686,0.125670892706453,0.183769828167705,0.105651668394109,0.0958097819395458,0.111384045468217,0.181032632381196,0.113986310446649,0.182996603777712,0.0897208582301955,0.195985354728164,0.0922992950532583,0.0458487559885067,0.162599462901843,0.0985572922049784,0.129070462340909,0.141430417179949
"SRP19","SRP19","grey","grey",0.0579763298954912,0.0405089483419957,0.0531342279763093,0.0802313545958602,0.0434850175896047,0.0477210934720445,0.0216602058066308,0.0538502391127741,0.0721005553060205,0.013373214732888,0.0112478621993793,0.00197383754904032,0.0158815761404133,0.0442446110002864,0.0488440614791826,0.0632029708190664,0.0256974291999797,0.000950506126526317,0.0328771559863773,0.0223113033183211,0.0275486024076257,0.0370967986179321
"REEP5","REEP5","oligo1","turquoise",0.100669613690703,0.109965294993961,0.0846838348218223,0.123514986632619,0.117364401263112,0.129821861477793,0.0947474113866505,0.0781076590659158,0.0773288902129663,0.0890302707097212,0.0400735224465314,0.0433791527342528,0.10546058390939,0.0371904329551973,0.15855118058141,0.0851695958362347,-0.00888014879230772,0.0526534242024426,0.0629405031699224,0.0566741681004113,0.0590325380956662,0.0999429335954042
"DCP2","DCP2","oligo7","green",0.088854154426072,0.0636882597526307,0.0734699137755315,0.0388294739882853,0.0456875313575794,-0.0339052485127017,0.00384832004614263,0.112149566000179,0.0635976652813836,7.31955783041372e-05,0.0301267157111826,0.0318791242920256,0.0585711867440441,0.0560444598076235,0.0262293090494879,0.0937298179788199,0.00797207878315091,0.0526116812172633,0.0933923108410214,0.0305907002538199,0.0543843378812544,0.075275573813747
"MCC","MCC","oligo4","purple",0.071858176539086,0.0648461264296966,0.0293972924187094,0.0393403722386929,0.141048609833597,-0.0372282926021427,0.0276909559106274,0.0790786653056383,-0.0138380467564145,0.101328755651349,0.0355939069881953,0.0498094267614907,0.0217007063425966,0.029843346915519,-0.000380260602420083,0.0666092949147021,0.048632598422177,-0.0194162811139395,0.0409832010878307,0.0713314578040963,0.0865744740243428,0.0390212222202953
"YTHDC2","YTHDC2","grey","grey",0.156051092069086,0.174451775078702,0.0941366892530862,0.0820697722758664,0.104378211272142,0.0426138356513996,0.102581033095654,0.150641301285466,0.129970855739235,0.104801246617745,0.118591685078645,0.115162208788338,0.110406101492213,0.109755062234018,0.0812669303356153,0.138247694928072,0.0903423236771142,0.0243067059663836,0.157042821954538,0.0787821036466485,0.0601610599386969,0.106522161510051
"PGGT1B","PGGT1B","grey","grey",0.138326117790305,0.16173936780096,0.158292900568951,0.0931918108842027,0.0913481816238626,0.106115712414701,0.0861194201041992,0.133093606953007,0.109211185839663,0.123065711526722,0.0812095430061538,0.0844119021231009,0.117957186656053,0.113408818710357,0.106048023127947,0.135898582271486,0.0811818763461203,0.141570010216124,0.0634681503342227,0.0520056573020622,0.0548091764634425,0.101625873935082
"CCDC112","CCDC112","grey","grey",0.107522695477795,0.105037362493469,0.079223401209915,0.087178959150601,0.0848840781579853,0.0580346016965383,0.0491239378727202,0.0897836669919618,0.0928664188227114,0.0676951632154435,0.0286260914754048,0.0574926776518615,0.072454944710939,0.059945439168818,0.0755548890096954,0.0754306255959818,0.0387311875845652,0.0517153969416555,0.0725357537965032,0.0515871966562095,0.0312173546619441,0.0535713319675056
"FEM1C","FEM1C","grey","grey",0.101835520271683,0.109495601757554,0.0708045433664735,0.0546090107054947,0.0650843286495911,0.0459135386878612,0.101422857872995,0.0839279085570564,0.0618544514684349,0.0708437763133777,0.117585986849805,0.0545089452027137,0.0727897658017089,0.0697645448849934,0.0664902795733052,0.0836414418349665,0.0814627500649843,0.0392881742472291,0.0762735536433149,0.0771747324183423,0.0702619798638367,0.045251110728703
"TMED7-TICAM2","TMED7-TICAM2","oligo7","green",0.0773366078131733,0.0931572599483322,0.0595524621809776,0.0751280444433436,0.065538362492052,0.0483318011674389,0.0612802883014693,0.104675863543605,0.127958701831364,0.0983114161660102,0.0438946900205029,0.0409870412649947,0.059057526548661,0.0327730023654381,0.0789769839549168,0.0703449339507851,0.00320140105097974,0.00997189386808623,0.090021776112693,0.0830093197814713,0.00286932634461461,0.0719925089479254
"ATG12","ATG12","grey","grey",0.117654794892297,0.133318034021507,0.0485546167139095,0.0542114495077941,0.0578252692613567,0.0391174278542611,0.122985924246052,0.104044328812669,0.0716199199432813,0.0858865747878897,0.0443656229615675,0.0763607635409602,0.0936022758130775,0.0479385529047808,0.0578162632069729,0.0872013818042981,0.0358079628016639,0.00803283250575943,0.0840906226270952,0.0344195287397332,0.0497913377243362,0.0583791795221668
"AP3S1","AP3S1","oligo1","turquoise",0.154415611256524,0.137382606572663,0.094729508006768,0.0923654091332139,0.114739249184919,0.0526170863944781,0.133217204419897,0.0861518735096274,0.111371889003326,0.0678050630331615,0.1066708201496,0.034358087084984,0.0701241587665942,0.0949976140304279,0.110333147134951,0.0647699596698395,0.085142963921474,0.0535853392880086,0.116300077457159,0.0627878239093096,0.0955697511545789,0.135818646150564
"COMMD10","COMMD10","grey","grey",0.0591372019995108,0.0933073610749504,0.0282546295720773,0.0614971651594942,0.0702006941359564,0.0259652642919914,0.0251053778911703,0.0830812143291748,0.0831278673823362,0.0640823464706735,0.0613699386371688,0.0727684103388669,0.0913162759841065,0.0966982461770137,0.0558313640251647,0.0716311415311673,0.0821474642567185,-0.00820298624444615,0.0572154288971793,0.0351635793685742,0.0624516630311025,0.0563480007872663
"SEMA6A","SEMA6A","oligo7","green",0.272585736045466,0.322914681952417,0.173654463635798,0.251147334027811,0.181645232928998,0.146490520829238,0.166237632048627,0.365153898852467,0.210861903263407,0.197925250507628,0.175723384108897,0.286131385636972,0.259015497407258,0.281535411361354,0.180838280416387,0.3234155366242,0.210753961986129,0.101794706383298,0.271293297191856,0.140876369574181,0.230714508262096,0.271880325128583
"SEMA6A-AS1","SEMA6A-AS1","oligo20","darkred",0.0792843463439915,0.103746788149855,0.0587967309147594,0.0904184827883806,0.113947970902547,0.0873798227936019,0.0410201765289583,0.113458243760306,0.0731874842941912,0.0666906613186953,0.0561939867885059,0.0864695066425404,0.0943436515954004,0.133442071040838,0.0739810122118301,0.131643363868192,0.0969228470728646,-0.00775979097860205,0.0604975882788868,0.0233079222046247,0.141605814232692,0.0733969053245569
"DTWD2","DTWD2","grey","grey",0.0724326815522297,0.0775079560263249,0.0459988533895814,0.0743995601104725,0.0515934798178464,0.0199015744522895,0.0583820139207778,0.0593293433775376,0.0507284538443363,0.0535111708981741,0.0532813511145373,0.0543169006917403,0.0135562732104311,0.0686832576434888,0.0395867805178404,0.0773353030447684,0.0605229184151363,0.0106977894017738,0.0636311649793569,0.0483928493019653,0.0376684639995268,0.0651483598147278
"AC008629.1","AC008629.1","oligo4","purple",0.0293343410955378,0.0220116108868631,0.0405264914421748,0.0332923954934311,0.0513685079828603,0.0122684257234385,0.0151559317980101,0.0261769354315258,0.041690472142549,0.000353038092072734,0.00796438112636374,-0.00891373767359086,-0.0172960907982866,0.00411048704797263,0.0220674228662589,-0.0143643707044837,-0.022136022987017,0.0125126483546125,0.0485129895454582,0.000119386780399318,0.0232685452607209,0.0142326632655708
"DMXL1","DMXL1","oligo1","turquoise",0.264569588994564,0.237293364050896,0.181935032224771,0.17058962524584,0.196093258082981,0.0979929284395112,0.158704065154111,0.233932305466725,0.163255632544489,0.130052667797532,0.128363960456895,0.147559498624117,0.158639334467572,0.171285411576622,0.17777738997894,0.211548996610631,0.149594801820411,0.0805600115250307,0.178872382274319,0.1553319381715,0.0967625424191402,0.200188095013661
"HSD17B4","HSD17B4","oligo1","turquoise",0.250380845388284,0.201946158392634,0.115939405878824,0.123977990619083,0.16955309004191,0.0802718499673518,0.181378617594617,0.214279346640828,0.173100649396405,0.14228944044007,0.112050087048376,0.0924330105895929,0.155354813854547,0.141725211885517,0.143564349944258,0.177095205182686,0.0650297947631841,0.0847511280745889,0.183579811200338,0.143593265213467,0.116388169705471,0.155822142250427
"SRFBP1","SRFBP1","oligo6","blue",0.115303030510546,0.0998787423161619,0.0451269461086741,0.0588344233920036,0.101356915442805,0.05116212335661,0.118309567831582,0.0885087345869998,0.0725825852839845,0.0833455305290579,0.0715940164890602,0.0220254931385244,0.0883246847418803,0.0822643286856128,0.050380459083606,0.0817199468537446,0.115763491589113,0.0714152461155323,0.0977704695997877,0.128968335046286,0.0976823669875447,0.0549894738794125
"SNX2","SNX2","oligo6","blue",0.116950493741421,0.13103830275746,0.100048056432741,0.076601057188181,0.0667208315344182,0.0996030363557667,0.113951764846977,0.109165662663525,0.0551167520474083,0.111372338086741,0.0944607616641736,0.0610180827070334,0.105578264983811,0.10204834506892,0.111808524492778,0.101047364035656,0.0909684899710678,0.111657383898924,0.0793451531352511,0.0793784153579148,0.0493524534994046,0.0649819458287283
"SNX24","SNX24","oligo1","turquoise",0.203038493472534,0.105102925685385,0.102598914708271,0.0700765750225978,0.108843661478913,0.0236849256232929,0.155286884909339,0.130909364437596,0.0829606466281615,0.064155661638237,0.101780171691596,-0.00424117545328978,0.0958097537835455,0.0895086483005042,0.101427419285272,0.0844186758440489,0.0948481422543093,-0.00906204872386884,0.13666929926274,0.114870259187013,0.0586310862123863,0.0792615478160355
"CEP120","CEP120","grey","grey",0.041414333884073,0.064190662076095,0.0144358894393356,0.0301481363921048,0.0264871908484805,0.0729120426059189,0.021493481304392,0.0380946190318031,0.054156241701174,0.0612357003875477,0.0506787945211217,0.0693851970787589,0.0774639810291696,0.0432152426478326,0.0767610074317363,0.0482773348389288,0.0138805334319524,0.0279801906322412,0.0531217985183136,0.0131599982437142,0.0835397816943899,0.0520364048832501
"CSNK1G3","CSNK1G3","oligo1","turquoise",0.126561606524842,0.106437699874106,0.0902792131581241,0.0731054630129197,0.0139686774679998,0.0902970020749683,0.101067837645041,0.0849215168534366,0.0884495294440362,0.0685785955393529,0.0310211178543072,0.0334362764271082,0.0801044157839749,0.0526708556041642,0.122911533482644,0.0678533064590808,0.0636097943882215,0.11445055615022,0.0831665137564332,0.0387003283015846,-0.0134624336610117,0.0678291289307117
"LINC01170","LINC01170","oligo15","black",0.180947593018086,0.253514136132973,0.172881952693992,0.183361855203077,0.0991370589465082,0.14475166204717,0.0854360243850384,0.270725044140404,0.135450218360247,0.110905679393977,0.116831207305803,0.28554401188385,0.160782393180143,0.221001757913207,0.139139485503138,0.335161142647919,0.115463994838022,0.0587753271466991,0.163857447891757,0.164407992051005,0.154576232157794,0.136972189704794
"ZNF608","ZNF608","oligo11","yellow",0.196025165705712,0.266927572696413,0.13870261231604,0.197351313522719,0.137145125918685,0.120620265737833,0.108834639588938,0.265986710543819,0.170019968868995,0.139400626368141,0.16244455633301,0.307418623030109,0.142457108542993,0.220739231728996,0.103251716184474,0.270231437506148,0.163921418492813,0.102037304827464,0.199667140443773,0.146538224147235,0.152476493504393,0.239653717611923
"GRAMD2B","GRAMD2B","oligo7","green",0.0584818061691798,0.0876169915220443,0.0878625448352993,0.0580768997635312,0.0308865167046007,0.0305893630566012,0.0548381165080799,0.0987934571220992,0.0555049991170858,0.0291237534996848,0.033177458505592,0.0891767903707817,0.060609848323746,0.0981329593908892,0.0241076365659255,0.0898578937080945,0.0174848289326686,0.00977939559254123,0.107749127972256,0.0171672581366395,0.0965296323323431,0.0740623537795154
"ALDH7A1","ALDH7A1","grey","grey",0.0120246868520062,0.0674258677080502,0.0332310137579618,0.0114242070481232,0.0241268888113665,0.0302771368103118,-0.0175585122887291,0.0288740491550788,0.0172308112972847,0.0148402688846245,-0.0126384200275783,0.0805354357380067,0.0367374164523582,0.036442433562164,0.0260514304852074,0.0586891706235756,-0.0023047562681174,0.00221408555510258,0.0249976287057806,0.001646614178223,0.0331968733041216,0.0426081655286047
"MEGF10","MEGF10","oligo15","black",0.264646397006624,0.326198881809866,0.18008084698139,0.228692140540144,0.234788070186133,0.109977209458707,0.167057493998925,0.336828270170751,0.180324750175324,0.206254209005348,0.186925613547127,0.331056027554163,0.231123478780019,0.269634527959044,0.157270355184936,0.367338245694077,0.229723108149443,0.0822854031003688,0.278213426780535,0.192482441069961,0.196631832756502,0.265948161347915
