"","gene_name","module","color","kME_oligo1","kME_grey","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10"
"TRIM23","TRIM23","oligo3","turquoise",0.184793949949715,0.205252211836926,0.182696415590916,0.195727879180804,0.189046641599051,0.175050360469617,0.166671675240788,0.158460892205529,0.160262247999609,0.126096166321299,0.0465883824356235
"TRAPPC13","TRAPPC13","oligo3","turquoise",0.153584197441562,0.195475721869813,0.197387941484764,0.193323453250652,0.164478361631423,0.165601221761066,0.161518578495742,0.130916939930182,0.172824976583456,0.143990995756712,0.0516020824373004
"SGTB","SGTB","oligo5","brown",0.174246470737561,0.172434560191524,0.146628440225794,0.133194918480499,0.157903355152386,0.19106326898839,0.133874960563453,0.127099211165196,0.1518433520031,0.150078811438465,0.0355569736312153
"NLN","NLN","oligo9","purple",0.206349401018169,0.222615825854171,0.186307984064929,0.188953903830771,0.188726808564458,0.256288323949258,0.152070049958728,0.117679100225158,0.217313520843514,0.28050446313893,0.0283790220622538
"ERBIN","ERBIN","oligo1","blue",0.643387935235645,0.545191644393761,0.398340437315785,0.266483800725235,0.494110948549091,0.516315703769697,0.487430736384601,0.552110945682168,0.400806718645606,0.312875980782644,0.098321809953444
"SREK1","SREK1","grey","grey",0.208780053091505,0.214303565487974,0.184677585098782,0.140579015917233,0.174643608605187,0.188609150173165,0.184224276675318,0.18557612139835,0.16473368827822,0.114602578890649,0.0492973142241036
"MAST4","MAST4","grey","grey",0.243468644728136,0.22230106797274,0.193297820889418,0.108107533251334,0.171394655981202,0.224464791167832,0.208290108999986,0.209993592111395,0.205815885059165,0.149924702018402,0.0605829036051891
"AC112206.2","AC112206.2","oligo1","blue",0.108271491721538,0.0919668650079414,0.0892405863806323,0.017416486314526,0.0514847471794066,0.054919390607194,0.12120568393337,0.139489873992204,0.0664732822161128,0.0025963116759536,0.0158408223875964
"PIK3R1","PIK3R1","oligo7","yellow",0.329877537325632,0.315473887469889,0.26417136429278,0.190859273423708,0.28431623921742,0.25513127364025,0.309206131297447,0.345325442892155,0.226981415671014,0.128331001118691,0.0970679811330544
"SLC30A5","SLC30A5","grey","grey",0.117139805833591,0.132206742744605,0.118384120265163,0.104514978434601,0.105619164585365,0.112138694220375,0.107295661867731,0.0985800855625881,0.102272748493825,0.0813530340596166,0.00556315877865928
"MRPS36","MRPS36","oligo3","turquoise",0.081578549685916,0.102675226919774,0.0923395815050468,0.110051302335709,0.103962762318305,0.09470797112886,0.0762277551036138,0.0608856576088994,0.0785113766300011,0.08380231945473,0.0228105858828981
"CDK7","CDK7","grey","grey",0.0995600833159329,0.118328092609445,0.114405799247804,0.0785771688877271,0.0777067728183452,0.0996174347951318,0.0965091055786812,0.0846929815492353,0.100329516674704,0.0871670207100584,0.0104549822961726
"CCDC125","CCDC125","grey","grey",0.148917418571343,0.148484466992611,0.125255576533825,0.0836261905815639,0.119792461697617,0.138449370274239,0.119927665080286,0.122853951602921,0.12309928815831,0.109984160883253,0.0212546361537838
"AK6","AK6","grey","grey",0.0966010932021959,0.101570514137446,0.0785842311805901,0.102578673242599,0.102771832786368,0.103700300883865,0.0710046383103894,0.0656622550537942,0.0877110740811694,0.0825951502393142,0.0220267791586503
"RAD17","RAD17","grey","grey",0.137555862544188,0.151827154623583,0.132983562883633,0.111735045001529,0.114482248944902,0.13186501054577,0.12618804304676,0.119075980687406,0.122162061771349,0.101486464194361,0.0139686967231483
"OCLN","OCLN","grey","grey",0.153706156556349,0.149702947620099,0.129387218526792,0.10761171232048,0.131702482440509,0.130355294791385,0.139584633739095,0.144741862950249,0.116436697725397,0.0828175791941623,0.0135037514891678
"GTF2H2C","GTF2H2C","oligo3","turquoise",0.136101946209811,0.168966700128718,0.181490169310407,0.170040048716421,0.139982334471186,0.154905894859833,0.145941697789831,0.113159870654534,0.157850321679854,0.14168579589644,-0.00953168416603637
"NAIP","NAIP","grey","grey",0.282498215929751,0.289000579492089,0.280929916143086,0.143353936623968,0.202209172246954,0.227531728605557,0.301714242259439,0.295861802000975,0.237678983570903,0.14645510708436,0.0354797525125446
"GTF2H2","GTF2H2","oligo3","turquoise",0.146667153737929,0.171868233582753,0.178636368546583,0.177100053432394,0.143435700551119,0.15160407920109,0.148717228393777,0.134924529167321,0.151953774226966,0.119919373017752,0.00033185152902197
"BDP1","BDP1","grey","grey",0.292380682986564,0.297340896343889,0.257364762021568,0.148546752789208,0.215640223154784,0.262032725171212,0.270716030831969,0.256172734245573,0.247800179048743,0.191035965469984,0.0476846794824915
"MCCC2","MCCC2","grey","grey",0.146086452042611,0.162390304185598,0.139786033825141,0.129566322393405,0.130355070802445,0.131925135067478,0.133404120891762,0.126746194136172,0.120307829451547,0.0914107094069385,0.00982412826171426
"MAP1B","MAP1B","oligo5","brown",0.469209773246323,0.481948253460728,0.391395646355022,0.380257107882388,0.41140468361521,0.517509985767892,0.348712245379355,0.318626233647062,0.407503235232681,0.415504578782223,0.0940215978539671
"MRPS27","MRPS27","grey","grey",0.187676721729424,0.191480573380502,0.166181811135624,0.118752997991061,0.147393832636457,0.159518448960321,0.176480254417929,0.172781057112912,0.148109912031889,0.119531529343424,0.036689749062951
"PTCD2","PTCD2","grey","grey",0.128193665571279,0.126318620262461,0.113049391902386,0.0594681877745831,0.0941433252993229,0.103669046878457,0.121966456228204,0.123062356160926,0.102089958905006,0.0621180683254269,0.022872098793691
"TNPO1","TNPO1","oligo1","blue",0.325716361161638,0.308608981584773,0.247318631570944,0.200259343181301,0.271663144664366,0.291226053563737,0.261650272621335,0.269433357076244,0.241851732506121,0.190897490736809,0.0594617126040035
"FCHO2","FCHO2","grey","grey",0.2271397342292,0.220868797487025,0.185685850481873,0.109722757943673,0.16516800198935,0.181297671997003,0.203252776109822,0.214372437826882,0.172121443375804,0.114199734590185,0.0410701364485637
"BTF3","BTF3","oligo3","turquoise",0.0637194486715504,0.10448320176154,0.0889334036327196,0.213426932997671,0.144638181630618,0.098656079288435,0.0469818856457992,0.0375257636950948,0.0745420329601389,0.0800483459123702,0.013797781581378
"ANKRA2","ANKRA2","grey","grey",0.126795117144726,0.132755448278625,0.106357404939147,0.113701709432487,0.125696575801726,0.121714069640693,0.0940983795892101,0.0987084011210104,0.0941800676375378,0.0922677521100888,0.0243101962611701
"ARHGEF28","ARHGEF28","oligo3","turquoise",0.0686992767313865,0.0858395550757278,0.0976939706323496,0.0830267125546905,0.0656245175862552,0.0928041284941143,0.0667868817516343,0.0506552532493306,0.0905727998546458,0.0951299746335256,0.0104611318672011
"ENC1","ENC1","oligo10","magenta",0.0321654254955996,0.0174307623003829,-0.00943041480395235,0.00482181079397736,0.0288669375868264,0.0153187630566538,0.00963461637867117,0.0252304044313424,0.000877236348790979,-0.00396287540599759,0.13153030167027
"HEXB","HEXB","grey","grey",0.100015892369686,0.106161801018908,0.0850151817911216,0.064148841931363,0.0854781996416746,0.0909167663479433,0.0892424344193316,0.0905441358765274,0.0876801022313343,0.0569727838154478,0.01488133165049
"GFM2","GFM2","grey","grey",0.175535979265113,0.177322463545303,0.158888136151532,0.118695433229125,0.141706591468524,0.158960241850046,0.15815686348033,0.149606887642143,0.152529643810953,0.11457606913928,0.0345353155067
"NSA2","NSA2","grey","grey",0.107241289959107,0.114618052482701,0.0911949595791915,0.098433497579768,0.117015904586625,0.106607431545188,0.0817574105164856,0.0830941145408525,0.0795448161590396,0.086217774436829,0.0249794352499149
"FAM169A","FAM169A","oligo5","brown",0.307883913418205,0.304365494217439,0.251924567798929,0.207930435185458,0.258650881194481,0.309950504596273,0.245752347573708,0.234901884484318,0.251731058827101,0.22703332778959,0.0533184962549
"HMGCR","HMGCR","oligo5","brown",0.226393761935063,0.218854385730051,0.167609662550509,0.199732879788118,0.224172357476345,0.252490764039508,0.151466659768602,0.153336606168869,0.179579632236885,0.170217232478217,0.0186546669043582
"COL4A3BP","COL4A3BP","grey","grey",0.352039647986304,0.352890425951497,0.309636933591177,0.206356246292829,0.267494834319405,0.326704554134436,0.310250230458848,0.300592423835842,0.293303060415302,0.241790635406201,0.0519036935313663
"POLK","POLK","oligo1","blue",0.389695865326628,0.383588031170253,0.325410347344776,0.233029772196257,0.317723004036565,0.351613448379795,0.336590550553489,0.330016608665342,0.316199480824902,0.251442017158739,0.0459236909580972
"POC5","POC5","grey","grey",0.166685224908904,0.18003872106278,0.162154398879943,0.128603516025489,0.143008851455962,0.159052597591158,0.159637279159511,0.147793111192262,0.148293320398126,0.116227835637404,0.0169088507528414
"AC008581.2","AC008581.2","grey","grey",0.117682921629926,0.126798797306146,0.0999922867847809,0.116701132244135,0.123675094168185,0.109154801304658,0.0986889714686129,0.103114230110443,0.0985093234606562,0.0704856878784884,0.0224866610040834
"ZBED3","ZBED3","grey","grey",0.147926914901076,0.152461654784114,0.128000374349846,0.119554518338474,0.13482332651202,0.123561625129089,0.144842185182997,0.155362091842733,0.113991246992645,0.0585071099009479,0.00654411690213587
"AC022414.1","AC022414.1","oligo1","blue",0.14555735738414,0.122897498071421,0.10059884161362,0.0543461382912962,0.0952686469828235,0.106550422157211,0.122305343139069,0.135381108984728,0.103068938767972,0.0535212126211508,0.00665731590626193
"WDR41","WDR41","oligo5","brown",0.332325651457987,0.331961315010107,0.276997922217604,0.229092085244509,0.284254310976055,0.337014607400146,0.266124601562767,0.260641749288186,0.286569168103569,0.249535062096122,0.0529992504368271
"TBCA","TBCA","grey","grey",0.279652037216645,0.296272561533546,0.256610622832609,0.223978859573327,0.250088043773494,0.262199718332876,0.257648557342228,0.247065560619009,0.242736140798733,0.18378949447032,0.0476034760187196
"AP3B1","AP3B1","oligo7","yellow",0.37257684450496,0.36438451762133,0.318524068925097,0.18384051394239,0.278443637775156,0.291475038083468,0.358221428156672,0.379875870756386,0.274480096954022,0.170076060844709,0.0375106721481126
"SCAMP1","SCAMP1","grey","grey",0.205389260361909,0.218162706344746,0.186255658074422,0.183663287069494,0.19284506291082,0.195528391405386,0.179849721110234,0.174915438969948,0.172386087916265,0.137891577107396,0.0479971918197206
"ARSB","ARSB","grey","grey",0.173297541889155,0.170300784918704,0.150589700401671,0.0772107115992685,0.119146550570206,0.146558331566801,0.164444072146586,0.163732416947265,0.139330662680761,0.103779198603375,0.0442207787319186
"DMGDH","DMGDH","grey","grey",0.119665329157384,0.126061967683885,0.0997339658754483,0.0632249619611996,0.0918262528204628,0.12992583892121,0.0946703490866712,0.081739665339257,0.112689851812314,0.114984310702095,0.0257514807647835
"JMY","JMY","oligo1","blue",0.216618922009007,0.200179459060928,0.160382377312102,0.121684356331869,0.172892985952403,0.195482344517079,0.176208954245605,0.179122722896688,0.15510580935864,0.137846865461308,0.0420146822006304
"HOMER1","HOMER1","grey","grey",0.102164929898898,0.109490335492709,0.0874329899112083,0.0776712767408168,0.086209338811021,0.110631772885035,0.0757503731955541,0.069412606261766,0.0922900325813762,0.0978754247771007,0.039801965809503
"TENT2","TENT2","grey","grey",0.367246797292899,0.386652843706814,0.343327698997995,0.25364060054814,0.30691757692116,0.335847354732402,0.342033277566447,0.325035323615105,0.316840412788638,0.235361652901617,0.0616398739414753
"MTX3","MTX3","grey","grey",0.141861356179666,0.158801734372138,0.137292914286978,0.135689723463917,0.136390442380595,0.139699789087068,0.126506051700288,0.119102867930551,0.126075359261532,0.101997834295123,0.00650626471124762
"THBS4","THBS4","grey","grey",0.114343427394924,0.118637485767168,0.0974957332996687,0.0796091460123116,0.0924673053649211,0.112738525304681,0.0964553457917719,0.0921777926104934,0.111479485579569,0.0814332986797339,0.0224739063219076
"SERINC5","SERINC5","oligo2","green",0.347341814089005,0.366395327127292,0.368554687110619,0.247860389237394,0.295343341982536,0.326392429601837,0.342785513609928,0.321927603111646,0.305644271530605,0.223763069310895,0.0598899336731113
"AC010260.1","AC010260.1","oligo3","turquoise",0.078854902803939,0.115814759497429,0.0796476574200254,0.243482916663553,0.163769778945692,0.119996582233295,0.045539184400045,0.0303716758932081,0.0816442185864045,0.107400575920078,0.0103802438443141
"ZFYVE16","ZFYVE16","oligo3","turquoise",0.328247143081629,0.404441026592939,0.422302424393071,0.352671988445943,0.308008407477339,0.365154067997983,0.368594627187507,0.291751832351207,0.392429903891906,0.30309873043505,0.052125134777367
"FAM151B","FAM151B","grey","grey",0.0918593064337716,0.0802938253299778,0.0618012724265472,0.025653210678848,0.0608693864934944,0.0706302950555466,0.0756931274965317,0.0859560601526638,0.0512549687900154,0.0342162945207956,0.0041113583531415
"DHFR","DHFR","grey","grey",0.127742187672611,0.101274486490529,0.0474061516781005,0.00252355369741086,0.0768361629017296,0.0740496884232366,0.0812746415614663,0.125101856377242,0.0335377882578686,0.028081783221917,0.103796618778538
"MSH3","MSH3","grey","grey",0.239841326167432,0.25868525359879,0.231598641490965,0.17609716900064,0.210558815132137,0.227609564275787,0.224767496293521,0.211652979879776,0.217053401135558,0.161914597571723,0.035637327693297
"RASGRF2","RASGRF2","oligo1","blue",0.529085250927543,0.528712991795776,0.488492951260912,0.304778941953901,0.392204239638216,0.507069563865508,0.483038391139146,0.44464278211873,0.493151655027502,0.390023234499358,0.0807642751624907
"CKMT2-AS1","CKMT2-AS1","oligo3","turquoise",0.285927819969047,0.307520289024579,0.28030767112138,0.254739856483494,0.251706653725366,0.297838331161983,0.252366483923775,0.228474227638586,0.267492842238304,0.235712623001998,0.0538150270848016
"CKMT2","CKMT2","oligo3","turquoise",0.11827188132993,0.175434971326848,0.147791143003128,0.270961702508818,0.175746502199572,0.260929113113736,0.0570864952295589,-0.011321454536638,0.209926060136728,0.318388318581824,0.0167314716492379
"ZCCHC9","ZCCHC9","grey","grey",0.123711997097158,0.135782530102317,0.117762086525251,0.106124590092932,0.10662475856872,0.132712889965586,0.106973614622102,0.0900500596270217,0.109061083741051,0.10687318518422,0.0293392866408417
"SSBP2","SSBP2","oligo1","blue",0.479113503607811,0.440996071178945,0.354194116060228,0.263460316157753,0.380648719345549,0.458912704015753,0.36964730348136,0.365518852428846,0.380027508588181,0.352463585085152,0.063894458784656
"ATG10","ATG10","grey","grey",0.163979278805352,0.19062532395575,0.20560157614343,0.130130531717097,0.126289590381767,0.157196605091457,0.193713189704241,0.167679363354584,0.184082806395404,0.124068662661982,0.0307574092748053
"RPS23","RPS23","oligo3","turquoise",0.0649460239201003,0.0900378315623335,0.062572904479619,0.166285426522969,0.127632117386036,0.0810058126968561,0.0352907685506177,0.0396092228169009,0.053572639051204,0.0597105449722928,0.0161861031742128
"ATP6AP1L","ATP6AP1L","oligo2","green",0.18129246895806,0.207053070124014,0.232154816399393,0.135918713096447,0.143384874462269,0.187349789022313,0.1891075615298,0.153597492052011,0.195210547328444,0.162294652838262,0.0152391955781221
"TMEM167A","TMEM167A","oligo3","turquoise",0.169847809617823,0.186116352073258,0.15954381100116,0.208522064946506,0.196294757161629,0.178750257889225,0.136495569210027,0.131701221261336,0.149132317063564,0.134477194793562,0.0320858791958653
"XRCC4","XRCC4","grey","grey",0.210274209120237,0.214296439392106,0.198113705400937,0.134634021058028,0.165823065507278,0.196370312648285,0.199993708419121,0.185824624904065,0.201887308766825,0.15555857692269,0.0239826215231268
"EDIL3","EDIL3","grey","grey",0.626076139035169,0.610935244639057,0.522668180086639,0.400756042748981,0.545478988846474,0.523900632202329,0.572399934023949,0.604738651323145,0.472121873832611,0.310510353933599,0.0891883282440607
"AC113383.1","AC113383.1","oligo3","turquoise",0.100735915818122,0.130171158482567,0.140979686780504,0.116142903379061,0.0944745414457635,0.133631065669714,0.112509028780282,0.0804534154141982,0.1429451562675,0.136697882967272,0.00833705879516858
"COX7C","COX7C","oligo3","turquoise",0.0365036693695188,0.0606740795862114,0.0491911969939468,0.155275123161293,0.0929098096558583,0.0732905070526146,0.0133924346804518,0.00639806097623139,0.044210734973418,0.0639733350614006,0.0287402567226141
"AC109492.1","AC109492.1","oligo3","turquoise",0.0521532711009037,0.0951790176688851,0.0738745328801133,0.212250442012865,0.125809348379148,0.0819107602933305,0.0503962812632525,0.0372106475781539,0.0773771577585214,0.0682905012765744,0.0256648081192735
"RASA1","RASA1","grey","grey",0.378062125685689,0.385951712438765,0.325072697436238,0.284850754967669,0.329080290392228,0.351980721108372,0.33260590347891,0.321924875272144,0.313461401279944,0.242464431207543,0.051138186002315
"CCNH","CCNH","oligo7","yellow",0.337874251118534,0.31359601601876,0.271631535821248,0.143612148405101,0.252824011023383,0.221749864936813,0.332136763775168,0.383567438496588,0.205577649816257,0.0865709074845981,0.0349785388484839
"TMEM161B","TMEM161B","grey","grey",0.200466212954356,0.208384807880043,0.175632292098808,0.135606699213046,0.168496055001198,0.17893843709125,0.18494581403131,0.18302759364786,0.169698121829427,0.121694565478216,0.0351464756923282
"TMEM161B-AS1","TMEM161B-AS1","oligo7","yellow",0.404638449284707,0.375507076708344,0.325076766655155,0.155285509370808,0.275995387059872,0.332015916024909,0.368252150031332,0.379053019013984,0.306861832929168,0.224393575669057,0.058874578788452
"LINC00461","LINC00461","oligo7","yellow",0.0996307905830243,0.0979462176161134,0.0913817072426087,0.0371606828863437,0.0688203617321184,0.0505132088664554,0.114339627099574,0.139768325263096,0.069647160069273,-0.0054760199796774,0.0336275686337396
"MEF2C","MEF2C","grey","grey",0.00634465894729584,0.00913956009866886,0.00477904586667915,0.009779137635935,0.00369643003892755,0.00587839475020085,0.00144364187798582,0.00676980874523394,0.0064046179835399,0.00318316735706862,0.123899127918111
"CETN3","CETN3","grey","grey",0.158690089844376,0.167705748327001,0.140526522326161,0.110645345210998,0.134037534598251,0.145150956906787,0.135352076117358,0.133545370342645,0.127938940955038,0.10121422169333,0.0272673479301089
"MBLAC2","MBLAC2","grey","grey",0.109298398198345,0.103183700237673,0.0761989865508265,0.0693108927618175,0.100320380189032,0.0905989347401242,0.0793558585058108,0.0913182804606222,0.0676105224670013,0.0611118737599968,0.021843946513968
"POLR3G","POLR3G","grey","grey",0.227667735682895,0.250879498601985,0.232315926166417,0.170021998875818,0.177590632275294,0.236590600741235,0.2161263490904,0.194567039000045,0.23853652384869,0.188783254635486,0.0343176956692106
"LYSMD3","LYSMD3","grey","grey",0.132032418283671,0.134560255021384,0.10336586641135,0.127472476341713,0.138273778998851,0.121321156600395,0.100342319853884,0.106507506311823,0.0887867490510268,0.0753220172619151,0.015288514157558
"ADGRV1","ADGRV1","oligo5","brown",0.147296838071378,0.136409109330981,0.0932444280743683,0.135335893432536,0.153128531071401,0.174258097477004,0.0767889194416306,0.0798519657508862,0.116568879056419,0.137416547582095,0.079292372493356
"LUCAT1","LUCAT1","oligo1","blue",0.248059745264772,0.194515592789768,0.0976097925199891,0.123718959842949,0.209736992254968,0.286091744141058,0.101392047144694,0.100966458202009,0.181849562151114,0.254468983669367,0.0456967971545175
"ARRDC3","ARRDC3","grey","grey",0.183317531699709,0.190883526953059,0.153551397962602,0.192848932540661,0.194872456964846,0.213373601583194,0.132249473920401,0.112418825773354,0.169511800306459,0.192338624026681,0.044559749766999
"FAM172A","FAM172A","oligo1","blue",0.471293677308715,0.447326857442147,0.385272388348187,0.241794082740232,0.358384021683832,0.404277958330988,0.415952593767975,0.422098608422417,0.368661283096671,0.272246925033736,0.0707434544292393
"KIAA0825","KIAA0825","grey","grey",0.146741044470606,0.15684570851605,0.142291541816795,0.0857076391707886,0.103389632947047,0.141450668492233,0.142728770300731,0.128400328962522,0.141021394440019,0.112851997522629,0.0300217523231503
"SLF1","SLF1","grey","grey",0.0818277793881593,0.101747061017427,0.093861974967214,0.0990481144058531,0.0878722658423403,0.0911085145759878,0.0798722462206895,0.0672593619129518,0.0871608066210544,0.0807083237514509,0.0250666725818798
"MCTP1","MCTP1","oligo10","magenta",0.0422994940919545,0.0295137042936673,0.00592825371563347,0.00938564037569205,0.0390907161844221,0.0334406134605994,0.0218550010666195,0.0314373210195786,0.0204329938393221,0.0146219028306283,0.11446264151466
"TTC37","TTC37","grey","grey",0.335878869207444,0.342341145624532,0.288513813792678,0.234978358128768,0.284475951752488,0.305048067394352,0.290115522761241,0.288421951964205,0.264721737014249,0.220705748119373,0.0573299515264581
"RHOBTB3","RHOBTB3","grey","grey",0.229438133943254,0.218377801677069,0.173133294155982,0.127254468755511,0.185359415271722,0.184001919965141,0.186828381835988,0.203136929785311,0.145363494041228,0.114829841503971,0.0565672720257344
"ELL2","ELL2","oligo7","yellow",0.448730704217994,0.422886322604536,0.372247775543041,0.22513768418484,0.346948857918284,0.359947381207043,0.412911243052213,0.442730972605987,0.335384816391351,0.211935260870695,0.0582636525967254
"AC104123.1","AC104123.1","grey","grey",0.161699040878149,0.173307121106661,0.16642250498099,0.112019225801329,0.13129736665599,0.166424666796613,0.159029501550282,0.139970338441511,0.159781729053127,0.142113974049157,0.0171119009190759
"CAST","CAST","grey","grey",0.285101285667618,0.287176246084524,0.239002708617607,0.185715351654926,0.232801033748229,0.272630132940859,0.239567405172389,0.23575685483145,0.233098028436398,0.20701682587683,0.0297847038181447
"ERAP1","ERAP1","oligo3","turquoise",0.113067070558111,0.146563787069012,0.133004197669326,0.18829669750905,0.140678624589761,0.133994410901336,0.0964687080472415,0.081496841198502,0.121611559234243,0.112692068686104,0.0152601411045857
"AC009126.1","AC009126.1","grey","grey",0.171672532024312,0.180614568819178,0.178478235871055,0.102775895720853,0.117676948803996,0.168524897139592,0.16607730720178,0.149379944491806,0.176716302078741,0.136414226126949,0.0355181926518727
"LNPEP","LNPEP","oligo5","brown",0.312576071742268,0.309549663768349,0.268246602577013,0.200637639671456,0.263784503778555,0.307157197470162,0.262337239004352,0.254799257929809,0.266172691239053,0.21292839710012,0.0551286946619518
"LIX1-AS1","LIX1-AS1","grey","grey",0.128372557070798,0.148126900303214,0.134951011029188,0.102209982570743,0.111830944060841,0.13800685249382,0.123839472375396,0.106645774329515,0.130943480241051,0.111127015297066,0.0348145182518101
"RIOK2","RIOK2","grey","grey",0.102770870754741,0.108509209224358,0.0859718592141604,0.0889121576081923,0.101737252504495,0.0852245254193556,0.0897151240347475,0.0896937236448541,0.0661245500402956,0.0536569644832846,0.018979764518643
"RGMB","RGMB","oligo5","brown",0.118944081431057,0.120617370795516,0.0831179950504533,0.127440973877409,0.131698600929772,0.180765200852506,0.0554376455654062,0.0265826398393167,0.121574766133059,0.185866389279896,0.0173173998797589
"CHD1","CHD1","oligo1","blue",0.232084944181711,0.220825754616169,0.174109694803982,0.124998070337037,0.182531613120246,0.180976750972193,0.199112455658905,0.21219348018518,0.155660956328218,0.105385256601205,0.048614100904426
"LINC02062","LINC02062","grey","grey",0.211262398291715,0.221025038215293,0.200109871622507,0.125822987966203,0.164366628938181,0.170179737178226,0.204010647819891,0.202857979656322,0.168791800306318,0.10773820237875,0.0466803391551615
"FAM174A","FAM174A","oligo3","turquoise",0.0757898076749235,0.0955470993530448,0.0881744000836844,0.116740220593247,0.0942001205281257,0.0872947102275807,0.0659806703872368,0.0539676230422163,0.0814365695604521,0.0726631252425474,0.0186219762490863
"GIN1","GIN1","grey","grey",0.167689699792641,0.167121225754352,0.134791524811086,0.114625375440535,0.140176581846089,0.152186557675686,0.138728995055589,0.135767019260666,0.130743847988665,0.106984576252325,0.0149775450896925
"PPIP5K2","PPIP5K2","oligo1","blue",0.269220911008287,0.269459807236826,0.225682502455504,0.18123583070213,0.216168585263168,0.26006723481134,0.218395431728917,0.209904937847328,0.221427045396366,0.199406570473419,0.0340783383848709
"C5orf30","C5orf30","oligo1","blue",0.212599845900105,0.199324562914811,0.162754594568563,0.136908750371506,0.17593779287009,0.182507218753793,0.174272082634254,0.186074671206121,0.150566420243708,0.116350131014724,0.0363534571213963
"NUDT12","NUDT12","grey","grey",0.125267935748248,0.142588665283445,0.119949004319397,0.154087822662443,0.145281645844775,0.126688291894693,0.0981896567807825,0.100305519828966,0.106106066342368,0.0910271511497407,0.0201941986328579
"EFNA5","EFNA5","oligo10","magenta",0.0261776045287408,0.0139312963065532,0.00268394652262478,-0.00917559968372433,0.022642508515768,0.0120078776355182,0.0145983239382864,0.0228944335916408,0.00388331466161548,0.0054866806300317,0.160906808074283
"FBXL17","FBXL17","oligo1","blue",0.390427734685748,0.372849790137811,0.314690541627344,0.202791424657471,0.296165889208216,0.358537288950263,0.325718303043572,0.317181350806303,0.32854097684851,0.27510922554228,0.0598145302279984
"FER","FER","oligo1","blue",0.383149724904053,0.367934684017771,0.307805971157166,0.196589225727482,0.292578229152858,0.35137946768685,0.325877046681353,0.322566304074236,0.312233871299848,0.25094904304386,0.0418846802608764
"PJA2","PJA2","grey","grey",0.291673287129858,0.303921785518938,0.239551630145167,0.26837967073096,0.292849774257971,0.278138563461571,0.231747484115518,0.231038091688204,0.227552671509553,0.18429372989165,0.0786943912294006
"MAN2A1","MAN2A1","oligo1","blue",0.684943292589468,0.618676883908279,0.485220560169922,0.371996658597672,0.557316014474242,0.636219401097811,0.523805231584231,0.529381433459045,0.512946413886926,0.453661134390598,0.124742204500246
"TMEM232","TMEM232","grey","grey",0.233878179962131,0.244984206832817,0.214472378887558,0.147379396372666,0.173608400474224,0.231792317082549,0.206529398202081,0.183491250737928,0.217597580246891,0.186666571889401,0.0496048310322431
"SLC25A46","SLC25A46","grey","grey",0.211877260088162,0.234766239762415,0.218444855569631,0.178461897032681,0.184612741136733,0.208205845540574,0.20487273839309,0.188971176714213,0.197485710034228,0.154418847787018,0.0290384070000208
"WDR36","WDR36","grey","grey",0.149532178453908,0.150535710547503,0.120832125602042,0.0969568365048543,0.133503701581202,0.131730690717544,0.129134471910949,0.13172201595597,0.108299441767392,0.0851702625170335,0.0511733084417893
"STARD4","STARD4","oligo5","brown",0.180748857734973,0.172828099308025,0.138625276764663,0.123999204260516,0.161472160037065,0.173567858609178,0.147362857769856,0.154615057269341,0.138170012519879,0.10409129079936,0.0229264084730706
"EPB41L4A","EPB41L4A","grey","grey",0.177259639769373,0.181247230536773,0.153527931044297,0.10250237002925,0.143504836797751,0.163507474479624,0.16230264847011,0.167458498573163,0.141525204663646,0.0934847414134642,0.039538495180015
"APC","APC","grey","grey",0.292071108299571,0.293319899397535,0.254962704079571,0.169862187340264,0.22802826043746,0.255417923537893,0.273220536113402,0.271171170716069,0.240230312093131,0.17488431274296,0.0387532019921909
"SRP19","SRP19","grey","grey",0.144674997076433,0.153529366975541,0.1348455980869,0.104953241530333,0.122705681995177,0.122874026066496,0.137504370785567,0.135453828687481,0.115300331478702,0.0847800648669438,0.03681740961017
"REEP5","REEP5","oligo3","turquoise",0.163430494692556,0.199745907313306,0.17311580455522,0.256073391357306,0.215284781383402,0.178282505500033,0.135861793676123,0.127737928041177,0.149259440825843,0.131353309300211,0.0414609977467374
"DCP2","DCP2","grey","grey",0.170084332367626,0.174088830992059,0.149056176138345,0.113656098865686,0.139984926363821,0.15967333441916,0.143937602778821,0.14430411279812,0.136608912166201,0.107331399984467,0.0139369095418643
"MCC","MCC","grey","grey",0.105709123151514,0.103830590179723,0.0865573032227776,0.0638018907271508,0.079577381081307,0.117209790861628,0.0771556318280715,0.0703429365176653,0.0949029553676868,0.0903885754603519,0.0248980865522512
"YTHDC2","YTHDC2","grey","grey",0.289185429437386,0.291228695994339,0.251428779155163,0.186140599947148,0.236847253679083,0.258277088560363,0.260146726882316,0.25560803979748,0.242612564156889,0.176654453610505,0.0481463985114117
"KCNN2","KCNN2","oligo5","brown",0.130085019082477,0.133215795061649,0.104067648300304,0.0892436649908184,0.109125165788126,0.156762270773314,0.0910639476596142,0.0750894628428476,0.133409587188889,0.136857600424111,0.0308324505462921
"TRIM36","TRIM36","oligo9","purple",0.191234869363135,0.240660409427033,0.234031364859173,0.228993246283516,0.19032366788926,0.2478757199837,0.170795137852633,0.121418381912359,0.233512099126844,0.27869685239223,0.0236026123326451
