"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10","kME_oligo11","kME_oligo12","kME_oligo13"
"TBC1D14","TBC1D14","grey","grey",0.122146372121747,0.118170064805136,0.0589392052751241,0.111578130575719,0.0691062530235083,0.104810063143322,0.120486878320754,0.112018404361957,0.0814392126500204,0.102498692763482,0.0955184819974947,0.0484624096224183,0.00468698882738623,0.106997865806448
"SORCS2","SORCS2","oligo9","magenta",0.316023532096923,0.226613797655583,0.0244162085969005,0.254382323681141,0.305432488938569,0.353115109920471,0.386608428776501,0.310441367796385,0.106989482569423,0.424589208166039,0.252940790759354,0.121977624077454,0.00392270236231685,0.292099736018345
"ABLIM2","ABLIM2","grey","grey",0.116575031249597,0.056901376412044,0.0262286732879605,0.102269909686011,0.124077348671856,0.124425173058019,0.106110642322424,0.0943128778311389,0.0364841197186559,0.12492777573077,0.0921140786941487,0.0675380137696451,0.0215912447488402,0.0921695043195452
"ACOX3","ACOX3","grey","grey",0.141087838519326,0.0783005013841193,0.0292577151633801,0.128802988956052,0.136717326342714,0.143963828727489,0.126243196504068,0.105158578522783,0.038779703155625,0.138661933171886,0.1141221069886,0.0761190835079544,0.00959858098583409,0.097504847389466
"TRMT44","TRMT44","grey","grey",0.0981762763205807,0.0885852050317044,0.0320343277177823,0.0933212752327882,0.0645157490540835,0.0872377347392725,0.0931211415741635,0.088337559729621,0.0479273741360261,0.0848622825991903,0.0694616829558926,0.0352727953852725,0.00101101193946703,0.0818481664950553
"SLC2A9","SLC2A9","oligo5","black",0.0936771748859755,0.0243185053091728,0.0129582691330219,0.113931685945592,0.127340860782424,0.1215798564987,0.0634927838224357,0.0444169288981489,-0.00315010147213135,0.0902418174528654,0.0772937511608311,0.0605835180780846,0.0166825316054272,0.0542816214037816
"WDR1","WDR1","grey","grey",0.100260812518319,0.0687836710994216,0.0820088466050657,0.101898487892177,0.06938934112928,0.0784833625324956,0.0698146273393075,0.085917055212303,0.068797164408817,0.0678258735806201,0.0662462710143474,0.0772715250948517,0.0244893284548002,0.0546729085231794
"RAB28","RAB28","grey","grey",0.184216041060008,0.132362423417028,0.0724629265994697,0.150585021119924,0.150224328105524,0.157415321846095,0.16059832267715,0.168264666291124,0.105105594654459,0.172512825869505,0.13439021115862,0.0950991795010232,0.00842309016404457,0.147669140917114
"BOD1L1","BOD1L1","grey","grey",0.277706911861868,0.193142001372469,0.129518896113697,0.245547461062731,0.212225560550581,0.240545872226365,0.230649580184111,0.222301019664529,0.136819651446181,0.231087463835651,0.218077825711968,0.143801632081486,0.0265735363118839,0.196332893763135
"LINC01182","LINC01182","grey","grey",0.108455355388577,0.0451540640650035,0.0327347811518774,0.0750146070059393,0.133048488703805,0.0907256645562542,0.0817395693127848,0.0725895894637082,0.0245021748388727,0.1032743894553,0.112851531113699,0.079221587929545,0.0129322752427294,0.0731659061360565
"CPEB2-DT","CPEB2-DT","grey","grey",0.0819884291455294,0.069244134164362,0.0538534705592966,0.0726719582086696,0.0540693073753041,0.06236940796917,0.057933099624462,0.0692411708456593,0.0615271604439002,0.0639469093274789,0.0585247422804764,0.0485982375614819,0.000929057598855274,0.0614263895320969
"CPEB2","CPEB2","oligo4","turquoise",0.423017573407308,0.228818162094843,0.178721861681028,0.327488645319753,0.436247660518074,0.354305591384676,0.345189320530683,0.371155271356352,0.220501113964762,0.442016218956032,0.366519756602138,0.316013126649133,0.042500330796712,0.312026500761317
"AC098829.1","AC098829.1","oligo10","green",0.162260800038375,0.0459506487005365,0.0813586071598727,0.142195730689913,0.178519426319803,0.131501635509263,0.101566173838511,0.0787351599880795,0.0439260335540037,0.137211864016256,0.238127044599973,0.133015299096463,0.0213107192986457,0.0903277300481816
"CC2D2A","CC2D2A","oligo10","green",0.142410846446423,0.0788693138223154,0.0623116139808687,0.116357793562159,0.129879843307431,0.115034525891725,0.105028741217272,0.101134855694835,0.0571378466344027,0.119148808240668,0.186491395781503,0.0919894852034085,0.0253586027801022,0.101237047009042
"FBXL5","FBXL5","grey","grey",0.262974242158451,0.225263297004908,0.150449062109155,0.216002652548012,0.172404328939587,0.203437684538229,0.23170683524514,0.255523316483702,0.198095447366731,0.233332482728743,0.194839997126743,0.147605346255792,0.0253373747635792,0.201561368524743
"FAM200B","FAM200B","oligo2","brown",0.133882144724317,0.101658733594153,0.191104758156953,0.118002389904531,0.0557437407483723,0.0616029634184266,0.0677508505941924,0.112742651098357,0.161511701617014,0.0713246959121019,0.121205645942016,0.116134023626483,0.0169184739841788,0.0736890554868265
"TAPT1","TAPT1","grey","grey",0.223260254625921,0.18121157631551,0.126658934388466,0.186497288127851,0.154818905826579,0.176598829735834,0.201181850840218,0.214784387423541,0.160993045897851,0.199602695414743,0.162367605066501,0.127950261194153,0.0362387759633678,0.176826680610869
"TAPT1-AS1","TAPT1-AS1","grey","grey",0.292647862648755,0.197372110043987,0.0766074819276993,0.238060246531654,0.275383376074756,0.275602729107787,0.270244895798766,0.270155604100446,0.140636275319147,0.301349108802137,0.24262410767262,0.153380838823017,0.0386636877097156,0.247003937999856
"LDB2","LDB2","oligo13","salmon",0.104131056319938,0.116933042803504,0.0214950562337151,0.0742538579055659,0.0560588674875548,0.0900763201135888,0.137921995916989,0.112297828083619,0.0635831624542462,0.109012397289664,0.0898069398658649,0.0246682476236601,0.0355927223412175,0.15873211274635
"QDPR","QDPR","oligo8","greenyellow",0.311580054263038,0.384018999893374,0.440659475667746,0.260263424302616,0.0309894875725089,0.187400466768994,0.288959279816953,0.44882434778313,0.609008032869138,0.247535945705391,0.153285515806786,0.286052730274763,0.0614233056525323,0.197046970226622
"LAP3","LAP3","grey","grey",0.104820602542711,0.0940034307259055,0.115353624470301,0.0959237218826412,0.0376146787166406,0.0659281372972897,0.0730963069835039,0.0978019337749797,0.112202831950915,0.0670517294324084,0.0736512228590427,0.0786767232957315,0.00988375988633729,0.0528085316030654
"MED28","MED28","grey","grey",0.165641535071313,0.134530159644594,0.0788767544938282,0.142072228842307,0.117993130259449,0.143148943501498,0.159610859077111,0.153773785914358,0.105137965139744,0.151868993418158,0.124033454511496,0.0855214418552314,0.0105574684155495,0.131186822151831
"FAM184B","FAM184B","grey","grey",0.110511720498863,0.0774639673193634,0.0714329911278002,0.0937659727926908,0.0811979347214063,0.0922131809751212,0.0894131816916552,0.0894322581834144,0.0764176973292321,0.092439166466281,0.114342856966093,0.0702991578641005,0.00565001922686812,0.0764874085525671
"DCAF16","DCAF16","grey","grey",0.153583483508332,0.102216999639547,0.0755604018388233,0.118129410094637,0.122796914609794,0.123232539570725,0.126413883846678,0.123152994049546,0.0836893563628589,0.140216361142768,0.129484618135546,0.0890540682065101,0.00328087434588151,0.11814448692575
"LCORL","LCORL","oligo7","red",0.224164681567637,0.258780812800308,0.0917214231892238,0.183416600611704,0.109444065553101,0.18550946515352,0.24772287075336,0.280303133962778,0.194003263760492,0.216344433548484,0.106408973393029,0.0713101096272349,0.0389117481525849,0.204182825667242
"SLIT2","SLIT2","oligo1","yellow",0.0753566323109132,0.189219232845781,0.0398819741775416,0.0735943365106678,-0.0319501136421088,0.0516336538638336,0.0963547524548898,0.103883359912864,0.10355359774784,0.0354110880293361,0.0203953859566955,-0.0248990901215571,0.0397803241935377,0.094551102322694
"PACRGL","PACRGL","grey","grey",0.18370869743444,0.121954095366678,0.0615003494867007,0.154926667370154,0.159056879443025,0.169119697892559,0.160653418145937,0.153356062199812,0.0873969870077937,0.168697851543569,0.138510237485657,0.0912055291970568,0.00989599850317411,0.139269562805244
"KCNIP4","KCNIP4","oligo1","yellow",0.0674474451727285,0.163115555537639,0.0020561116992257,0.0559281908340337,0.00753993006451587,0.0558002841474285,0.108833694323545,0.0995323803184689,0.0495152314079735,0.0548008317449427,0.0476589262357165,-0.0161694937967662,0.131469632802983,0.12869931037642
"DHX15","DHX15","grey","grey",0.233305679386501,0.176037177113609,0.151266215309485,0.201868025023535,0.15508629207868,0.180178181344537,0.194749455819754,0.21718118438217,0.182141858791507,0.199492886027308,0.170186502090776,0.145845717102075,0.0306251924388477,0.165356767632617
"LINC02473","LINC02473","oligo10","green",0.131519467334559,0.0702970712198918,0.066996523667366,0.126669224889005,0.135124901007795,0.116951039800391,0.0941290006151551,0.0638605646396991,0.0374292290346181,0.104283352952495,0.174568257684517,0.0872105526934454,0.00503609142399814,0.100427629232507
"CCDC149","CCDC149","grey","grey",0.12304884523102,0.0855044825324789,0.0350346395549717,0.102444231542171,0.0970079445933027,0.10940848492271,0.106782927522697,0.102917357909887,0.0473005061461679,0.111758094278265,0.0892134873662204,0.0511115922360544,0.00615511848500713,0.081382506509119
"SEPSECS","SEPSECS","grey","grey",0.0845200797062581,0.0625606603451347,0.0683670179598111,0.0640175354803441,0.0544344683570587,0.0438894520443797,0.0578474302553005,0.0710553275680893,0.0726330792327629,0.0652993013651036,0.0764504424936063,0.0642773391732721,0.00538737339952088,0.0621886628330239
"AC104662.2","AC104662.2","grey","grey",0.132597772445969,0.0700270658864692,0.025484387331746,0.127314655061326,0.144956116500017,0.14082917580938,0.120337940316341,0.105259839821046,0.0426296970477469,0.140394496508985,0.0895019754356677,0.0749884934036305,0.016831822086211,0.10491512506479
"ZCCHC4","ZCCHC4","grey","grey",0.105603411612119,0.0752854867184384,0.0475800400221239,0.0930402803949271,0.0863403598266545,0.0861552723217605,0.0854985936190032,0.0873086734344457,0.0586906657507599,0.096144229480367,0.0837791704637976,0.0603233895992585,0.00754810668665083,0.0752513994639715
"ANAPC4","ANAPC4","grey","grey",0.160878181627182,0.0980643270481985,0.0780127914329382,0.133307315991467,0.129924924326559,0.124317154022624,0.122253768356048,0.125477084215956,0.0850656061831021,0.13649955721584,0.136869105674358,0.0950590207668168,0.0156636107432177,0.108979559409227
"RBPJ","RBPJ","grey","grey",0.379762318868972,0.279925765479556,0.163283962300108,0.325121411253302,0.309270875165127,0.336489341580394,0.350622227538498,0.347161165181744,0.230809086774973,0.374516703125921,0.291277788650241,0.22761199433544,0.030194171073842,0.296384757344875
"TBC1D19","TBC1D19","oligo4","turquoise",0.213521895805065,0.0974707985788139,0.0632397032869747,0.179043181036492,0.221811891080441,0.19138805174339,0.172007505600415,0.15297737715242,0.0644544281759225,0.205266884781791,0.197361624967,0.132927700293137,0.0299806667900324,0.148161254742528
"STIM2","STIM2","grey","grey",0.200404719095427,0.143966491687966,0.081885260611786,0.15547517577974,0.170684630488228,0.165106773442738,0.171356772297115,0.185834830291904,0.124309209231558,0.195915108527278,0.149159226948989,0.113777585293434,0.0240813238145697,0.154413196619196
"PCDH7","PCDH7","oligo1","yellow",0.00918185515618642,0.0582531137139149,0.0133242644261244,0.00825459407850299,-0.0180221995472501,0.00695337754599492,0.0243579867473479,0.0405647896869275,0.0403133758235512,0.00202750263022222,-0.00550688168895617,-0.0152544716261775,0.117441496868993,0.0226965919479074
"ARAP2","ARAP2","oligo1","yellow",0.406990753218039,0.567195105029293,0.149381349755311,0.34769457291241,0.156662151141155,0.320713104524278,0.469586624174392,0.439524149994362,0.317565332188085,0.344017562823059,0.30723841576379,0.0562109481909502,0.0244235965953484,0.477844326874584
"RELL1","RELL1","oligo4","turquoise",0.186949155395171,-0.0635201289049864,0.117251890425103,0.134421016460867,0.313091058662869,0.152946087025726,0.0531611771549688,0.0831160876952314,0.0247165997727573,0.17603516302966,0.206275143573922,0.263778295690119,0.0414674275642522,0.0195430499371833
"KLF3","KLF3","grey","grey",0.153207714894877,0.119281259313143,0.121639267175887,0.111009732101212,0.0973695487720273,0.114459846742959,0.133507138736757,0.165064808072992,0.155501845438629,0.139523194187754,0.110329812015432,0.116830387864563,0.0196593182153159,0.109369118470961
"FAM114A1","FAM114A1","oligo1","yellow",0.0721352607232477,0.156331812604071,0.0403046664815074,0.0700867831548555,-0.0203359772667061,0.0588251873653157,0.105939095107558,0.0970951752056301,0.083611839252736,0.0456970706751499,0.04815230994439,-0.0172151432132191,0.00334866194710638,0.110642836810659
"KLHL5","KLHL5","oligo7","red",0.107903625455077,0.15011984983737,0.054455326416577,0.0788784285890051,0.0306209063945235,0.0811456077536158,0.133006274052856,0.146171391922572,0.116105391803431,0.0975086714102277,0.0732901268746173,0.020386174062546,0.0160830377202501,0.134470914327443
"WDR19","WDR19","grey","grey",0.124698453698455,0.108047456585442,0.04119671894882,0.104907079384109,0.0754599027911863,0.0986040694910777,0.117603124019454,0.110545796462416,0.0600776222890198,0.103601857438164,0.0944246756732538,0.0432077998491972,0.0081207926775137,0.113313229264925
"RFC1","RFC1","grey","grey",0.253664327405577,0.19056903906151,0.15391285310586,0.207786595848385,0.178824243857746,0.185947507310606,0.206710734559185,0.218740318797803,0.178858436941484,0.210087001835147,0.220385094493196,0.158323693427659,0.0300719753850949,0.193298581278076
"LIAS","LIAS","oligo3","blue",0.133857960866086,0.0925073330342822,0.0644905322940096,0.143264364190185,0.106790159898983,0.134909769389356,0.113509615636616,0.100473548463546,0.0707738811243124,0.114504508050019,0.0982051547707674,0.0765467132241782,-0.00477036398342513,0.0914557804560568
"UGDH-AS1","UGDH-AS1","grey","grey",0.213891966042333,0.127672360892303,0.0611983278977884,0.169442799529368,0.198819526976401,0.195143879510105,0.197375437482701,0.180762097617365,0.0935393369840175,0.221230104667095,0.184126611120011,0.123672857353573,0.0177240153630818,0.161776031949654
"SMIM14","SMIM14","oligo10","green",0.181657986928156,0.0869508647648755,0.118582627217087,0.144874940764105,0.176696970969074,0.151701985946183,0.135082700982533,0.14454991557879,0.121669723146622,0.172536861477012,0.19892576058353,0.167089578515453,0.0172270641540321,0.106420468261872
"UBE2K","UBE2K","grey","grey",0.254709230787018,0.174873591371785,0.0795653296391021,0.224516534514523,0.215896547626716,0.244114652470214,0.23455177126013,0.231600946684918,0.133396682479676,0.253191644294916,0.175217595580357,0.131941662419566,0.029936032650615,0.188686290406097
"PDS5A","PDS5A","oligo6","pink",0.342817637451092,0.251999121165281,0.096999359526432,0.321702190875788,0.284588708640465,0.336736452328905,0.352319429760261,0.314546540381143,0.166275093931893,0.341667604151464,0.230371146018909,0.167117065001313,0.0376059795721636,0.268701125906019
"APBB2","APBB2","oligo9","magenta",0.471511786059934,0.36234879411107,0.0951722141680075,0.388626433346163,0.431095683813969,0.482211366874844,0.511995688430485,0.457937399552932,0.218934718202315,0.548383694183014,0.34498235952023,0.214946411994811,0.0406571600363077,0.423436050420002
"UCHL1","UCHL1","oligo11","purple",0.201166164173781,-0.00344942552324005,0.254289065225137,0.181909048908863,0.242566859116498,0.130113258152139,0.0417999295924163,0.110669501519326,0.123562954484818,0.136194204727759,0.194959761517813,0.341428078469806,0.080066657005097,0.0452526776563695
"LIMCH1","LIMCH1","oligo5","black",0.526066888532401,0.413414298498479,0.120237437755491,0.480663144520635,0.459974524192946,0.573555831417621,0.571843467209269,0.521553837800121,0.27254665464694,0.603405317283684,0.35592373021604,0.263670217577778,0.0662141941875705,0.460866845832538
"TMEM33","TMEM33","grey","grey",0.147871644693604,0.0957392731750642,0.139557766031861,0.113628286971299,0.0987796030045725,0.0928470990333548,0.0967590942142625,0.131683760611718,0.143832535734982,0.111593948680661,0.121938451518865,0.144362760271715,0.0105825847197451,0.0934922067583071
"SLC30A9","SLC30A9","grey","grey",0.23143038575603,0.161549038339385,0.0886646597336765,0.188923887155714,0.189747648278106,0.19868619610756,0.198854575213093,0.203370666241374,0.12522042041823,0.213682258997197,0.166387624310609,0.122348343771062,0.0388361402847674,0.169350965693724
"ATP8A1","ATP8A1","oligo4","turquoise",0.57914325469997,0.389415306489756,0.174056886883046,0.541407158549093,0.550104188056487,0.546186680757161,0.523115320783755,0.475319614835621,0.240806860908057,0.570135050638575,0.468889655957889,0.320189027776946,0.0503980544131876,0.493332299402617
"KCTD8","KCTD8","oligo4","turquoise",0.40900071846294,0.0681895542924369,0.119545516225827,0.319209313307682,0.566122050225339,0.388754891680542,0.278489617187691,0.29395556165012,0.10330273044512,0.464179759994345,0.352088190514536,0.3625077696926,0.0773793144711753,0.233203146955645
"GUF1","GUF1","grey","grey",0.139093947943503,0.105652796498614,0.0643627232602544,0.12408219130234,0.0977891412210704,0.10381395741964,0.105950423181633,0.116520257051995,0.0846041095174579,0.111462227624812,0.104816618549635,0.0838389808021897,0.00704936029898575,0.103597609284663
"GNPDA2","GNPDA2","grey","grey",0.11962061397332,0.0951803268359956,0.0640263128541727,0.106187403114787,0.0800080591054859,0.0898627879033763,0.102212402000468,0.112305145155721,0.0887807129746552,0.0973916754874256,0.0818305105512953,0.070922828659334,0.0139023934491024,0.0843098882957645
"GABRB1","GABRB1","oligo3","blue",0.0368524825196754,0.0604901886580769,0.0244534723520946,0.0517071550677335,0.000729728172892398,0.038087145945824,0.0372830114984407,0.0514112772884934,0.0398207952253147,0.0217649705716085,-0.00079133796784282,0.0105575036091539,0.0803709822870249,0.0150816291852234
"ATP10D","ATP10D","grey","grey",0.128376994665499,0.116162395986537,0.0591468586307173,0.100790645785912,0.0787234613484468,0.0921339410192236,0.116295681429639,0.122565542260823,0.0844540029392759,0.108153094799541,0.0868277783061821,0.0525738843622206,0.0136421059357165,0.108932992539267
"CORIN","CORIN","grey","grey",0.0934267536516884,0.0721997731782524,0.0360014529285639,0.0878406837851331,0.0710582877256526,0.081527922674317,0.0791967711497993,0.0824317152744082,0.0521762410985812,0.0812158560290965,0.0614613617186843,0.0427739322110626,0.00768045268694826,0.0592035723009565
"NFXL1","NFXL1","grey","grey",0.161495459295475,0.127747629768693,0.0717459402284901,0.135212966332783,0.112881065448302,0.125280362499593,0.139661099961587,0.150850229918263,0.102483197504967,0.142853116734942,0.12370491406,0.0789975963063448,0.00639441221292942,0.133811902348927
"SLAIN2","SLAIN2","grey","grey",0.151147453841919,0.118142674126531,0.0727535294962156,0.11875513496013,0.106475054086753,0.120067422298551,0.131577468253491,0.145339990962912,0.105049477994749,0.134331475360736,0.103857853926578,0.0866929185535226,0.0211069462169669,0.116332076205665
"FRYL","FRYL","oligo1","yellow",0.555426965717635,0.542933627125095,0.234034020233529,0.465471290851952,0.362869770915526,0.451786111655095,0.541087149482497,0.572936772918551,0.414718778705524,0.510860976697755,0.394673631122581,0.245903442557197,0.0541555264110303,0.483951659300229
"OCIAD1","OCIAD1","grey","grey",0.273380947180249,0.181158085771731,0.160532043885715,0.23734372804451,0.215801522168637,0.216161271221652,0.21231337750359,0.21685711720437,0.166989317379765,0.228968398899558,0.230146742574602,0.175220673178153,0.0403930986460276,0.192771533442726
"DCUN1D4","DCUN1D4","grey","grey",0.258954455162483,0.137354213727929,0.0645321624530533,0.223083206426272,0.261803880702274,0.248815908525312,0.217180708235644,0.201977215184697,0.0971858659263564,0.25866860675721,0.200829917756303,0.145580980892618,0.0329774853398451,0.177908060248109
"SGCB","SGCB","grey","grey",0.12831249735867,0.0784122794186618,0.201029403971042,0.0832341118997944,0.0763323600702528,0.0561755152732512,0.0730863545251232,0.132339569606162,0.183499007330384,0.0930564233869402,0.111495226594734,0.176677134303993,0.0368861102254285,0.0571895711706691
"USP46","USP46","grey","grey",0.102522427187949,0.059668562011814,0.0799552519551923,0.0678414134008219,0.0760340746645511,0.0664937527140437,0.0661668497511216,0.0838409629229551,0.0795996179230322,0.0808817255520931,0.0923051900857355,0.0825056111570728,0.0265166826501773,0.0521343418035616
"SCFD2","SCFD2","grey","grey",0.243117023697641,0.137399868281214,0.0613163770557411,0.202826837610595,0.234217461390541,0.235403277930836,0.21419308377175,0.204087839665498,0.0929400170830916,0.250641080179814,0.174593513760154,0.128565206418957,0.0166340682985086,0.178043088391179
"AC058822.1","AC058822.1","grey","grey",0.0796572545890012,0.0416877318769024,0.0655475082414478,0.056756193104649,0.0642676708048992,0.0505819765004764,0.048226706765089,0.0596175481011747,0.0514994217574613,0.0639866421238653,0.0939287385399636,0.0648509059030348,0.00266921886869399,0.0504980383085031
"CHIC2","CHIC2","grey","grey",0.101968880665219,0.0857520009292577,0.0319443940644487,0.0838226971265776,0.0782866952088248,0.0884038156093603,0.0877984401127301,0.0952629093922161,0.0489598545017068,0.0897918083191559,0.0697684521764078,0.0468755516689528,0.00767996614123924,0.0820554686561753
"KIT","KIT","oligo1","yellow",0.0305365304529068,0.113691700253748,0.0728936584335529,0.040967584592963,-0.0681531432305685,0.00262108265811494,0.032249745375688,0.0663729764271278,0.12373965890659,-0.0162139891245428,-0.0218663447254747,-0.0144639954557334,0.0181884442496128,0.00840610357483025
"SRD5A3","SRD5A3","grey","grey",0.0849205047606122,0.0487743930539976,0.072936750611422,0.0588885589543096,0.0697172266469917,0.0585249860400995,0.0619989462709537,0.0709859278465294,0.062599012781187,0.0715035219062697,0.0956610065612433,0.0729609228411604,0.00864215646172929,0.0608949809035111
"TMEM165","TMEM165","oligo9","magenta",0.584379680661688,0.329975736426557,0.188326612602209,0.508139239163024,0.565947494202914,0.573591822277791,0.531421205469842,0.516152451441183,0.286228986063565,0.644346427712352,0.445333117958361,0.375426993145979,0.0595660934742051,0.403398959328726
"CLOCK","CLOCK","grey","grey",0.203506615341123,0.147157657221093,0.115067141991023,0.156474674535978,0.147814301167783,0.146439983783716,0.164740510175542,0.174689038383159,0.140476950207746,0.170944622192952,0.20725575731052,0.125766261981006,0.0232725264971394,0.148844343020703
"EXOC1","EXOC1","oligo4","turquoise",0.267900951550902,0.124083169887379,0.147082827352858,0.234083832982986,0.266386212701298,0.216562530338115,0.179938691762538,0.185496725868739,0.119322285040341,0.227477027307037,0.234745532293748,0.201245179081333,0.0122017815863148,0.173331695700381
"CEP135","CEP135","grey","grey",0.09506530613757,0.0752095313772725,0.0315544046745974,0.082966616729557,0.0672302622389003,0.0853693474771914,0.0851160142165576,0.0786374862143171,0.0453382258274236,0.0769036866013431,0.0616329636016412,0.0325332903401821,0.016420981915661,0.0774269376821875
"AASDH","AASDH","grey","grey",0.161698865703219,0.0981079797680617,0.104247927844506,0.139025487946657,0.123336748597801,0.122495800306026,0.116401845073932,0.120575647261175,0.0940691257229952,0.125067579640631,0.145946440256744,0.105570446623857,0.00409808811973648,0.105233999130379
"PPAT","PPAT","grey","grey",0.0664675167452642,0.0526142978309209,0.0452775773431904,0.0491171302669611,0.040259966715359,0.048931630897736,0.0528640556797549,0.0581097971303074,0.0511203081519838,0.0525842093374328,0.0531670384899665,0.0371212458647789,0.0184009564201142,0.0479543527622592
"PAICS","PAICS","grey","grey",0.0911366565684507,0.0523453367374547,0.0910370486578309,0.0789701782157377,0.0575446335637544,0.059045866909021,0.0587998092576619,0.0769961169495004,0.0802116237849973,0.065310823577418,0.0923377313775765,0.078225919240425,0.0101461937109153,0.0391973401474124
"SRP72","SRP72","grey","grey",0.153613439873373,0.110935428578996,0.0978375848707325,0.144055158362282,0.101999334451596,0.124895301192636,0.124186755119685,0.130614518223477,0.11368796837447,0.124046617593203,0.114798090831084,0.100915053166386,0.0136594758433712,0.0970978994866803
"REST","REST","grey","grey",0.122071897962073,0.0975461289251152,0.0913578288177987,0.0928934982037589,0.0772360250149921,0.0919505152885386,0.102703754049805,0.129807215419961,0.121768392271685,0.110612884691298,0.077210232793784,0.0830766527742064,0.0286287945582634,0.0843532069109407
"POLR2B","POLR2B","grey","grey",0.150539438783867,0.113673515790189,0.122869734346609,0.131473052148792,0.0849215347876844,0.102130504421561,0.107483772508827,0.132668526912986,0.125029833560714,0.109649943100965,0.113109342082721,0.0980914760150688,0.0141346838490978,0.101750514519392
"ADGRL3","ADGRL3","grey","grey",0.268364511912439,0.256332290614133,0.145197241316083,0.252833450074143,0.225756183078069,0.219183689597602,0.199808634535181,0.226916665824224,0.181355636407242,0.22115708253616,0.188089374649993,0.166787372501156,0.0817641499383892,0.17254066370228
"AC104806.2","AC104806.2","grey","grey",0.152631281911833,0.108286055867229,0.029401147437221,0.111043270724212,0.151980286898525,0.131398280647344,0.144142150320283,0.143199550850873,0.0750575487690689,0.164228773180481,0.126199760927673,0.071733820269788,0.0256246895894959,0.137850144871818
"CENPC","CENPC","oligo10","green",0.247988555657878,0.178567352070228,0.119252167001025,0.203775053304584,0.203363778107439,0.190431682342896,0.196840913110864,0.201625128725693,0.142005770466741,0.217542132074237,0.239963049263414,0.143389421933296,0.0242387885713487,0.184087006026625
"UBA6","UBA6","oligo4","turquoise",0.300757349109469,0.139576238431795,0.170764410036498,0.248952358818379,0.300237356797566,0.244983688486955,0.217837163532804,0.236923244344247,0.158687442212162,0.28242437942772,0.261597423465861,0.245123361760637,0.0263120729480278,0.181776360396813
"UBA6-AS1","UBA6-AS1","oligo4","turquoise",0.280457068482294,0.0941991365275635,0.0815685721122997,0.253735800237471,0.334588639070117,0.27601486448082,0.209785399264424,0.210212916115954,0.0830975409363634,0.29157627538244,0.21978053327075,0.203581301515854,0.0439503752198181,0.170025710529908
"YTHDC1","YTHDC1","grey","grey",0.301366038222908,0.23818295045506,0.177930770741247,0.291159058034499,0.206038991498182,0.233784521724309,0.235793214571441,0.244743166686032,0.189094386628365,0.227895189298961,0.229085496879046,0.165600021553354,0.0174059792122884,0.224318982365835
"UTP3","UTP3","grey","grey",0.0635317521642883,0.0514692976253094,0.0871657518288503,0.0486461109549579,0.0221708259265254,0.0353078773205532,0.0342395230399256,0.0600330496555117,0.0779810358605477,0.0356169604074326,0.0526354128865271,0.0604225477318646,0.0106651389706204,0.0301982258572495
"RUFY3","RUFY3","grey","grey",0.3887485793299,0.254127641150278,0.145227403937236,0.369494936503973,0.337566631223756,0.37796114520384,0.337469349621839,0.338964528187261,0.20135655134285,0.366549887858987,0.255772424556395,0.220478441615171,0.0513992193766426,0.285349453516171
"GRSF1","GRSF1","grey","grey",0.0909952701323605,0.0564477874480115,0.108643716764855,0.0786740068957481,0.048313075796876,0.0521558479731411,0.0492932079373594,0.0743376555497589,0.0934652557206626,0.0582783283467962,0.0724287455054674,0.0902627997575877,0.020944324016126,0.0334022126191413
"MOB1B","MOB1B","oligo3","blue",0.114380112995066,0.01797189304081,0.0531622569395721,0.152198129416811,0.146204677904765,0.125488646208537,0.0585882681455941,0.0548434549280866,0.0136572584760196,0.0888572555501714,0.0757479782614092,0.0977211554924381,0.0196511742746157,0.0455402182156922
"COX18","COX18","grey","grey",0.108124289400016,0.0575467044050786,0.0772321380524601,0.0816296862298803,0.0913378788803165,0.0745057125896273,0.0703690575958107,0.0831718504391234,0.0713452803449989,0.089233239690024,0.11451374332856,0.0861331705055992,0.00862735541244498,0.0710432140497129
"ANKRD17","ANKRD17","grey","grey",0.402966498788418,0.252572936232546,0.150729099809,0.356215788468578,0.354808729128198,0.359729072576327,0.33407725629506,0.35420230473084,0.212032479508698,0.383488873008307,0.284031273306771,0.238892450282195,0.0557724824130343,0.285962481764054
"AC053527.1","AC053527.1","oligo4","turquoise",0.182468117922789,0.0724465190451862,0.0396108449454419,0.148210157450926,0.215188124304212,0.176958661995467,0.147940804848074,0.123295407199829,0.0439060474826314,0.190902573248224,0.191433539954624,0.117890532883776,0.0170328036283096,0.135189329898215
"MTHFD2L","MTHFD2L","oligo1","yellow",0.177663115267565,0.18685105720812,0.0800112871516945,0.161448476209434,0.0969423644282126,0.143874122972699,0.168863722844498,0.181338505660458,0.133867175972798,0.149744012089804,0.121892811651097,0.0698365766457139,0.0339594860343824,0.156785738992594
"RCHY1","RCHY1","grey","grey",0.158012579162781,0.0950512009432467,0.104756469679649,0.134151361026183,0.124761163053616,0.112420210765759,0.104760976881281,0.131216274029595,0.111320219169484,0.123373218569816,0.13009357304167,0.11301700962795,0.0169040815877758,0.0919775852392614
