"","gene_name","module","color","kME_grey","kME_oligo1","kME_oligo2","kME_oligo3","kME_oligo4","kME_oligo5","kME_oligo6","kME_oligo7","kME_oligo8","kME_oligo9","kME_oligo10"
"PCF11","PCF11","grey","grey",0.217894965366596,0.128050803740541,0.10255776557335,0.190974113718683,0.209005994769932,0.176416843656086,0.147412534142872,0.207599465584048,0.0853907179363299,0.195636118574551,0.15131525664278
"CCDC90B","CCDC90B","grey","grey",0.164945810431799,0.123795374349621,0.102127358129784,0.147063200486818,0.143317207220662,0.118586826569287,0.119359307291802,0.153210929983574,0.0827927363315862,0.148837203737705,0.115466465368457
"DLG2","DLG2","oligo4","blue",0.741473003335876,0.320747825577938,0.256072018641094,0.661482923573644,0.777950441840184,0.653293948687225,0.410950022878799,0.741976755542114,0.256844728901605,0.716222272449897,0.553385445397232
"AP002370.2","AP002370.2","oligo8","green",0.0804705634160584,0.12205700216941,0.180170977406221,0.0773487298994497,0.0488176347981908,0.0976137011893268,0.0362881208405207,0.0312955087075274,0.282760833587526,0.0570286183326009,0.0860325946059447
"TMEM126B","TMEM126B","grey","grey",0.0918242912610196,0.0885890667564946,0.0794243728564437,0.0759397448674113,0.0778906889211118,0.0745021022226163,0.0690346525258487,0.0767128470286082,0.0673267201666922,0.0719433916485589,0.0613712651569606
"CREBZF","CREBZF","grey","grey",0.205583740108416,0.149485701632835,0.144565720037121,0.176598297652752,0.186344109257106,0.180462354491047,0.13226072934421,0.178213756159058,0.14463968953908,0.174599558768884,0.150827953948019
"SYTL2","SYTL2","grey","grey",0.227024092817344,0.117841960155845,0.108706137895467,0.21927228836485,0.216948011904362,0.204175702844378,0.121374518173074,0.207304353961294,0.11400574778763,0.217551811301194,0.188557840941057
"PICALM","PICALM","oligo4","blue",0.544641891904506,0.27712753072647,0.230275500403131,0.480373446644775,0.555723086573935,0.468597736622592,0.324599853828786,0.530882801753883,0.213323469867562,0.513765491564976,0.397802823574965
"EED","EED","grey","grey",0.146599898627312,0.0807284338341291,0.0633250070610781,0.124042024647398,0.140622106838336,0.111646026074546,0.088954717102524,0.144786066339276,0.0633949170041976,0.128086896110993,0.0951483952873498
"HIKESHI","HIKESHI","grey","grey",0.135164314071846,0.0843173768096887,0.0738811374036814,0.115628445375517,0.127183906733023,0.122130741126951,0.077740309084335,0.117847303620222,0.0804517553515532,0.117311712566705,0.101309879370202
"TMEM135","TMEM135","oligo4","blue",0.33161773282617,0.154437763683641,0.134398936167701,0.320563166441166,0.342763373415065,0.301837866090566,0.177176497623244,0.316689788641099,0.149033609961614,0.318373367013258,0.276205114773093
"GRM5","GRM5","grey","grey",0.0442930392286926,0.0273895657211672,0.0154428776171451,0.0358709349068642,0.0415263070591497,0.0291574173022053,0.0299329942901949,0.0413358471284808,0.019545129561189,0.0434420472379674,0.0233091334318356
"NOX4","NOX4","grey","grey",0.0945608052427193,0.0562501594331656,0.0439257250879777,0.0547106375571306,0.0990357466487473,0.0732159892673149,0.0637094702296783,0.0938834664313396,0.02832830126701,0.0763271277373741,0.028300471822823
"NAALAD2","NAALAD2","grey","grey",0.215846541641819,0.160692242697593,0.130419637714249,0.137456279485421,0.204327736840119,0.157844625729389,0.163244504395771,0.198453491951738,0.0856210207924138,0.162513649552634,0.0832242956241705
"CHORDC1","CHORDC1","oligo7","pink",0.270188710426152,0.173688404740807,0.116267412132594,0.213569339908937,0.252326557360956,0.161665197737131,0.205894684259887,0.302983856070069,0.0868746757603329,0.24146250912925,0.137695520661082
"SLC36A4","SLC36A4","grey","grey",0.190869031376858,0.0985168431335217,0.0857922861782249,0.184310812888233,0.184203699788969,0.160729100405832,0.107887517078244,0.180222021270391,0.0923835834129571,0.178118388744839,0.14963990510966
"CEP295","CEP295","grey","grey",0.163524460319865,0.0841639863113014,0.0743040126583946,0.158665231063453,0.153041879264628,0.139769259658649,0.0862054497790352,0.148037091495669,0.0806472358125873,0.150388656294147,0.13318292504162
"TAF1D","TAF1D","grey","grey",0.216974185866027,0.134134710738767,0.134334702048189,0.198694782349444,0.195368801172086,0.191623093373416,0.119549808955111,0.182945128769653,0.154646703886354,0.190710286069434,0.171222593146414
"MRE11","MRE11","grey","grey",0.145105515441027,0.0671633905781468,0.048492419614514,0.119584531742751,0.145640560481155,0.121326374999088,0.0819621762358419,0.135227036605405,0.0427871147818847,0.122897152412045,0.0971675734590791
"ANKRD49","ANKRD49","grey","grey",0.088130077170766,0.0708377967660682,0.0588505250691239,0.0712286023681689,0.0775696504923952,0.0600930983123985,0.0653063361306948,0.0788326821626657,0.0433172456128202,0.0707690653614592,0.0487988661717885
"PIWIL4","PIWIL4","grey","grey",0.116746619763539,0.047654622814828,0.0343918853566302,0.110853596628706,0.116758712401679,0.101087841416417,0.0651972243188794,0.116251862108407,0.0344272502946531,0.114632676041651,0.0900220051894004
"CWC15","CWC15","grey","grey",0.0864245866658195,0.0955497615654769,0.0768332846926882,0.0689031019921922,0.0722134111344477,0.0591878033677895,0.0770914692083032,0.0779622983558448,0.0501360676620837,0.0675017548556212,0.0479510913419252
"SRSF8","SRSF8","grey","grey",0.0762835808914863,0.0871144022740867,0.0769078603583469,0.061560738788704,0.0604832772245776,0.0588870491204571,0.0697324841055044,0.0627288835175749,0.0548547708812566,0.0585554006578369,0.0483640264004636
"ENDOD1","ENDOD1","grey","grey",0.266205671701482,0.205015760256395,0.20354012623187,0.251917351044118,0.245506249700148,0.240764940238009,0.184366637753519,0.237494709021233,0.174943097262919,0.243978433945219,0.219074772817901
"SESN3","SESN3","grey","grey",0.0882735397084924,0.0610808756176106,0.0508271549498243,0.0981474970379367,0.0793314412842209,0.0696207668164444,0.0546481392032942,0.0829319568866494,0.0501589230360944,0.088886247422553,0.0848171338700864
"FAM76B","FAM76B","grey","grey",0.137642582105734,0.0737613117413607,0.0584830576149217,0.11884503407999,0.13302799519,0.114432107162504,0.0850140019187143,0.128632494858324,0.0577671479581583,0.123481380238398,0.0980076423852909
"CEP57","CEP57","grey","grey",0.161220140714273,0.0958840887940093,0.0928475327312413,0.148988152305549,0.15065835155374,0.143375857931922,0.0862393356331093,0.144084219555317,0.106167567266566,0.143711342529428,0.128413217313899
"MTMR2","MTMR2","grey","grey",0.338712181528981,0.181901721781836,0.149620156720937,0.319457175884076,0.329037819752277,0.28471181391738,0.207588134241574,0.337920578854785,0.143111204929624,0.322709681814851,0.264235959973936
"MAML2","MAML2","grey","grey",0.25043437965188,0.160896470705874,0.145039820600791,0.173062770185783,0.242806199815366,0.193606716595282,0.170926132046726,0.231511866456158,0.0889098534088316,0.213579479656536,0.122204042801727
"CCDC82","CCDC82","oligo5","yellow",0.248822818746971,0.124220649585821,0.121731156208123,0.233384667229515,0.239022656124389,0.275926897413341,0.125230963154667,0.209360990584284,0.145895172288059,0.225375007329639,0.219449841929052
