"gene_name","module","color","kME_grey","kME_micro1","kME_micro2","kME_micro3","kME_micro4","kME_micro5","kME_micro6","kME_micro7","kME_micro8","kME_micro9","kME_micro10","kME_micro11","kME_micro12"
"HOMER1","micro8","brown",0.0739655451233533,0.0663388674147574,0.05015084359357,0.0141248692403126,0.0848620913547331,0.0426546465767045,0.0243941179215478,0.0328859925533969,0.0659854767475872,0.0559644975135802,0.00979760818877136,0.014251594353835,0.0657621288883839
"TENT2","micro5","red",0.389482752873507,0.368840447092409,0.292248253711263,0.247914958671085,0.355057249677426,0.395948201655683,0.0409272423761048,0.274065119424248,0.283073062284977,0.316909328034524,0.19737866043354,0.080183570014621,0.352544863576051
"SSBP2","micro7","purple",0.293553972806435,0.217997114525166,0.2637702270347,0.288292925056624,0.22411944135199,0.281818238118039,0.0201156473090178,0.320608507473522,0.279511396881212,0.298765692025218,0.137293946077597,0.0483896751870543,0.275834094287972
"ATG10","micro1","blue",0.268954206298084,0.258720136910001,0.241744348490157,0.160999111762533,0.258962925822548,0.241776277113331,0.034393771799366,0.217027079478626,0.176068612746643,0.238792498399498,0.0992451218019967,0.0333446862258016,0.259350612433253
"RPS23","micro11","tan",0.128201026474247,0.0829819191723946,0.0661302265205323,0.0791723334558153,0.104845984022699,0.0639707189767507,0.148223583119288,0.0380318391244317,0.0751855120965674,0.0815894075387933,0.193525767307426,0.520834716929995,0.076586472302033
"ATP6AP1L","micro5","red",0.0777903572842835,0.0748684051093082,0.0589693100013888,0.0613009981390175,0.0614027606279011,0.101743677223473,0.0268708718597549,0.0621295611867017,0.0585101006676283,0.0611530835107486,0.0528672073189629,0.0253600892021626,0.0498590216922963
"XRCC4","micro4","turquoise",0.235167087338019,0.230158203899563,0.19106832297983,0.126661768199611,0.241048986713092,0.194333250770246,0.0113761245131818,0.155263149605298,0.142152113157245,0.189925080782077,0.0881367767780541,0.0366341039622284,0.213523439082689
"EDIL3","micro9","black",0.000299887227995174,-0.00497678866030769,0.0309979884655363,-0.014279756720072,0.00113057120115366,-0.014131456371806,0.031614478622409,0.0409895375208964,0.0674042094238016,0.0648690392927567,-0.075941565922846,-0.0265976101692394,0.0412766095170321
"MEF2C","micro2","green",0.505429365602504,0.431451745742622,0.559927718759946,0.387180240931276,0.445761665691147,0.459163190801153,0.0756027893457642,0.488242846374141,0.345051586093982,0.475051402232697,0.249630168381982,0.0746733879514179,0.476683617883049
"MEF2C-AS1","micro3","greenyellow",0.243431660639664,0.199114134180895,0.235054938861243,0.275768602790688,0.197281758038303,0.251689589024819,0.0135500309293239,0.240687560774054,0.195533932683223,0.23448230490243,0.118440643307664,0.0374843452309714,0.22770757491175
"KIAA0825","micro5","red",0.164964008114616,0.152007336941012,0.129198421189207,0.0974271152807514,0.164298585742487,0.170335749526542,0.0132407124558982,0.123021518022279,0.114626459796774,0.146125520027154,0.0680370176104984,0.012461278732525,0.15089515048896
"MCTP1","micro8","brown",0.159675172423511,0.153354444711966,0.0372303572496925,0.0624153322544603,0.162783221633789,0.120416750259293,0.0685359650206302,0.0377672992530055,0.160725552572684,0.124483921437269,0.0984267829329501,0.0703913165926486,0.139076202142759
"TTC37","micro4","turquoise",0.239710004057007,0.215344841662817,0.216971028776989,0.125625989260751,0.240376400125691,0.182840731035711,0.0453779186025067,0.174678014730073,0.159604237337349,0.215768753030022,0.0998727247422061,0.0328365829464156,0.232705508432327
"AC104123.1","micro1","blue",0.150106879498164,0.131323223177356,0.122641407353153,0.122185734664103,0.12198077946554,0.150035686003036,0.00547153888237607,0.138918901245459,0.122947074525638,0.147438390704713,0.0547199352257014,0.047565718574121,0.141553582409017
"CAST","micro1","blue",0.296207637191553,0.278308108372397,0.247319346171368,0.190702418260627,0.264799503961148,0.261460193936172,0.0338220682565333,0.229705329964294,0.209907900598553,0.253821838393612,0.156772938555546,0.0608369829885151,0.267359673905203
"PAM","micro4","turquoise",0.137819591650998,0.140067551940424,0.0836818862614263,0.0539694970061724,0.143278369337101,0.0990170652027202,0.0610528201833712,0.0792090761917547,0.119562925625542,0.109701440511031,0.0398237592599369,0.0197185955495025,0.121347041239083
"EFNA5","micro8","brown",0.0425281868097521,0.0313114648636865,0.0131498582502473,0.00928461776972126,0.0378028705254912,0.0228812822359313,0.0449947101973075,0.0100243073701722,0.0802921851873931,0.0327286490510286,0.00622995214171172,0.0151382134636682,0.0363209104245937
"FBXL17","micro8","brown",0.319002463898353,0.290990709068291,0.281251358662976,0.215575053383136,0.293343778498006,0.291938304083204,0.0667266497739055,0.263093780034516,0.285008061775942,0.299354808177523,0.115814217406691,0.0252600407642374,0.303459396863692
"FER","micro7","purple",0.343547817378028,0.286318695760639,0.345891656758055,0.273796601464895,0.309301329134282,0.306583116770698,0.0461888877807857,0.368293483774899,0.274733208502404,0.353854657297471,0.135953141106106,0.0458139864303353,0.341230940017095
"MAN2A1","micro8","brown",0.292320740018724,0.255317333767257,0.276320122896182,0.229154462375483,0.244960810486868,0.273979111068549,0.0323685283689066,0.282224172705218,0.300417641583486,0.311282003977107,0.120347648153598,0.0590140838725711,0.299076537359373
"WDR36","micro1","blue",0.16579561428292,0.157379402643043,0.116068550040245,0.0935499850598754,0.177803472072211,0.12321556491959,0.0259597717442222,0.0913739658535023,0.0867879144322211,0.123741858748673,0.0945231333824444,0.077782865425899,0.14439039135843
"ATG12","micro2","green",0.163650528570842,0.137712005447748,0.152427375581751,0.102242339662798,0.153744816561213,0.137787365723554,0.0228592269024689,0.124942934545786,0.101694330581577,0.149735841837305,0.0703550017489238,0.0501296612121878,0.158379109102264
"COMMD10","micro4","turquoise",0.372293186898976,0.353439239491679,0.319360586798178,0.178571286462322,0.40172557769583,0.287916278321216,0.0505817370412795,0.252807606637859,0.213294954028416,0.327006767356864,0.111978064876743,0.0758677716200196,0.359037256654753
"SEMA6A-AS1","micro2","green",0.15821903914142,0.146923519156837,0.180781392646293,0.114446760074091,0.1691351889629,0.150480475408807,0.0168091937559029,0.141026298346889,0.115562570128771,0.15660369613281,0.0463672408417304,0.0310497673745729,0.158711388715733
"DTWD2","micro5","red",0.129713133286539,0.1204629418536,0.11011972034293,0.079885799295398,0.125400671440241,0.159002135869857,0.014666476337427,0.102419197304684,0.0820526552739808,0.104835741792867,0.0581951643177867,0.032895251722953,0.115940206934394
"TNFAIP8","micro4","turquoise",0.247161168719757,0.255738059154094,0.16885728707564,0.122414964318125,0.254250347204573,0.198336299606907,0.0118106296514509,0.147901501039653,0.167315676564321,0.198553773932655,0.0641477670718253,0.00947515244203755,0.24217709908109
"SRFBP1","micro4","turquoise",0.221410215351063,0.201233147278051,0.179649497953591,0.0992329149356595,0.23771498827474,0.160329577950964,0.0642068067335461,0.123709578703851,0.1230730810209,0.186213529784384,0.105961116418504,0.0567561989664348,0.194577469084235
"LMNB1","micro1","blue",0.117791216950843,0.166521330825063,0.0742069993033524,0.0113226773716107,0.1523277329407,0.084300835502972,0.00435081725994042,0.0352238572120015,0.0360900694217268,0.0873168336829741,0.0152294248834545,0.0117830487899686,0.10791041897218
"MARCH3","micro7","purple",0.25198483814072,0.211872964284425,0.288440623493515,0.163274638127668,0.211410054320155,0.25014808222244,0.0360044321478995,0.311695378602998,0.174984893821131,0.263712989455403,0.118237783176439,0.0223754353498034,0.241766007188342
"LINC01184","micro1","blue",0.156781573693785,0.164689633940938,0.119314376572678,0.092673094922058,0.153525696599866,0.145001448085138,0.00156697321009839,0.108604299481689,0.098187534215496,0.127986084323335,0.051156436552252,0.0125176256705388,0.141624432114463
"ADAMTS19","micro10","yellow",0.0667473357102709,0.0793855162275623,0.0356692318670603,0.0462741195379295,0.0255185342329579,0.100221680309241,0.00530910875735104,0.0575813284681142,0.0368815054297436,0.0274155384586652,0.124322058081336,0.00843335486799391,0.0295881678071111
"AC008591.1","micro5","red",0.102586490091028,0.123337890144712,0.0761053648666171,0.0729147309830366,0.0687858849874474,0.152036445688255,0.00410951695582948,0.100230325694269,0.0710712317750491,0.0546445161065657,0.0533909045841716,0.0167072929204301,0.072127975239823
"HINT1","micro6","magenta",0.0506659596717537,0.0293733461244576,0.019879014705243,0.0134057821966306,0.0371775139604924,0.0207982352687753,0.171765345678099,0.0102486267318975,0.0391817205692349,0.0292133283385039,0.0959601164153037,0.105207365573972,0.0280996128991963
"AC116366.3","micro5","red",0.18165471375772,0.174487319666676,0.129926120177231,0.127834394029978,0.159032254683742,0.203371852690072,0.00951030223015673,0.129883272041349,0.124352960087259,0.128847876268598,0.0891528316056484,0.0466812316609037,0.150860048995774
"KIF3A","micro8","brown",0.0504129924701413,0.0568387579193585,0.0154941348330548,0.00769886865543281,0.0483154037166979,0.0365144727194176,0.138001002151871,0.0223550205112186,0.104702156416213,0.0269464750934113,0.0158408885816313,0.00951537604701194,0.0310549268070548
"SEPT8","micro9","black",0.0576626039028226,0.0392352172586026,0.0657076994915192,0.0189127990597342,0.0607215205823399,0.0299944111504375,0.0705340194894251,0.056049290274822,0.0712416623147191,0.0825159269706665,-0.0134533173393216,0.0141458346529353,0.0669192551049655
"SKP1","micro6","magenta",0.0900138996065068,0.0703679187339749,0.0577062464187739,0.0537362748679475,0.0758178850374935,0.0683580083299464,0.161338277308706,0.0656112421378717,0.0952999264583765,0.0643454679981788,0.0774023312863738,0.0662863580883075,0.065126249468358
"SEC24A","micro4","turquoise",0.185127700158671,0.183349534349816,0.123731948000916,0.0808314422746841,0.194151758742296,0.148217260919879,0.0300955194669011,0.103263243379275,0.121452597332386,0.144235455314763,0.0856908197499015,0.0354512438699858,0.174798981332028
"PCBD2","micro1","blue",0.149879852436235,0.160943125671695,0.102423106650636,0.0849079004215071,0.147939729294304,0.125131638793377,0.015799577304465,0.0798277618824463,0.0787582663346234,0.0981473220238335,0.0765430971321596,0.0368264534438374,0.127369126405717
"H2AFY","micro4","turquoise",0.350254324501263,0.318530994795107,0.279363264952616,0.170501487679738,0.35726147859364,0.271451591460435,0.0604982600275605,0.220688236387817,0.223037097675459,0.294222123035342,0.177010176803284,0.0939769741519195,0.322778864964031
"TGFBI","micro4","turquoise",0.202290341091189,0.18865606881017,0.0982786046755382,0.090470385216592,0.205003773253266,0.145124576793652,0.06204915433814,0.079560900942071,0.133015946382235,0.15956248338433,0.111854188046046,0.081557625668126,0.180277773013941
"SMAD5","micro2","green",0.174621897848615,0.142294686885171,0.170831425156887,0.127318611420095,0.166118392793734,0.152530533114102,0.0348957115927957,0.1507952524078,0.141206280769383,0.172280118930023,0.0641070010808192,0.0498698796168215,0.167371271825501
"SPOCK1","micro9","black",0.0233373588812696,0.0104899953001491,0.0211724040981087,0.0199233059260689,0.0197251796552337,0.00408528481606763,0.100809207518041,0.0245753351861083,0.0859973541170979,0.0542007810354522,-0.0362663981780267,-0.00998216166279794,0.0341328072071043
"AC106791.1","micro5","red",0.111293564414697,0.100102538894566,0.0920293989636114,0.0770099580532627,0.0872748136895891,0.141693072829475,0.0227736414831985,0.102263567010976,0.0993362707081713,0.0965678691368091,0.0543601619525035,0.0101064010365034,0.101040581339984
"KDM3B","micro5","red",0.204557072688666,0.201128992002526,0.178326003722516,0.141050651213748,0.183820182052004,0.226947326826706,0.0350158949015245,0.166213807069093,0.141282349958228,0.167771731796762,0.0902880195116751,0.0140596578562299,0.184036490720767
"SIL1","micro1","blue",0.289108381781279,0.300104933940685,0.212856777368082,0.135523225884037,0.312341112153505,0.232704362677047,0.0389041977850106,0.169719649470927,0.169541931987434,0.213683593163229,0.109476937654175,0.0574276576454713,0.262163281174642
"TMEM173","micro10","yellow",0.076495608782456,0.086459725251547,0.0602419952191816,0.080468934984775,0.0583277082022924,0.0887400883929351,0.0255849255693394,0.0561839868560562,0.0231544417807527,0.0403172589394082,0.104426738986882,0.0441010419666944,0.0461871173166167
"UBE2D2","micro12","pink",0.242923850586315,0.237368077686164,0.211242488056307,0.119712126035059,0.228981900364593,0.207899971187363,0.00448203493832309,0.18240090603418,0.171408794089936,0.229847518747584,0.0955207339476501,0.0227344036710187,0.270721321243421
"CYSTM1","micro10","yellow",0.0869258364978281,0.0748744638597386,0.0555616209738342,0.0377696549488445,0.0736260203179038,0.0713395417740035,0.024078242716753,0.0452867642590995,0.0413592271626261,0.0581306450942016,0.119385026060874,0.033842585963733,0.0614891970022084
"CD14","micro10","yellow",0.226496288480374,0.220584312292192,0.0860368359150068,0.0950708212120394,0.205350881497162,0.148370339955838,0.0853694208059607,0.0364436112918411,0.0894201531353053,0.102829442961171,0.476757035777648,0.192617097598348,0.131556774944055
"TAF7","micro6","magenta",0.125570023762938,0.0990582869945487,0.0987498545381614,0.0782344178515166,0.112065710972499,0.0992458727484183,0.0646079303745616,0.078779070686837,0.0824416109898365,0.1009651780667,0.110046072186606,0.0514680348503989,0.106096686206403
"DIAPH1","micro12","pink",0.164407645994873,0.14075332056747,0.154218309973415,0.0823748824956951,0.169763150932878,0.115572470742111,0.0561824276393111,0.125521395036912,0.111863208058116,0.162299593245741,0.0479907082074462,0.0386582883299032,0.183311189069994
"ARHGAP26","micro4","turquoise",0.569248446863445,0.622375898801198,0.467357445581216,0.275254146028726,0.63398335630609,0.475740612385099,0.0350942109627448,0.354157071072457,0.342894319994918,0.461740318755282,0.196202867864315,0.0535314616433743,0.54702702085126
"ARHGAP26-AS1","micro10","yellow",0.0466744893157817,0.0537203017319061,0.0130816621071888,0.0136321840785883,0.0399367492268946,0.0296768220942007,0.00998448846197315,0.00824028525544979,0.0101739576853128,0.0204041825625294,0.13363218416564,0.0315516724911058,0.0154069537676167
"KCTD16","micro8","brown",0.0334421137177128,0.0212378952161144,0.0221458961392999,0.0307029326124016,0.0282641557154163,0.0336268402240197,0.0819266220524666,0.0252406633192317,0.0956427565557915,0.0434751311934057,0.00888357163489104,0.00325890832592422,0.0325665315531844
"LARS","micro4","turquoise",0.202956309155066,0.209096785331816,0.127301559478866,0.0781791007270971,0.242387178955426,0.137502676139641,0.0210125681076878,0.0829955443677154,0.0920206919548552,0.13864920692001,0.0906197846736064,0.0639201934657427,0.180839132536549
"TCERG1","micro4","turquoise",0.237946239682608,0.238199729710184,0.186776102643417,0.11785133227876,0.256211563562099,0.176939231537034,0.0208188967750682,0.13793601686918,0.131139492057179,0.185809040013191,0.0853783300537026,0.0283506226343881,0.209687866701068
"PPP2R2B","micro8","brown",0.052552547436731,0.0643351650186806,0.0151263976490118,0.0176704936420595,0.0444967839177586,0.0490477178668013,0.0451547841511458,0.0274634741762639,0.11833449290161,0.0462075291638034,-0.0116973304446657,0.0175759448648193,0.0508775987969755
"AC091948.1","micro4","turquoise",0.107928072507887,0.100261565134499,0.128769410332671,0.0797773879596953,0.114620187554306,0.0878958612710939,0.0134676766845436,0.0968327526448061,0.0756407196173087,0.0969291195153764,0.0451852062779099,0.00175248828597426,0.0994888234600396
"CSNK1A1","micro4","turquoise",0.376930728633072,0.360587211554728,0.286768442147045,0.181900991359263,0.387279933670876,0.286197714607343,0.0889429716445408,0.227145578667964,0.24175901682704,0.301110858157501,0.173499135557978,0.0809621210469513,0.336590733512442
"HMGXB3","micro4","turquoise",0.172593300397876,0.16773735046396,0.121556945273106,0.0708705285287431,0.182410872394483,0.13377935947739,0.0464191734377814,0.09936228097096,0.109810329018172,0.136209360662282,0.107564122090595,0.0534295738540715,0.156258154584737
"CSF1R","micro10","yellow",0.417013643729808,0.347663663859965,0.401217862011151,0.339760235566013,0.370456351695108,0.36070692835867,0.0823077065474333,0.348860580199206,0.253088660658302,0.332628311830023,0.331454202677304,0.128573228752475,0.335737950153828
"CD74","micro10","yellow",0.343095909538525,0.246560134959672,0.241032570583279,0.249828612387319,0.268415677951315,0.263557095514326,0.138684033690736,0.216874613970091,0.19894930854,0.260566812614713,0.541082991278339,0.254198986281912,0.234615124420776
"RPS14","micro11","tan",0.134910593461034,0.0871993282575487,0.0742017026779916,0.0916915366786537,0.102093174846013,0.0910549151690913,0.134735032832078,0.0490576428261519,0.0694122052335729,0.0800823078638274,0.200347388792426,0.449538656912713,0.074120871380081
"DCTN4","micro1","blue",0.269648380821185,0.286429789286153,0.197212040574416,0.13719815942016,0.251088973311272,0.232581482481961,0.0136529691025975,0.162376902828707,0.143789284250269,0.178267894034005,0.163259591182236,0.0569690416059702,0.224028386261744
"SMIM3","micro1","blue",0.131536166054243,0.156221547502064,0.0723359578833206,0.0642381045601864,0.139783963870061,0.111457648110816,0.0237217107555349,0.0457896316458649,0.0775916733357965,0.0904987401917957,0.0708995790197266,0.0397604394375917,0.118571544741788
"GALNT10","micro12","pink",0.366862650130583,0.337357666806009,0.329408472909438,0.184600227349144,0.37627759830151,0.301514782738056,0.0283037222905239,0.272653482257931,0.223310858671433,0.352686809275907,0.136977072431204,0.0329619214469092,0.41083706186965
"SAP30L-AS1","micro10","yellow",0.14071144921476,0.117800764020008,0.112821757631415,0.101792428891119,0.107893000506786,0.12833786499504,0.00465567025898768,0.108293054623073,0.0952866955789998,0.109754572000506,0.180633053768794,0.0361586436395907,0.106000734608743
"LARP1","micro1","blue",0.243503864034347,0.251137403364913,0.178073247113742,0.102470333788508,0.263289472790538,0.183419504946359,0.0503754315188588,0.140821548840182,0.150829214267225,0.185271500910583,0.0965635578927399,0.0538240660766295,0.222845251685628
"HAVCR2","micro5","red",0.265394455070245,0.253941941474096,0.208048857842231,0.14396358826552,0.235607945402795,0.267971883462977,0.0385630285554207,0.18277378923108,0.161206750853497,0.201948697654179,0.171323627000939,0.0431517430699284,0.229392721674683
"CYFIP2","micro8","brown",0.0541235536122147,0.0358033050479991,0.0336021869519847,0.0365794765137658,0.0441588319989571,0.0380922712473568,0.156456209343255,0.0378988349927801,0.119652740728659,0.043936514583494,0.0019214830316391,0.0134844531104862,0.0441487843931594
"RNF145","micro1","blue",0.285267836691539,0.290257712121317,0.235434197414523,0.198548121600845,0.26473410493707,0.248338898581071,0.0494610461077667,0.218178108526718,0.218254258673374,0.249816923691082,0.145983278551009,0.0689989768817036,0.27075929800288
"AC008691.1","micro7","purple",-0.0566607876459215,-0.117611916353491,0.130623348226405,0.112746907332538,-0.114066737562861,0.0253125795813023,0.0159652124946224,0.179551245473049,-0.00886074400844349,-0.00480110958165008,-0.0220390359576117,-0.0385862507396006,-0.068731712808468
"PWWP2A","micro2","green",0.12982720505661,0.113142770493639,0.123719794970879,0.0687498660879448,0.134971792988273,0.100773495272439,0.00161814907163245,0.0922901431120693,0.0840930000102787,0.110157776460163,0.0631314682729964,0.0112059624635415,0.115088102346036
"GABRB2","micro8","brown",0.0609744085340105,0.0339865547275593,0.045597996998354,0.0296297121378134,0.0470199238310178,0.032748792362779,0.168545068272494,0.0391221550615353,0.138184779542815,0.0548153090666634,0.00443760530321438,0.0220393516393251,0.0456722032228146
"GABRA1","micro8","brown",0.0275866715104894,0.00694207051744376,-0.00167900628336364,0.00867590396680018,0.0159839993222536,0.00906400638937962,0.296081616024138,0.00636814874850759,0.153269343850476,0.0255523904663053,-0.0166494720225299,0.00326463801542669,0.0108873564341131
"GABRG2","micro8","brown",0.0232172617587371,0.0141800305960299,0.00867162885370121,0.00383142748489928,0.0154870512193943,0.00943284578158186,0.225942435599801,0.0121435518333423,0.129538839743275,0.0138317406977655,-0.0205198320682682,0.00207763453898775,0.012090281044446
"TENM2","micro8","brown",0.0117983397093315,0.0163694199955582,-0.0152925152696756,-0.0116474705475994,0.0117608475219515,0.0143284554362359,0.0246253492218526,-0.00500258617804369,0.0667788993533736,-0.00506472366592934,-0.0128609377051342,-0.0117471942171636,-0.00255033120467221
"RARS","micro1","blue",0.136300115269807,0.139838833772716,0.0932713135763101,0.0453945093262438,0.134393384107013,0.111130401387472,0.0108816729000655,0.0785489186925767,0.0623211756852553,0.0946608114997854,0.094124592324458,0.0388611341118303,0.115797096745819
"DOCK2","micro4","turquoise",0.559161808469377,0.519016187829808,0.490580981849305,0.309227514593106,0.577394446137452,0.447833609170206,0.0750346123788521,0.403877004262626,0.366591588227842,0.499488531859957,0.192253197715651,0.0900189962568251,0.534604774656561
"FAM196B","micro10","yellow",0.141670866028871,0.120925301364112,0.0939197027546838,0.0642636921995677,0.102465141025974,0.112407972467428,0.0317515197664569,0.0829198505090018,0.0574275546126083,0.0789392137141856,0.28860946802805,0.0583014327120252,0.0889440413119476
"SH3PXD2B","micro1","blue",0.253717948268434,0.3133564600945,0.138511915430972,0.0974757766192103,0.290626311439032,0.190915236089604,0.0435866919257815,0.0935490161504036,0.158432407492568,0.190757296784898,0.107840948515801,0.0930484425042859,0.243652664855938
"ERGIC1","micro4","turquoise",0.253929144433026,0.248334065128104,0.188641744550236,0.128220483207848,0.266043676496768,0.20283128204303,0.0612499531907214,0.167241223247731,0.175189849921808,0.228028752620668,0.106188113033405,0.0765316957557499,0.252553523033064
"CREBRF","micro8","brown",0.192970094725403,0.136307732268437,0.178322328053697,0.190625681015754,0.131784842480864,0.190780962343394,0.0434725180465733,0.214156879589471,0.2381080140166,0.220490053191578,0.0802632655321931,0.0214273930054782,0.195287839033983
"CPEB4","micro1","blue",0.277363509848169,0.387935488139522,0.16888890271233,0.131625311293265,0.301095050808781,0.253035083018325,0.0573451072067825,0.119561428067961,0.181829042020581,0.18255076560871,0.132255284270156,0.0871229268881089,0.241077169285137
"SFXN1","micro4","turquoise",0.172366146063378,0.16698765754682,0.146223032366301,0.0691294651547345,0.195595372716857,0.123401855748589,0.0556509505043468,0.0996317242294145,0.097692134502014,0.15203388518392,0.0493675379338497,0.0368646904364665,0.168281879322844
"HRH2","micro1","blue",0.194696526799406,0.280493774462283,0.102559952842234,0.0629949256971753,0.236872324743992,0.157490238218974,0.0124115110756929,0.0560541566571277,0.0861089321003146,0.0968567481143016,0.0983501338331121,0.034957865301561,0.163964461297589
"THOC3","micro2","green",0.171894440600011,0.142524359596935,0.165383155730143,0.119594688910012,0.163025030162297,0.13492620373196,0.0380681223314897,0.138940506642051,0.115874866673617,0.149040168416084,0.0744736497857595,0.0160817785627624,0.163241863543473
"UIMC1","micro4","turquoise",0.205386747996488,0.200535578795092,0.161082660746415,0.0961379434227096,0.214001939911245,0.1711855873989,0.0583789931640686,0.13713364559521,0.14916655708952,0.173232375438982,0.0893207650480496,0.0538150296575522,0.199451453627672
"NSD1","micro4","turquoise",0.30649970727158,0.292434516543179,0.255938438347471,0.132509313053695,0.318989160522445,0.242049390377932,0.042873474985839,0.196955562309489,0.173500323185122,0.251923973182443,0.125226463537646,0.0314408508790511,0.281437739955816
"DOK3","micro1","blue",0.149723271135176,0.187433288017747,0.0741298448705861,0.0288343784954126,0.161955403473783,0.132192197869289,0.0281639001283763,0.0457855697066743,0.0677788349669497,0.0834930160456911,0.0884096029009697,0.0355252345914595,0.121463440236806
"PHYKPL","micro10","yellow",0.213417496287654,0.240617502740384,0.138210972784646,0.10267913729232,0.209599623370109,0.170519890626894,0.00708609988792573,0.0970198105688893,0.0898223098239484,0.124497065201372,0.174925549684638,0.040491545946987,0.173970837387863
"RUFY1","micro4","turquoise",0.186073957690772,0.167807276496501,0.143447629532173,0.10501199772379,0.190763203489143,0.141530908005116,0.0427131289969041,0.119123798124949,0.139150250491099,0.162152696870891,0.0694045944514433,0.00769195563014878,0.173018358431948
"CANX","micro4","turquoise",0.228818316769694,0.20961825627955,0.145201069201188,0.0815379855912603,0.259649869067428,0.143982466062795,0.139208285592211,0.0889348790830198,0.143857046813643,0.158121513701226,0.191504413411006,0.124971300451164,0.185779176241827
"LTC4S","micro10","yellow",0.024353612141314,-0.0209123377490161,0.0290332419640197,0.0784186463979291,-0.0268940446613813,0.0363834260234672,0.0293689341837339,0.046533682348657,-0.0105943081734718,-0.0119372822043729,0.188643568899994,0.0879630365249664,-0.0323522822061555
"TBC1D9B","micro4","turquoise",0.218992191932249,0.192319119654457,0.183352385169507,0.0912551437806887,0.22185352449747,0.161436181977383,0.0388782493918171,0.133324077440918,0.132556089942424,0.190377343150258,0.0953655168164233,0.0616252103500884,0.196033532557795
"MGAT1","micro8","brown",0.220963602710559,0.16825292674227,0.147956970438988,0.152438680241368,0.166438971045461,0.201206108899156,0.059053249880359,0.169262304671285,0.25042138963268,0.220493046040234,0.143945059399325,0.0803887967578045,0.219900915491546
"AC138035.1","micro1","blue",0.101744176601603,0.154929554253237,0.0602774371478443,0.0254977603610904,0.11938601941905,0.0814766064018263,-0.00877555808571733,0.0286685324654172,0.0454963264018258,0.0479579268144078,0.01695855159778,0.00544053314421766,0.0802061464609311
"EXOC2","micro4","turquoise",0.2337052246475,0.211596664019278,0.204953152936527,0.132836917868278,0.244843004546807,0.195768474516826,0.0379904821791239,0.173676303392606,0.160690425608977,0.214335631001142,0.0791658753956742,0.0471120923590231,0.228402833538346
"GMDS","micro4","turquoise",0.3086484235878,0.313778485007093,0.228730448906228,0.131520508199162,0.361725482339799,0.22906755889339,0.0465226807940643,0.177176423650666,0.184223586477185,0.253374171602973,0.0845945325821948,0.0425815087870284,0.291877743875201
"GMDS-DT","micro5","red",0.25898666626439,0.240255965315577,0.231073503356957,0.185968747964309,0.211102911609248,0.297965486259635,0.054915619349044,0.220922376261085,0.169976513578817,0.194597121616236,0.11416181793756,0.043620954027012,0.222674437484121
"SERPINB1","micro1","blue",0.140114178107723,0.152822184902201,0.103147195409992,0.0943624723955587,0.139895372666655,0.111585390058576,0.014128785748302,0.0774482911753664,0.0576713727168824,0.0922047870843857,0.12470529009455,0.0480908998798466,0.104752187102937
"SERPINB9","micro2","green",0.236354848883593,0.225124314100512,0.272514332574906,0.170413429200099,0.237601361406601,0.186042620487128,0.0769992454083129,0.200595942562463,0.134834244775745,0.215004514045665,0.195861455355706,0.0371281733648202,0.206853831299669
"SERPINB6","micro2","green",0.303907335334247,0.267049219323985,0.274396935171445,0.187953696912797,0.307025322392693,0.242484819589878,0.0573654220877727,0.213167222056132,0.200007431828386,0.272474447738326,0.127088565930313,0.0620415752569578,0.282216090029483
"TUBB2A","micro6","magenta",-0.0208583602814828,-0.0194928943505617,-0.0394565071254393,-0.0211091835290238,-0.0238361175751698,-0.0170243304384335,0.275297773734108,-0.0220071061328591,0.0708691555886081,-0.0229729785605888,-0.0187151423402773,0.00661300810302919,-0.0316544848286983
"SLC22A23","micro8","brown",0.12441222784104,0.0963307888174896,0.0967573815169241,0.152826371776516,0.061513973151129,0.152987667826282,0.013876148260244,0.15742053232124,0.180553111508388,0.117412957056075,0.0320181755120538,0.0175578505357658,0.105523791492521
"PRPF4B","micro4","turquoise",0.287524222863147,0.254229507356732,0.241331549713243,0.160420666918609,0.296443376046788,0.21432574923936,0.0581632798161511,0.188234641221206,0.164346842819749,0.238605888534899,0.145573155309754,0.0578894065820321,0.25501382443563
"LYRM4","micro4","turquoise",0.237504049288647,0.228413486529208,0.205128520547408,0.0986100936755888,0.280546681870873,0.161995326190709,0.0543983526019046,0.137797228167685,0.13554274193856,0.200685261578082,0.0689914128842898,0.0167380661567399,0.232731445210011
"FARS2","micro4","turquoise",0.348863780302287,0.32564700611759,0.312336731625519,0.178326975651396,0.382888935857032,0.271763845608157,0.045094415639016,0.245065114419953,0.205628211615301,0.303872822279422,0.123204584889098,0.0513894758527645,0.329882869998041
"LY86-AS1","micro10","yellow",0.106133261516296,0.0889951811949142,0.0845369466831343,0.0764109385007712,0.0762275838149473,0.104109088746272,0.0148313829901854,0.0819877427728,0.0549229702075329,0.0729757232866756,0.164679725699792,0.0451865266285012,0.0753090076364555
"RREB1","micro1","blue",0.382513688677855,0.383938806465803,0.315686439085339,0.208632083957237,0.382217808831048,0.326797918988066,0.0582298801748185,0.271468719736387,0.268938081610941,0.345004962093177,0.110360965377523,0.0638586313202431,0.383227698431368
