"gene_name","module","color","kME_grey","kME_micro1","kME_micro2","kME_micro3","kME_micro4","kME_micro5","kME_micro6","kME_micro7","kME_micro8","kME_micro9","kME_micro10","kME_micro11","kME_micro12","kME_micro13","kME_micro14","kME_micro15","kME_micro16","kME_micro17","kME_micro18","kME_micro19","kME_micro20","kME_micro21","kME_micro22","kME_micro23","kME_micro24","kME_micro25","kME_micro26","kME_micro27"
"TLK1","micro1","turquoise",0.284803893696565,0.269546408089571,0.262655844917623,0.207586189949608,0.219544314759353,0.160896488294359,0.255067340360586,0.284585558906311,0.258788830410396,0.250601671846908,0.247387902418285,0.230502901044031,0.230153483015858,0.198742240020291,0.231276845693528,0.179686462905581,0.209757984897645,0.176160614592205,0.154642314716953,0.254228645308306,0.24255350029992,0.179638507756636,0.231228418432111,0.2715098332783,0.203883205721522,0.217112792429513,0.0864951973204341,0.172858193400615
"DCAF17","micro12","green",0.188161042517138,0.17112943646638,0.171872389301266,0.12721248091201,0.123642924767789,0.104115104163268,0.170075183492191,0.173265523802732,0.170180057977756,0.168048538810849,0.175782757915276,0.15678129658572,0.194712199336185,0.140155713065043,0.137672011871617,0.156283735253329,0.125780577971927,0.11560403619424,0.146711401136512,0.176935679972091,0.176516802834055,0.135728883731043,0.133171400489218,0.160006773976627,0.131351799095203,0.136321143691886,0.0702134558149113,0.147148157230844
"CYBRD1","micro1","turquoise",0.15732821942293,0.145616314990798,0.165905149768166,0.10730015613476,0.100155346265698,0.118294131835467,0.144041500493856,0.148194984470648,0.133834745165677,0.15876825335625,0.140620886993791,0.151052773262318,0.0969748323726516,0.10101518591764,0.126958523265012,0.063536392524099,0.0997006017770753,0.0915058889494643,0.0791752891554882,0.109174945765546,0.127627818970137,0.0747278371458874,0.108014467573263,0.119025310482496,0.11414085667186,0.107764877942608,0.0995409532605752,0.0733779641089964
"AC078883.1","micro25","royalblue",0.172769015065163,0.136515424696705,0.168702576925869,0.153940300688816,0.128590951183073,0.0906925357741501,0.17338130039091,0.162028749420864,0.169568932524814,0.192765822700139,0.172242054575472,0.177664112352494,0.184228996943486,0.0814943608353721,0.176170075048377,0.115763621663954,0.0787651721445795,0.0631194033905269,0.0734734876223699,0.121117451485886,0.137716806789904,0.136579709204862,0.17591956249018,0.198243486874623,0.171895983977749,0.186890911268913,0.0672691903473434,0.138503196674921
"PDK1","micro9","magenta",0.205713176552754,0.172534457956594,0.205767272668225,0.164987560444572,0.122637996619296,0.124841409493308,0.213252570492827,0.172537336170677,0.168728024807788,0.209697819075863,0.188078040191448,0.168944143080566,0.166080325694064,0.0926461496732364,0.175451643886081,0.152491283868624,0.125493805621114,0.111639801468902,0.142614366834489,0.180612449728069,0.184891252599245,0.127286399187981,0.155160193711073,0.16568245982471,0.172553961230367,0.168654085307847,0.0993892495343367,0.147574330685349
"MAP3K20","micro1","turquoise",0.141950361042661,0.153546167473339,0.12566424095334,0.138686506813862,0.112413834555007,0.115676861091901,0.135852718254894,0.139032674772292,0.160428629432783,0.144634970523463,0.136585798929532,0.125875512277422,0.140317993314211,0.0989100479234138,0.123545784247183,0.0977572759251359,0.109838847951258,0.0990323714797527,0.113003083626108,0.115830272143309,0.109407809932463,0.117524220526977,0.126780247821629,0.130312285908244,0.12347592946005,0.106221587214706,0.102630032335073,0.126309450489357
"SP3","micro19","black",0.292774682044945,0.261353913919764,0.2809434772824,0.192872397467887,0.219123465311052,0.198350723129419,0.28790691141057,0.244424150863269,0.257527645638032,0.266340439938156,0.235614419030859,0.226458484535554,0.24286053133584,0.203497341235645,0.210959725797106,0.185152318161368,0.205387042168424,0.190042037632401,0.186202741862393,0.29910329750939,0.267562561066071,0.211525650640123,0.225547313060056,0.244633551835836,0.237789070798516,0.252144741719958,0.164383839144867,0.207782615477557
"OLA1","micro1","turquoise",0.271524591298855,0.260758386390421,0.225929808412412,0.20957329181345,0.184741733816002,0.15423391317953,0.248852507950521,0.260587204212362,0.221772048579319,0.233239392000974,0.215704221781943,0.221534100053684,0.219491932305819,0.190927650731227,0.258648578307138,0.19161845338655,0.173936077475895,0.172686942270996,0.18860637638617,0.223636216062562,0.221129786104304,0.210699480611024,0.217161174689966,0.214811257412974,0.200609182856442,0.227738394178434,0.0902611433068788,0.183834126602323
"GPR155","micro6","blue",0.231235947558517,0.180380835008447,0.26799114174661,0.120337442063205,0.156923495092367,0.106837843050864,0.278681258689569,0.150029937801761,0.179421575034668,0.192827189015155,0.188712693610741,0.163578421373615,0.189123003646693,0.151691043383236,0.13375404914884,0.11283417554651,0.128052709375833,0.108768874184824,0.17597441289128,0.230599626017735,0.263369857938916,0.0784152168318646,0.158668460754763,0.116019030406245,0.151031300928829,0.224034296508195,0.110375557129514,0.133934159340555
"AC010894.3","micro1","turquoise",0.157319334011432,0.218202769974576,0.134748926004311,0.102249824513175,0.105792279395246,0.130114489314129,0.153389492672817,0.137867671467719,0.137298626926444,0.103883154357341,0.117063876034344,0.106216539050382,0.12868871315498,0.173326493745159,0.104995372783871,0.144141042816008,0.132826138258265,0.128162066488025,0.233892757284345,0.204791804727512,0.140730277229063,0.212479446495991,0.149125364360321,0.0920096416905982,0.132635430477071,0.119119937977025,0.0188320390910618,0.17722723832154
"WIPF1","micro20","tan",0.432733946404499,0.376141042880554,0.430584822841593,0.2927449994821,0.284632002076347,0.243263201588562,0.408505860446177,0.407881390381334,0.370741171585328,0.370051516993969,0.40455586814862,0.328940290201819,0.345881174019725,0.296671151349661,0.342894503188292,0.278958212460936,0.277728021502561,0.273005620304377,0.264423009183368,0.355073495485148,0.445716473462932,0.250683373369675,0.324397228131464,0.370800253195622,0.319269085966531,0.344108829756921,0.146437741508006,0.237758519044001
"CHN1","micro1","turquoise",0.0109699083406585,0.0138365400780389,-0.0161678746463482,0.0355865519440063,0.00783096601154766,-0.000110299323079343,0.0261505872930382,-0.0202047060652086,0.00352170140849123,0.0233218752119896,-0.0110383360201414,-0.00156264941434485,0.0130310313008993,0.0216915097143376,-0.00951213803849774,0.0366778837274973,0.0328939026460453,-0.00788683609402715,-0.0313139982808185,0.0361616641802059,0.0289943273500144,0.0615440406430542,0.0765501861679389,-0.00349452195671482,0.0588495098282946,-0.0180901814321114,0.100096384060567,0.0021939708131235
"OSBPL6","micro1","turquoise",0.251631711376785,0.252802784762825,0.230849987757781,0.177132686087102,0.196339539784458,0.1499911651292,0.174466182411632,0.267645837988262,0.228505372414626,0.207067294993246,0.259048817120162,0.208347698799397,0.217489812596524,0.182244499140457,0.232994185634098,0.140455953969678,0.169789799379474,0.192914317836259,0.15067831448707,0.19498595013755,0.200325268088234,0.164528645243485,0.201487557329461,0.243873521944953,0.179335948630643,0.155800137390548,0.0764687400786747,0.122893122695224
"PRKRA","micro3","darkred",0.114291735869612,0.0951192093520621,0.119826134182539,0.0825762338553562,0.0949303614417499,0.0548386057172847,0.124319731291673,0.0806219268146362,0.0838762845477209,0.0894711306705878,0.0914909721820205,0.0579404957782941,0.113790789853378,0.0916478102050292,0.0736680371772234,0.0781011806178288,0.0654699896687929,0.0488446665798227,0.0859898594272909,0.0937035311269858,0.100171668396543,0.090140494849045,0.0732784817430332,0.0810736399200645,0.101680950655653,0.087387158761204,0.0520552546587051,0.0849247470262086
"PLEKHA3","micro24","cyan",0.120531712723339,0.124439361406597,0.114515161897534,0.0781282189681412,0.0636080787909248,0.0608813819026519,0.125284350117331,0.106352019827728,0.0945005176243013,0.13694976082395,0.0949065233981453,0.103794014199639,0.120451224404752,0.116162235433525,0.101547950574257,0.109877527202992,0.0955525013481345,0.0677537626174923,0.0933872236616775,0.106121412541473,0.103351975369108,0.102812104834918,0.118401559538615,0.101850045695147,0.117439231343607,0.105497459356171,0.0515735280146902,0.0736371032693714
"TTN-AS1","micro2","yellow",0.257211734558282,0.204248649854383,0.28285194664509,0.155938567787437,0.176626412179963,0.168411961005852,0.19330840745386,0.279717357595856,0.207924166398775,0.225507317625048,0.271844512450942,0.223020884050917,0.21220008166512,0.160838196669057,0.209597891428161,0.118942977683461,0.17954443638344,0.167677791177911,0.124470391156337,0.160152874253973,0.221138167196822,0.0996940198327941,0.134149743405737,0.244269346656964,0.126473864349002,0.217449753400946,0.0641175682769692,0.149455546832663
"ZNF385B","micro21","red",-0.00253012317863353,0.00496284439195716,-0.0167562159312556,0.0181987620235985,0.0165705713949326,0.00573217497962461,-0.0100558839408368,-0.00178667614557181,0.0113158092382524,0.00103336169183471,-0.00733350254839348,0.0094325376461247,0.0169506156272654,-0.0141570927027429,0.0143930064063261,0.0392481937538523,0.0206691741504704,0.0136743742424875,-0.0113874810199833,0.00908823839544663,-0.028334348782592,0.0557804819204512,-0.000924104138669739,-0.00159073675488876,0.0126217168545071,0.0126245159803314,-0.032983155746553,0.00748908952353508
"SSFA2","micro12","green",0.243718043637995,0.214657950348952,0.230703900184715,0.149382674365667,0.189859694834828,0.18013249425629,0.213747124248296,0.229300950189762,0.229576203566595,0.210917625264557,0.235345037563943,0.185160968719505,0.262752783919107,0.168805594054853,0.206663116736653,0.151583117710186,0.198182991719714,0.153732051410408,0.170220686390829,0.204147425557883,0.21056915762184,0.150999782946976,0.170101660861085,0.20665833433628,0.159540657486416,0.211199598795848,0.119962456063336,0.183750425029685
"PDE1A","micro1","turquoise",0.0507642757325594,0.0449586942582147,0.0366104477826444,0.0700965350667018,0.0291748266597954,0.0284180030305843,0.0622451043267155,0.0286275509806238,0.0567328480546066,0.0702058401531258,0.0211812230877116,0.0566124952880555,0.0531660440610596,0.0553139060082009,0.0454686729511892,0.0506261611310575,0.0405419203789351,0.0591583473807739,0.020517091835788,0.0503491524445112,0.0307304864889845,0.0804708712325297,0.0709420970172558,0.0421626044001795,0.0560802926675037,0.0313334306058597,0.0516828343257571,0.0623104851353626
"NCKAP1","micro22","darkturquoise",0.0262781843292965,0.0218815567356776,0.0179022587012498,0.0203572102653155,0.021441424425106,0.00176090247349623,0.0675941944789304,0.0179432391224708,-0.00168894772015113,0.0546967897491049,0.00620011273982095,0.0134788739492759,0.0387427969325485,0.00291903481162139,0.0270221930607995,0.0354615317086298,0.0278494115749432,0.0319902757521612,-0.00316287841464685,0.0279933752781852,0.0431664085917186,0.070264942428775,0.124899117641836,0.0239161665296191,0.0173097579763886,0.0386873653311897,0.0461604836098566,0.0261888033626807
"ZC3H15","micro16","darkgrey",0.160604741676365,0.152035818433289,0.132988999308054,0.110062160726814,0.0815218170184105,0.0993599391313454,0.128000338034711,0.158460806598694,0.148852890331653,0.140349616450279,0.144073205030188,0.12797023471139,0.144118133307664,0.0834549540288325,0.157699214830348,0.137574206381717,0.261861091162739,0.0953385937759692,0.077413695070114,0.12738498546927,0.13770717554292,0.126367395117246,0.141127350318096,0.146605635571493,0.115970172842128,0.0856417046701525,0.038491377412968,0.120500497413173
"ITGAV","micro6","blue",0.316892963522063,0.310698125679416,0.305506421528307,0.278476007214919,0.226840892533231,0.187796854966938,0.43380422733704,0.231938346845871,0.266781125012691,0.294015704172931,0.236427635251508,0.272928676341633,0.280230669452156,0.239461483401698,0.245122040055777,0.266027850689675,0.238736161101752,0.219380096903855,0.228374596689155,0.342312874022348,0.336402702031333,0.268416387275068,0.363524478423117,0.230404861050912,0.2739013077915,0.288057170842745,0.0990795127139486,0.239258940205931
"AC017101.1","micro6","blue",0.0715421642966627,0.102558227948749,0.0433605580771519,0.05829930111071,0.0378117083178509,0.0547677271925365,0.123879418092928,0.0255106957786402,0.0562417976796757,0.0467863845192484,0.00411902856838195,0.0592026811720799,0.0589931586618361,0.0552338061021099,0.0357710424722256,0.0657555828214177,0.0713996041369493,0.0273685184412286,0.134138639806137,0.13658376022357,0.0894141125806273,0.0887763895503481,0.092743379520829,0.0168802225849981,0.0703474410088819,0.0764940093359563,-0.0274270385560141,0.0976570985781918
"SLC40A1","micro18","pink",0.150147994380902,0.139214184880685,0.150882145700939,0.0555437998411616,0.0922485994473878,0.0818727063382124,0.109069134898429,0.138312398928165,0.132310716269026,0.148181250011522,0.143514228504551,0.061384438912975,0.158908188981915,0.100383693651449,0.106389788921,0.0642445586818468,0.0549545485499316,0.0830619596733047,0.16116120317945,0.118038569356005,0.114968863001685,0.0750155334487586,0.0937432471006254,0.122597397599046,0.0874346271282327,0.118872029400912,0.094136915433132,0.103482541106747
"ORMDL1","micro1","turquoise",0.0813911147333262,0.109309855874596,0.0847152651315522,0.0531533635654112,0.0660100817902328,0.0573482812307923,0.0657692584989098,0.0891234788421608,0.0665923828728525,0.0616988555476376,0.0853573067410767,0.0314998491714341,0.0492313986319027,0.103540112639347,0.0723748755117942,0.0760031042831404,0.0522254591102588,0.0673303769511331,0.110546547949628,0.0922794465478662,0.0883807698893067,0.0792631166349572,0.0665602991311798,0.0868764706971759,0.0437532220202635,0.07483810222699,0.00850265709640841,0.0629636789978476
"PMS1","micro1","turquoise",0.290251153317136,0.281054312570397,0.275134060411112,0.21271476495689,0.22480335647645,0.220508718915359,0.246404859024317,0.295989467771042,0.262318458959666,0.276316616497771,0.284221425606047,0.236244794154628,0.255754411158422,0.22906358196554,0.267959393419619,0.245280478852753,0.172226283115624,0.202603930051376,0.141414948331272,0.225984480082226,0.238479099953057,0.191287755066755,0.230384568259857,0.298845711719513,0.225821285379316,0.237848543102188,0.0966620746655506,0.183783779351434
"NAB1","micro9","magenta",0.186378793398065,0.164723225200095,0.190370435766586,0.154223364424031,0.125933447863995,0.136606111295056,0.171178404893802,0.175982101358821,0.169796524475404,0.206426414818936,0.188569395141847,0.138935769362793,0.1807148701501,0.117740529138582,0.160921707192599,0.13703558067861,0.0916427101671501,0.0906928425747107,0.122985052692818,0.15692853332802,0.170288966890231,0.107262281392717,0.146652563331506,0.159213198851487,0.150263476399768,0.167217717518097,0.0998800125820658,0.123431163572006
"GLS","micro25","royalblue",0.390112863842632,0.327392175355517,0.359918576581937,0.235119178165029,0.248502953996095,0.227209130728489,0.371708310448191,0.334753112867874,0.306672931042759,0.322377068592217,0.339355329329052,0.293340079465041,0.318614292519963,0.291466002082029,0.305421667340184,0.259960863122087,0.237599014061231,0.250959861119515,0.252074603039962,0.347113553443508,0.373195554511519,0.249152782636853,0.304141890459417,0.321865403948864,0.288666687817399,0.400746912504153,0.0875086647865117,0.292228247288386
"NABP1","micro20","tan",0.288317035175358,0.265547209141376,0.269510983982104,0.201069995716292,0.188391198479635,0.199101973881996,0.283771995778151,0.2536790109364,0.215414827560711,0.215108011873672,0.25746445322033,0.183029523180799,0.231177830845947,0.198763717137253,0.185889723615523,0.17999762149499,0.177555738340655,0.187684644889301,0.207292441584479,0.256330030100866,0.342704218847535,0.191125776605717,0.19319342663084,0.193681566374734,0.192308803000585,0.234846520173083,0.081497692623392,0.165897932480472
"TMEFF2","micro5","orange",0.0135809038741699,0.0236816920684695,0.00436544370229149,-0.0187632909657573,0.01013242314811,0.0467432399724454,0.0110868538757879,0.00966001293933735,0.0124348266344194,0.0201598632951308,-0.00121644395215462,0.0339936549811999,0.0126151520600353,0.0334033768613747,0.0036697809154945,0.0018223804477178,0.0101467222720654,0.0211383067627747,0.0121549152431445,0.0186219288149212,0.0191619182983174,0.0117833864525957,0.00460888471658714,0.027734077719605,-0.00317250418240389,0.0169705107763204,0.00705003266220221,-0.00236926261997062
"STK17B","micro27","darkgreen",0.155189639719631,0.132697164540878,0.134567891669775,0.0748664182680874,0.111825067753454,0.0821813207525436,0.194233922555167,0.10943324705763,0.134349742212472,0.124909687591638,0.114130910264515,0.114734187983498,0.124657301391698,0.100424801553397,0.125258894031961,0.133236961541735,0.127561402876446,0.113965370780474,0.09099619629389,0.151696958691879,0.136449166988062,0.130088837578324,0.132564228055772,0.116528114313901,0.106621513369446,0.139654685577931,0.0806160613646151,0.231083779776619
"HECW2","micro1","turquoise",0.00711233354097304,0.000479893334610505,0.00761400104087476,0.0106340371836239,0.01391271330989,-0.00499354112548831,0.0200004909788694,-0.00329927586242886,-0.00288982977683807,0.0218910710312691,-0.0100656864988251,0.0377915313948034,0.00540835158906955,-0.00629715786139326,0.00332297778419163,0.0119622859396476,0.0121148953693149,0.00587009520431,-0.0150847202158272,0.0124518177113274,-0.00503337735571077,0.0355537053914097,0.0187903412780221,0.0213524355353334,-0.000760368689255986,0.0161975892624747,0.00757970011865292,0.0164360253126761
"ANKRD44","micro23","lightgreen",0.593073963076947,0.508632315816697,0.590153578070882,0.36801565050124,0.391317514131161,0.358408125719278,0.460660962265481,0.60989878582334,0.496534564037554,0.536966492352031,0.590084907594533,0.496601728457043,0.480475654738124,0.40744255695908,0.492134043925744,0.364400657676704,0.323610982513028,0.333942616103227,0.282346201247433,0.424109482445403,0.472705177547923,0.292176739147129,0.429961250033996,0.639778269861107,0.383966766611252,0.41289954698074,0.204713676205546,0.298667957109844
"COQ10B","micro1","turquoise",0.130669051705633,0.146378324191159,0.114368551778099,0.0970756985870259,0.0826290930802028,0.0835488864848924,0.136742992805802,0.117026454676891,0.135432393139161,0.110925172420557,0.0892059230797607,0.147067140888973,0.10899940620483,0.0946996894080589,0.117898770169511,0.0972513330060037,0.0736824320683846,0.102747981460318,0.0781238210640758,0.120502874302997,0.125669987349222,0.104687290747025,0.132304162120002,0.109101563811882,0.0966772471844665,0.0906912277528315,0.0616931688939327,0.10215723959548
"PLCL1","micro6","blue",0.220945884578049,0.202767821984866,0.215538469047176,0.171780603760303,0.163242035743476,0.157737831877473,0.238893813100963,0.172390203338306,0.183292227218215,0.219026375116487,0.18022296275367,0.182114793693038,0.198902949390008,0.169773652532159,0.158322937476767,0.16848798604315,0.163060381972264,0.148185238490231,0.115433616002584,0.203388752652537,0.204005447656778,0.15112117434536,0.221468891726501,0.174150166765909,0.227097050984925,0.222650868863597,0.117657517502874,0.171188961278456
"SATB2","micro9","magenta",0.0729392723691363,0.0411898913186197,0.0748574434837752,0.0377108598298512,0.0445293862975505,0.00256445668076653,0.0479694889715204,0.0620088046435544,0.0793089946882777,0.0908930829964642,0.0637501913518363,0.0332823538911243,0.0514933120599508,0.00845467464418596,0.0290299541055555,0.0475685644753646,0.0215217606622624,-0.00302716718390372,0.0390361255385109,0.0297085841494543,0.0536270502473742,0.0128105756502992,0.0513040854629804,0.0547407211818871,0.0363679451838627,0.0290642571398394,0.0562564171036672,0.060526798955412
"FTCDNL1","micro7","brown",0.19925464058149,0.18655420356784,0.19250542362317,0.0876666517177585,0.121941311791905,0.132848489444908,0.117240698535764,0.241141201680508,0.134190262894323,0.152528539844609,0.207004691682116,0.129678196210129,0.148395275657376,0.12492199729882,0.182194463248554,0.0700942476928542,0.120244620496621,0.161449582433601,0.144707984020073,0.125414135886433,0.160505554199575,0.0742130531542873,0.109637285244748,0.193283867957023,0.103481825449506,0.110862874003105,0.0510250368170368,0.0410418816044254
"SPATS2L","micro7","brown",0.201635560226262,0.162238187347083,0.218025997003203,0.0747893500948832,0.154365890522009,0.131144445957684,0.115772452595393,0.255473089581769,0.131659783768086,0.139883557956171,0.227330418068215,0.155868011581175,0.166772780743355,0.108896879240975,0.158490974001576,0.0870576085081893,0.096536445733077,0.156694865823872,0.134707047545237,0.116189466788876,0.179340414600714,0.0501730327280178,0.067389088545409,0.174124084433314,0.0580016619470324,0.138335660847736,0.155855601441966,0.0592050421226425
"AC005037.1","micro5","orange",0.0653515667093377,0.054294189632523,0.0647851303743189,0.0337615913071487,0.0370396738469977,0.0885134561118614,0.041333767505869,0.0886708572739145,0.0560397108809008,0.0547883469311471,0.0881334244306483,0.0539944178007729,0.064610020016489,0.04796405323059,0.0744106951023067,0.0438856862863551,0.0474218373161745,0.0432724534841769,0.0244534381669952,0.045137913789017,0.0754701715265544,0.053247032701882,0.0302811497876892,0.0764125235686733,0.0383482845741779,0.0416267928286133,-0.00658049598805016,0.0317414691133319
"FAM126B","micro1","turquoise",0.169280152320877,0.158327634325185,0.168422423950785,0.109914541180586,0.125304522877701,0.0869915356054654,0.145280574142135,0.150809866669562,0.150495814809672,0.147549854455851,0.158770119785247,0.139239590336272,0.137818575897064,0.136103264562414,0.13510538353627,0.121788452688256,0.101298363845437,0.0940389454433426,0.107130677461895,0.112648184174797,0.145956874328086,0.112826269090549,0.111860167854206,0.157146439838869,0.131389800694153,0.148047725623306,0.07075273413674,0.0901342817766094
"CFLAR","micro2","yellow",0.398279027679268,0.333634731299814,0.434827305557101,0.243045875734925,0.278639985917255,0.218164159304393,0.348059308038567,0.383463311423923,0.314837276523376,0.344304717122097,0.378373930019485,0.305913232508129,0.320873814635986,0.21764458832557,0.306111986449195,0.221915705013823,0.215118693702705,0.258661763324875,0.240273596543512,0.300825881591366,0.360615911488332,0.171474914529784,0.270276838195137,0.341681494919761,0.242758584795213,0.304553743586835,0.159764573485962,0.192744515055939
"CFLAR-AS1","micro1","turquoise",0.0852934947994653,0.117169387836098,0.0689342407441468,0.0525572622744573,0.0891969352114081,0.0624519993367629,0.0772291730708261,0.0730668985440583,0.0778583772726278,0.0544019001356392,0.0467525328240638,0.0552696498908978,0.0722042528343689,0.0900912421118342,0.0639055822116316,0.0558726849523463,0.0698041044571968,0.0767381199102936,0.0885758767401313,0.0998656352257873,0.0735715097218459,0.0799397174198405,0.045415764153564,0.0692183146307083,0.0600806441945057,0.0800194430810583,0.00920201839787188,0.080494077304328
"CASP10","micro20","tan",0.217273781825355,0.181523110077965,0.213854355220715,0.127660221172335,0.129361415922109,0.134867002530616,0.216078186005077,0.174425573867707,0.176060147921395,0.164444678277116,0.166202341925746,0.130977953358398,0.166049787726443,0.157359681167383,0.150306372989013,0.115871778687378,0.122946200014555,0.134812535492432,0.170476601613517,0.203761535790307,0.240566997003371,0.12078532152721,0.13446874189815,0.13014678805397,0.142967933272482,0.181899710839159,0.103074093572134,0.165919032539494
"SUMO1","micro1","turquoise",0.100502831258779,0.120344950606418,0.0889774986362403,0.0665240001709375,0.0945020937561421,0.0796309285126971,0.0955863513625593,0.10908976358174,0.0813471609816321,0.0648980028048011,0.107819193352895,0.0656851422804718,0.115221816968857,0.0794980820167246,0.0894162905780419,0.0636166865729804,0.0647806984226546,0.0894344270826099,0.0809545311337584,0.0834524846738071,0.0929566481821092,0.0633792497198884,0.0514709781817382,0.0880321038141593,0.0685441863587251,0.0729482157952159,0.0155346713293953,0.0995291634846617
"NOP58","micro12","green",0.173492945113102,0.161043209834278,0.144221543135642,0.103840526444643,0.12850664485371,0.103121743563287,0.160015895849203,0.144174914812146,0.147843101211498,0.138275881393363,0.134097514443887,0.154794487401132,0.2180458335797,0.112131063138436,0.113330868025619,0.122581344595587,0.126883121077793,0.112930401914675,0.114707794339041,0.143698261946266,0.142597237556206,0.139096558462118,0.10196351650156,0.131012441101509,0.10327202683973,0.143303357925335,0.0322305014021824,0.14001044696118
"BMPR2","micro15","darkorange",0.335466216106106,0.30380859285843,0.326244481178167,0.2556063955298,0.266057963740788,0.214561037590869,0.304877338346133,0.318796809486182,0.276786146118392,0.31652758486927,0.29946793651013,0.290404999452548,0.290510667323446,0.204753577674704,0.300209543414329,0.388359416025893,0.196383164898978,0.22480012531409,0.169811220874677,0.276582810749968,0.276281346918662,0.230141497719774,0.266938004076095,0.325874144117153,0.258974050685195,0.262852946541819,0.133589917695256,0.170005966483676
"ICA1L","micro12","green",0.0885094343823565,0.0895646327491703,0.087101216546333,0.0180813498296677,0.0906651047606997,0.103168371574279,0.0645956601281253,0.0953321638620065,0.0781856101893239,0.0612703089631848,0.101255462247176,0.0512670460829304,0.0959356875043158,0.0468616756917265,0.0510878778969725,0.0814846293780413,0.0429055740587423,0.0572831858343327,0.0477043609837178,0.0765869184159014,0.0746617098799002,0.0492579355480825,0.0561738982641084,0.0784889288078584,0.0476045464269881,0.0470386960400043,0.0311148670199714,0.00926422865956583
"CARF","micro1","turquoise",0.178766444036968,0.181501171784644,0.184681371631707,0.142028692150225,0.144736353838848,0.112049102716855,0.133414220096069,0.184017271340768,0.159027123955959,0.170679047116299,0.162131378005278,0.1514417298202,0.177078558449638,0.103661733961347,0.148620392232752,0.122396629933884,0.158408720988399,0.108216186575578,0.118441868929881,0.154386522483997,0.149888710154043,0.136695054777113,0.134960168237523,0.166176679736639,0.117306332154855,0.120323382566307,0.0331777281641146,0.100234615859006
"NBEAL1","micro17","white",0.237960321284586,0.236663574364518,0.220991374876718,0.158617998038322,0.171550638090779,0.173611255281746,0.198620436628623,0.218165389625979,0.193998639150969,0.185182425629994,0.210551854482353,0.177240911554329,0.224427793065114,0.169918187322509,0.169850219874634,0.157582266968686,0.137684683309105,0.298787076077749,0.218258989134814,0.206715644220482,0.211032212120152,0.166401021559035,0.14600462077925,0.185772638505708,0.131757390497749,0.187693385669787,0.059928410105398,0.171097028430996
"PARD3B","micro7","brown",0.242100744880229,0.217351455990809,0.242160560020592,0.129651705792699,0.157636253160997,0.159783664608549,0.177190928747307,0.268776302266506,0.192798713477294,0.19234187293386,0.250433106727666,0.188669867614577,0.210174454817255,0.127223798958104,0.197738717518807,0.138712374657355,0.131131601612532,0.136097753524449,0.107411941522798,0.154105225892984,0.199417316309535,0.109339564084508,0.138786156787082,0.214528285496913,0.108045073970073,0.143658585997292,0.0818385618566822,0.113656199901694
"FASTKD2","micro19","black",0.0806739890017964,0.0741691540871448,0.0698199480252741,0.0663244232244534,0.064797214092898,0.0641073994495209,0.0546937224045084,0.0725871599076851,0.0590007616521881,0.0294426007436358,0.0650220402865203,0.0608131707804293,0.0744258165535201,0.0535712642646894,0.0682266879304751,0.0426185842857318,0.0651587869043914,0.0395860860433566,0.0655060214376871,0.0859693389888989,0.0754762100693386,0.0695230738090089,0.0709684994509089,0.0519256181948561,0.0732970007488799,0.0463956312045156,0.0304900405104863,0.07006774039169
"KLF7","micro26","grey60",0.199551263863164,0.166479052508647,0.206165752187655,0.157728742803887,0.143470563311301,0.117324401597091,0.183122170508098,0.20041102259647,0.138660303723723,0.174130147443174,0.196273103531738,0.156277371825303,0.15699050705992,0.115174855363565,0.156671723488723,0.131408758632672,0.0942522150432992,0.125941134169239,0.102988966396532,0.126903944132194,0.172936929441934,0.0818806135730096,0.154162826582339,0.177569803232258,0.10213721774906,0.128729728041244,0.129314440330772,0.0762079457725589
"AC009226.1","micro7","brown",0.117658439463902,0.100836920667734,0.119688253677456,0.0509985559944422,0.0837812214373683,0.0212958604607628,0.0719916654887287,0.136643716721934,0.0703395744889109,0.0770214187042706,0.118942995931698,0.0839505903915862,0.0833111424380605,0.0591109161031279,0.0770002699890334,0.0196929485643541,0.0762109450048594,0.0723494359023893,0.0736338540867583,0.0666495990896572,0.111107307252296,0.00259106130429285,0.0427363544292549,0.112436001013199,0.0491971178372715,0.0385763339966567,0.0602385552861918,0.0116801766571699
"CCNYL1","micro1","turquoise",0.141323399661306,0.149932682002109,0.117713975960487,0.141319567986312,0.0983676165329562,0.0817608763456818,0.128235155422131,0.134318763276239,0.121863892098687,0.112932842029031,0.10994009317438,0.118348768292192,0.138616535419703,0.0937434765766769,0.14425424806474,0.096108456627013,0.112924189612326,0.101437570617476,0.0884282636156316,0.130700605914689,0.126513497517012,0.129385534682109,0.137348461507563,0.126867713166461,0.1118540097462,0.128103057260525,0.00937614644810741,0.115735370885108
"IDH1","micro6","blue",0.174726410486122,0.156647624209748,0.1696203479994,0.118717730595622,0.110897597951855,0.125483164079719,0.192769759979478,0.152273120956815,0.153482163006481,0.129650585025627,0.14607309363051,0.139695291684769,0.141436407335503,0.112696198232231,0.143715449392751,0.145554630629603,0.148120350961507,0.117718802958585,0.144575889420214,0.159182803251179,0.177522175294293,0.132218095611444,0.135328824921748,0.135528926443379,0.138526349161345,0.169541266279915,0.0501558421644068,0.122267604978163
