"gene_name","module","color","kME_grey","kME_micro1","kME_micro2","kME_micro3","kME_micro4","kME_micro5","kME_micro6"
"H6PD","micro1","turquoise",0.136524922527753,0.1684682571186,0.0749164676360895,0.0895108926843197,0.0835907806697953,0.155954205388511,0.0319274697882632
"SLC25A33","micro2","brown",0.102234663633484,0.0219112011313385,0.158147520307138,0.0868110668236843,0.116924495594194,0.00252365409654818,0.0526722736812371
"PIK3CD","micro1","turquoise",0.23364749103398,0.237905167925071,0.15650651878411,0.0771408752856871,0.237078236979446,0.107266224762537,0.0249838061864184
"CLSTN1","micro1","turquoise",0.192567442470872,0.177850480845646,0.170958173023225,0.079684062839633,0.172738707295588,0.0786786315457552,0.0550071223024999
"NMNAT1","micro2","brown",0.128773667262947,0.0726712325411051,0.13639107719443,0.0994711456967283,0.120440332292593,0.032091083801947,0.0611831660817388
"UBE4B","micro1","turquoise",0.242306356838113,0.29931419867075,0.123060906340923,0.0765971588899672,0.210237629918782,0.204104826542563,0.0130313370651826
"KIF1B","micro1","turquoise",0.230435364162372,0.299133843427487,0.0994659928767489,0.0590546136842601,0.20058338622307,0.2100457611431,0.0274332289525161
"PGD","micro1","turquoise",0.135322401070399,0.167916879945435,0.0622779496166424,0.0481177347983779,0.10242899515288,0.119215105909464,-0.0174163336871007
"DFFA","micro2","brown",0.137083385239835,0.0962359346647499,0.155944409959545,0.0927451772601116,0.154027701421143,0.062689771696227,0.0444126523031126
"EXOSC10","micro3","blue",0.102579673234361,0.0762103447691417,0.0566950069043558,0.0877945754490191,0.0866477459775163,0.0919066909709743,0.0336737270949226
"AGTRAP","micro1","turquoise",0.131885543732286,0.185112578606822,0.0591435189283065,0.0506525420993656,0.102902590803179,0.129371922331475,0.13177991429168
"MTHFR","micro1","turquoise",0.16015170387106,0.198604554796918,0.0808302646077837,0.0751597245104255,0.12007529399377,0.139944009001102,0.0104101281030728
"KIAA2013","micro2","brown",0.101908359282633,0.0481452751919032,0.12604754283309,0.0845069567289053,0.0762663194999822,0.028584645923949,0.0868891059980966
"MIIP","micro2","brown",0.110209724310255,0.0653463473901823,0.152122956667953,0.0788569293081615,0.0969457428171375,0.0106904337093285,0.055426365213551
"TNFRSF1B","micro5","green",0.272214470568813,0.405680899141624,0.0560189721190103,0.138619147083134,0.185828566496071,0.403299577569315,0.00915829893179679
"VPS13D","micro1","turquoise",0.356873197582347,0.42527738206453,0.157679736518161,0.204077763026566,0.298322480835652,0.344424958708206,0.0553085058802909
"DHRS3","micro1","turquoise",0.16350221187978,0.254868966683244,0.0625152250438721,0.0300082456143974,0.16608318457486,0.155364259017504,0.0324025376121742
"PDPN","micro3","blue",0.0656252577866634,0.0230139536334067,0.0426533086010738,0.161219034688216,0.037346997450427,0.0932778143458523,0.0686427387870901
"PRDM2","micro3","blue",0.227698182753885,0.172099773873618,0.191062408358846,0.207082250152212,0.191284402079164,0.160959668282102,0.0683799541042661
"KAZN","micro1","turquoise",0.0877943765701299,0.120737622537793,0.0360700121637784,0.0128204506788804,0.0593717002563048,0.0964871923853963,0.0252715849959062
"TMEM51","micro1","turquoise",0.189975894629283,0.257841658881033,0.0840986842087018,0.0751014214575902,0.146749033791904,0.18960766697199,0.044483661572765
"EFHD2","micro1","turquoise",0.189512024206283,0.200931356316326,0.124067038297387,0.12297062937079,0.168183643123507,0.144385725001689,0.0909169859858879
"DNAJC16","micro1","turquoise",0.130929640403842,0.138356897264456,0.0549769630975891,0.0614351771880306,0.0935133458798953,0.1112073647355,0.0308971633070887
"DDI2","micro1","turquoise",0.259078502794005,0.303212604436389,0.117414456157537,0.1146744288294,0.222056424527084,0.204387815766969,0.0203078162651337
"FBXO42","micro1","turquoise",0.25986320191313,0.279346485742419,0.144537894470549,0.130334281140312,0.229747853814894,0.170592288228849,0.0462939565497171
"SZRD1","micro3","blue",0.116715349376014,0.0852592144462688,0.0941214269205047,0.106336073807723,0.0936018409111337,0.0744045133947465,0.0447410386679214
"NBPF1","micro4","yellow",0.222079689934691,0.164580132932372,0.206647781048399,0.132117695336675,0.245852123583321,0.0847712018047374,0.0893263858456917
"SDHB","micro2","brown",0.16563749018375,0.135425079337251,0.14080711702778,0.110135542588866,0.17131929714369,0.0706019808907988,0.0680032938430112
"PADI2","micro1","turquoise",0.15048771776389,0.334506186554427,-0.0388729345285053,-0.0537594292033833,0.126877621856296,0.221745535382281,-0.0428482640684476
"RCC2","micro1","turquoise",0.247272465211404,0.246450013324734,0.139574189101068,0.142105611043956,0.200433728197714,0.211033781888227,0.0513324488027387
"ARHGEF10L","micro3","blue",0.0503641852875077,-0.0262902919066925,0.0887658400880766,0.124972461258018,0.0409748957624873,0.0676234654543206,0.063822626112967
