"gene_name","module","color","kME_grey","kME_micro1","kME_micro2","kME_micro3","kME_micro4","kME_micro5","kME_micro6","kME_micro7","kME_micro8","kME_micro9","kME_micro10","kME_micro11","kME_micro12","kME_micro13","kME_micro14","kME_micro15"
"CFAP74","micro9","yellow",-0.00968116101605304,-0.0366136642485567,-0.0159481972908648,-0.0631782410785799,-0.00901334019863546,-0.0642967753581944,-0.0300446152316511,0.027222684859268,-0.0809878509278738,0.0995371460720009,-0.0131496832514695,-0.0392555693019367,0.00100892701089682,-0.0268617929276226,0.0580291215445015,0.00112942656511315
"SKI","micro4","black",0.287823396587996,0.0283011314547225,0.300517258592011,0.228065270783034,0.346685342871853,0.235983470886369,0.0319299122751952,0.154941969374517,0.34752232184941,0.129949360663269,0.20722353086082,0.215314729178695,0.230987947012371,0.215017132003396,0.130045398064775,0.0957549260465669
"TNFRSF14","micro5","blue",0.0998548949237047,0.0523150880177516,0.0617526848498347,0.127614946174778,0.0753389413150334,0.187838543566691,0.154638324761224,0.035795038401658,0.126180917994099,-0.0182596623773982,0.119249305806982,0.111383231625658,0.0865780643141604,0.0718984041010528,0.0347114389628651,0.10484217860583
"ACOT7","micro10","purple",0.0205852692297585,0.0597370235722182,-0.0166398302210513,-0.0122152526204939,-0.00244908216937421,0.0293950415047172,0.048295090880472,0.027354466541809,0.00340487385604479,0.0319835803271812,0.0385350474581499,-0.0249449645350705,0.0136101033176961,0.0532683307619032,-0.0014857095383095,0.0435113731234751
"DNAJC11","micro5","blue",0.123242429241175,0.0286843406293484,0.112228628815104,0.0517930620650341,0.11649625476363,0.143699520544899,0.0623809989016085,0.100808181040057,0.144554369743829,0.0689879072539838,0.0813414651913043,0.0977144680500325,0.0692849087410662,0.0809656984061422,0.0505547954935048,0.0471199316060966
"CAMTA1","micro2","red",0.221687578978024,0.0243464497449371,0.265800975346173,0.130507020822424,0.155277518328723,0.175794471428099,-0.0112022169787823,0.166084365520374,0.259734238513537,0.107659584014392,0.102446390904265,0.133627465121537,0.173595670856216,0.0389119636373322,0.122955454955169,0.0249529177626161
"SLC2A5","micro7","magenta",0.0999131166766888,0.00620085478730953,0.000913786213601263,-0.0174401617200821,0.0175897199002393,0.132097954794933,0.133503870975115,0.198695658713456,0.0237308937264556,0.175071674023098,0.0711093735106143,-0.0267438783870453,0.087696373428038,0.00156022097818329,0.138450641886795,0.121081085823432
"MIR34AHG","micro11","cyan",0.162374905574098,0.0531875817702089,0.134246183756848,0.117010218422797,0.171209573305588,0.157989278972404,0.0478917494565005,0.0932041297901159,0.172352497793973,0.0941103181845176,0.131257518941265,0.256939239367283,0.132539265947261,0.0763327406801339,0.0567606269243252,0.0689463533241225
"PIK3CD","micro9","yellow",0.0767084258119189,-0.0277742470350688,0.0327254684796296,0.0162316971141402,0.0346108938037409,0.049106361927293,-0.0293198791851951,0.114375141702157,0.0250850016269554,0.149679280231598,0.0644887218995596,0.0648495951645269,0.0959290113321197,0.0643155431646514,0.0869992446109601,0.0513902154107506
"CTNNBIP1","micro8","turquoise",0.0901251820715189,-0.0316941391046967,0.0590324916517797,0.0563317641352591,0.0664768860664199,0.104615557804595,-0.0276726113811506,0.0671095115066245,0.112243293243258,0.0502603378316187,0.0803565404893135,0.0880024372755532,0.0983597015074264,0.0810703743723782,0.021232420686861,0.00564782630273811
"LZIC","micro5","blue",0.0679704210327735,0.0370804498140586,0.0581966988546891,0.0671120743952177,0.0277903219998154,0.0998075362352421,0.0958181183121038,0.0407447028237678,0.0832207435563346,0.0148177462294823,0.0796170521258684,0.0575883319724813,0.0196294752774274,0.0408003506891886,0.0293187922748172,0.0869220283371334
