"gene_name","module","color","kME_grey","kME_micro1","kME_micro2","kME_micro3","kME_micro4","kME_micro5","kME_micro6","kME_micro7","kME_micro8","kME_micro9","kME_micro10","kME_micro11","kME_micro12","kME_micro13","kME_micro14","kME_micro15"
"VAMP3","micro1","turquoise",0.0788508078875179,0.103227649194025,0.0549764304147885,0.0284769387945386,0.0424787531363852,0.0412551126329618,0.0660866533960508,0.0799268276482609,0.0689288459827901,0.0171167103490888,0.0620429651807897,0.048353163359475,0.0628987342093838,0.0565252457991525,0.0485342604009626,0.0801821679032707
"MIR34AHG","micro3","brown",0.210242390603218,0.081861605242364,0.176676634839391,0.200025917110139,0.151935750870832,0.135459269449575,0.191548049970459,0.179204197701416,0.135252630755608,0.112982338729593,0.176630085112589,0.190726279546659,0.143360188013941,0.157465785167819,0.164663772599103,0.152123467481147
"PGD","micro7","blue",0.132514030875214,0.127007836220877,0.130532077440112,0.133845601569013,0.083746748350843,0.12840187795537,0.0760182326084533,0.145565447851244,0.0379737846133385,0.0713981155905954,0.112186803732257,0.092124525373523,0.0892448718453365,0.126203345098619,0.0540213874640645,0.0603380489449928
"EXOSC10","micro7","blue",0.131253065451103,0.0836585193905037,0.0805817597889137,0.0995863878921702,0.0923830809909949,0.0783564663365554,0.106374064216717,0.106693328781501,0.126196868629498,0.0531969700401079,0.116447199315498,0.112045662410612,0.116498541618864,0.094097204687518,0.112065544195009,0.0837073938988386
"AGTRAP","micro7","blue",0.095042579460199,0.143307914712277,0.076156831799895,0.103083971631226,0.0719959509777478,0.139579356624528,0.093780565329497,0.140787384825465,-0.00100429220851684,0.0336688435183293,0.0931468548985684,0.0364130949672771,0.118836769776285,0.0802761428089324,0.0487953784844366,0.0376946239749356
"MTHFR","micro1","turquoise",0.163604081727002,0.117859147629876,0.142360677319198,0.131124139567902,0.125974608917009,0.117525352407968,0.130431690233601,0.150791162551188,0.149058797176968,0.0770521602713245,0.144569846093869,0.169207874241775,0.121086316570428,0.138632503745411,0.129619639848068,0.114558974402893
"KIAA2013","micro7","blue",0.0528493223614617,0.0746731360892259,0.0245658696946879,0.0285036473032125,0.0255650738210828,0.028510163258658,0.0273112967634155,0.0514427753115374,0.024123053330849,0.00897737184804376,0.0403871618770878,0.0311079281935669,0.031349457145332,0.0317826128054878,0.0227741464930742,0.0318262410701899
"TNFRSF1B","micro5","black",0.245872015563543,0.191346788602278,0.124280423607779,0.357395031418147,0.198706094728805,0.547299653805222,0.227096525593192,0.402287843076836,-0.0543006388476781,0.136050778719208,0.168807176840092,0.061183611140735,0.314799884268863,0.150097133504192,0.207216682209476,0.0800322055524795
"DHRS3","micro8","pink",0.227846598786131,0.148398036763044,0.181887085748635,0.124679183480268,0.198856501631881,0.0659729686192664,0.205377422346921,0.174487666116442,0.296626720485615,0.0569088019142838,0.202742226609599,0.25810179915226,0.17079544968259,0.200088752701684,0.249872072094806,0.239973252709041
"PDPN","micro1","turquoise",0.15390066188114,0.132969428423414,0.157279966730025,0.0907704778469686,0.0943919459447412,0.0546671652926363,0.0683894183246107,0.0966887785094395,0.164822590547213,0.0517529188659801,0.129295732523415,0.178292816144486,0.076332133059826,0.128643131961621,0.0789359397331621,0.109271874748375
"KAZN","micro9","yellow",0.0479989936212878,0.0174803739135943,0.0303135682537925,0.0725302178259573,0.030131627567199,0.0824007589103739,0.0402348258313035,0.055966008914861,-0.0324259105302285,0.15859312401716,0.0418141667127768,-0.00352184968432888,0.0813625528713469,0.0365185727152064,0.0267505214110905,-0.00423055506645895
"PLEKHM2","micro10","green",0.202841354731351,0.136387835356168,0.170854980195156,0.161009697332798,0.13860901722851,0.126684297433776,0.131652447356155,0.151095158745797,0.115070419172025,0.0820996390049275,0.216113131215022,0.163961646584798,0.11137508377741,0.172685445933636,0.142594667164892,0.131193054538533
"SPEN","micro1","turquoise",0.280146048280594,0.226249179095794,0.23425078322188,0.203640696314876,0.161348146594688,0.176731077748892,0.231599248487281,0.247868386376112,0.200861922826875,0.11914191670447,0.255408998730248,0.221038571401345,0.16899327487065,0.218188079915878,0.198301770892651,0.220396985889602
"ARHGEF10L","micro10","green",0.230418361709154,0.124676152820999,0.231921268390831,0.196762137757902,0.137616385912009,0.106767699046484,0.143414600736743,0.151585969249635,0.159358677633494,0.085148462405855,0.263767490896855,0.211986939417288,0.115739980233075,0.187934630098251,0.111445743485697,0.157721559015454
"IGSF21","micro3","brown",0.247571131201007,0.101152392812262,0.0821724510379235,0.341445097832901,0.223697218447612,0.329424594586672,0.242013135214208,0.311934439338008,0.0403694342246639,0.117061853615698,0.162297872392546,0.119049938904308,0.29037274660062,0.139139309902321,0.255869248823538,0.0860017177273832
"EMC1","micro10","green",0.122583422575121,0.103397631050474,0.100462130561051,0.107099012852174,0.0881384094760979,0.063291002813495,0.0629345639598895,0.0912269459400671,0.0566544690327857,0.0498685404067916,0.122427918366057,0.104121211528352,0.0687837747731331,0.102552611894144,0.0657628200343679,0.0595458943405029
"OTUD3","micro10","green",0.124851400095016,0.080693732112814,0.0780896643969093,0.096733598539853,0.09857057932696,0.0716451639179114,0.0976409073826316,0.101609192649945,0.0662805405051549,0.0770192288352188,0.130733903733908,0.101141165815323,0.0868552878357809,0.0807469433750218,0.0827082010949687,0.0833024289159226
"LINC01141","micro8","pink",0.190744738496303,0.128953013265617,0.171249391592248,0.0189191218350227,0.1327274333057,-0.0453611423880284,0.160431240693158,0.0833598696358437,0.419354279406297,0.0478645086815958,0.16499160511994,0.282812473400623,0.0844198726583247,0.161342603633706,0.207631356264846,0.248139394979458
"CAMK2N1","micro9","yellow",-0.00344758395204206,-0.0164857430235433,0.00623730212085558,-0.00453883657629502,-0.0012407127779109,-0.00537644030354675,0.020183254166464,-0.00757276142269121,0.00188207381374796,0.0770711629109429,-0.0117791075303074,0.0141155917642257,-0.0140357035357935,-0.00661709369330156,-0.00466614811195875,-0.0049799206700054
"PINK1","micro3","brown",0.045457056603822,0.0202424604271335,0.0498462235603784,0.0614878581693258,0.0325820999954461,0.0689147458726195,0.0328837376907452,0.0427466394080673,-0.00544904862694304,0.065455706716673,0.0378262458339336,0.0155259891037319,0.0313458955167263,0.0407174801656946,0.0267701172107666,0.00645507099147293
"HP1BP3","micro8","pink",0.337178638461561,0.270215417907053,0.268925629523788,0.190010891333543,0.22584132859952,0.141713923607109,0.305099426425851,0.283837828091231,0.344828777690197,0.0739366269278497,0.313144448088998,0.29486202771869,0.205176657150809,0.317215262563208,0.283084406311688,0.325119077747491
"ZBTB40","micro10","green",0.19540160842954,0.139786985521178,0.161134732667088,0.13586411879479,0.118333463501939,0.0828814669167374,0.143303101187319,0.138751685402708,0.156735023942432,0.0615270639552503,0.219137726189342,0.176466142745042,0.0922305100770611,0.183435867784308,0.106933261679818,0.164099519763804
"C1QA","micro1","turquoise",0.2401467420073,0.484652999367713,0.189934860255958,0.222939789004864,0.179788925513005,0.224148630591589,0.147741449240754,0.281415028814796,0.0412731489787952,0.0656531932530734,0.220485340836235,0.113220113661287,0.229468109917387,0.190506220341763,0.105664171431496,0.138425517542867
"C1QC","micro1","turquoise",0.303690231153259,0.562142600293887,0.240205510496224,0.234628197327676,0.210026439481786,0.256874758352317,0.204834250251764,0.353768072669719,0.123276964269466,0.0759834240128795,0.286960089621998,0.174499275121086,0.255940977020824,0.254207238429812,0.153793001879762,0.2106592018575
"C1QB","micro1","turquoise",0.301587971955454,0.565198546312653,0.239943639938497,0.257010362727122,0.233961926760419,0.271993120717018,0.180038063504236,0.346664613469254,0.086314072250388,0.0675483773936817,0.285200670484463,0.166234772410126,0.275617266766759,0.243467561441289,0.14513816462458,0.17860763682485
"RPL11","micro1","turquoise",0.219370516585325,0.393293110161918,0.154063691711363,0.137172397860737,0.140066425144513,0.13768513259207,0.153168867509004,0.210389525999872,0.13593055943625,0.0489411295045611,0.196332629775046,0.143423683570876,0.172471829163562,0.165428327784201,0.142628725905367,0.177935595647215
"PNRC2","micro1","turquoise",0.128864366123379,0.142333042211628,0.108109640026144,0.0805685666954989,0.0793191927134058,0.0988887370918331,0.10695088814916,0.141313651329067,0.103302505260551,0.0158365144845511,0.111157831374195,0.106086387375407,0.0994694018509665,0.108205956664378,0.116584448539369,0.131880308462845
"CLIC4","micro5","black",0.133828358921059,0.0802044777146238,0.101505492660743,0.169779313780643,0.0925346138163708,0.172332488443632,0.0817269489214079,0.129614664816149,-0.00235593417435896,0.0842061912801327,0.135131655959511,0.0792855896417431,0.111911369361215,0.0717608936297208,0.0831280200947729,0.0427099378649383
"SYF2","micro7","blue",0.0510779959236683,0.0801036698222998,0.0414559609826646,0.0477929602066779,0.0488646919570262,0.0547856543555325,0.0164547218970039,0.0695853391782859,0.0164748932354029,0.0431344562062478,0.0411290777686024,0.0305749819960221,0.0526331738121297,0.04224536322844,0.0398386279871644,0.0165737919241174
"RSRP1","micro3","brown",0.257959287246312,0.201855973379644,0.197634771002913,0.280866158963772,0.209682610815725,0.228993237885834,0.195403882822839,0.25599803383069,0.0646069298130853,0.14686811400412,0.204415490772883,0.155829347713334,0.228483015716317,0.194026920856367,0.184336943144469,0.0451406391645286
"TMEM50A","micro1","turquoise",0.161577756527897,0.181776639518072,0.127052984429791,0.118338863440697,0.109467913592292,0.0953166792490862,0.123629764168902,0.141073515536205,0.103748247929888,0.0325421184166193,0.141697003288099,0.108329950089415,0.1149266514095,0.127119012051354,0.106537442744066,0.102268608488685
"PAFAH2","micro10","green",0.104285064905926,0.0550300284447946,0.0714087824669496,0.0930979118040925,0.0769172302882136,0.05311684729026,0.0905849263555274,0.0730195561670929,0.073795165584029,0.0594304876135962,0.108682780195311,0.0964497867254428,0.0321325928307944,0.0794218345943662,0.0614476554155965,0.0549368907164399
"SH3BGRL3","micro1","turquoise",0.170751722288694,0.350349206967197,0.139669243600118,0.0730194458859764,0.0777645340415779,0.0715958599877193,0.120038830927408,0.1535762269446,0.15715356849213,0.0325128529340491,0.143971959918613,0.126683846787032,0.117534615952231,0.135959945635584,0.0935124627497671,0.156404511929885
"HMGN2","micro7","blue",0.0822876258483594,0.0629449518002727,0.0745727792823296,0.0672267870387985,0.0533356770366536,0.071728887930805,0.0627396809339017,0.0922695220246961,0.0564252794187709,0.0248668514946085,0.0627498320890625,0.0569172770634918,0.0458046312692902,0.088919655474613,0.0783873170844303,0.0736219590449323
"WASF2","micro11","midnightblue",0.310167425793832,0.20292493823711,0.224579247578105,0.238447738089277,0.218844973723465,0.145986563183633,0.29246305021445,0.236757234951733,0.258208254590293,0.111601311738448,0.255797867392152,0.34731452810196,0.191632813360543,0.242287786230164,0.239427872122074,0.246827035335809
"AHDC1","micro11","midnightblue",0.107560403489851,0.081747568704275,0.100343393489503,0.0704230848214514,0.054665008762594,0.0411073289677501,0.100536176761159,0.077882698551659,0.0932051444448557,0.0424837377757221,0.112735670916459,0.125551576404515,0.0463396692108989,0.0777144147014427,0.0763044307041311,0.087781000015524
"IFI6","micro9","yellow",0.128911940405132,0.129047028371963,0.130852947614926,0.123787405320785,0.080899777767515,0.0738091268765969,0.0653107213497697,0.0939452152183467,0.0263354140271385,0.186008442881504,0.123573031713469,0.0914283680335713,0.073316146655945,0.113363985162227,0.0357442399772341,0.0729063139221878
"THEMIS2","micro5","black",0.204999373930942,0.17991045951657,0.11594688961206,0.266486105936241,0.148490769216765,0.427311559178755,0.188401057229573,0.340552663835407,-0.0251815075330164,0.107176948883066,0.158898704565404,0.0478836860210194,0.254791150142971,0.148114693532331,0.159871476620039,0.0603145917602364
"RPA2","micro3","brown",0.144866436171223,0.093527691089776,0.0917580804658196,0.172630578163756,0.105786458936055,0.163086197286455,0.108086647930284,0.148184807301065,0.031276643066554,0.0873129398700859,0.12512419911277,0.0837382396941996,0.143747370555666,0.0917441277174623,0.0956399915454165,0.085937923266548
"EPB41","micro6","magenta",0.272683231229254,0.172964969862088,0.194121850474568,0.178444571207662,0.176495464560319,0.122140860882988,0.333658128063177,0.223420864860548,0.281402612354155,0.0856688324579455,0.237234134056423,0.270166790806222,0.162809433824486,0.243161092924291,0.255351781093541,0.237646464965114
"SRSF4","micro3","brown",0.231234581180446,0.153992651060235,0.17491565722854,0.239659105332479,0.167498785019601,0.163110604515027,0.141099507972934,0.188842447809973,0.111738366252508,0.117003307785726,0.204950146846382,0.18151790530925,0.16588970880405,0.167441605739723,0.14288469867542,0.0985594787997209
"LAPTM5","micro1","turquoise",0.332101719159063,0.538051542954629,0.284023123189669,0.291765592348916,0.176352038963342,0.369979712083477,0.207342309862726,0.41868964910299,0.135159255761345,0.110081175347661,0.295980573595225,0.204605277997329,0.321999190212921,0.264034723516574,0.176697611547706,0.183298354377618
"SDC3","micro7","blue",0.105992935487334,0.165465476900129,0.11286924279567,0.119407895230061,0.0202743889847432,0.178424187848676,0.0992488245860389,0.175751631502822,-0.0177158674694161,0.0716162827588686,0.0871756626173745,0.0178727325707864,0.0996473760133748,0.101874955268989,0.0205366334220218,0.0215112631621737
"PUM1","micro3","brown",0.335069457884001,0.212383416116122,0.238298949539056,0.322484399493577,0.258645817519343,0.270844686355596,0.273588326825015,0.303985042123406,0.17660952463676,0.174788558115193,0.300714150196121,0.265306017278217,0.230438603109423,0.247709265782677,0.234553695869642,0.230824417519466
"AL513327.1","micro4","salmon",0.106631825867522,0.0696650448178127,0.0474354473669829,0.146822296028291,0.280049914245473,0.129692162920433,0.0481822949264646,0.111239411290867,0.000483292317059582,0.0295227727676346,0.0684998629597928,0.0597234929871665,0.143546304334588,0.0585876741213342,0.130809093194787,0.0251322791382054
"PHC2","micro12","cyan",0.369854011193362,0.255267988103314,0.239786322379354,0.371051091509044,0.288359125350669,0.318692311214466,0.286556352023653,0.364751876827348,0.202968030819205,0.121412565890621,0.306114442214974,0.300709828708187,0.454446243728142,0.2591198177658,0.296297107991468,0.201223044496332
"SMIM12","micro2","purple",0.119912599531318,0.0803568690350348,0.116831734452093,0.10339473231103,0.0667764620292048,0.100890233117016,0.0928741921092532,0.113334627156576,0.0463619616684078,0.0555294994127404,0.108216380449186,0.0725302087489268,0.097428400121609,0.10453435276976,0.0671985036039491,0.076158230113995
"ZMYM4","micro11","midnightblue",0.352528068924746,0.25245433366716,0.245240037649123,0.290350315219824,0.22827001232753,0.194387569040523,0.266282703985747,0.264257905832991,0.228389997369922,0.156527189831877,0.321523986686978,0.341243869116961,0.212287717313265,0.277422820478859,0.228898657252639,0.243123512870174
"KIAA0319L","micro3","brown",0.276083332498703,0.172684243853765,0.204436021950626,0.293898071230203,0.206319437140563,0.178170619680229,0.205352019601571,0.221092770408075,0.101401405034742,0.162460127164181,0.261066850733233,0.214060493600746,0.185129416443957,0.205803305838611,0.174333769224121,0.123420537664439
"AGO1","micro7","blue",0.159492268852112,0.145399589790934,0.120582273551853,0.105525264212256,0.0994437214912805,0.117716817712355,0.133457946731171,0.175623567555655,0.141366715725745,0.075650024954165,0.134973353619712,0.123621510148374,0.140848488450257,0.143102753729225,0.12817771761314,0.124559567404367
"COL8A2","micro1","turquoise",0.119940804933541,0.135883616738499,0.082722180689491,0.0503627667514297,0.0832553546403997,0.0567106084611755,0.11228185370943,0.110285596160353,0.144845522991899,0.0135890206802529,0.120147328425323,0.133904472206206,0.0693350946681661,0.104214528223842,0.116036417173202,0.152522461670773
"TRAPPC3","micro7","blue",0.0979606260676507,0.102259232089238,0.0908326168777275,0.0896000049646415,0.0553072906140679,0.0831719876970497,0.0969984183467533,0.107187834699611,0.0259762521837996,0.0363270195702876,0.0845137905770812,0.073754112648529,0.0736856635394889,0.0920134164495785,0.0424024508114143,0.0559662035146538
"MAP7D1","micro7","blue",0.11935470168678,0.107481569120653,0.100374145226221,0.114213572538059,0.0653018859851154,0.0968172558087785,0.0871974831284993,0.123012963727991,0.0739461676563919,0.0449048939444812,0.117175063712431,0.101184162380845,0.0860637188627486,0.101436173346021,0.0701007845899982,0.103337207539268
"C1orf122","micro1","turquoise",0.0610642065711368,0.14421919608999,0.0633844992403517,0.0228752969434172,0.0187292998231535,0.0519896624389656,0.0472480265667017,0.0854441083220416,0.0398931762942736,0.0158298434834735,0.0681816173550399,0.0203948421326367,0.0470996300949749,0.0622853968615578,0.0256537805659318,0.0479769378125571
"SF3A3","micro7","blue",0.127522686317823,0.104319088282817,0.102487927181274,0.11444710348817,0.0720747999209099,0.0805142742413837,0.0874453721065369,0.104092179691761,0.0528714657955895,0.0525976204847447,0.12048934244063,0.0857333914786261,0.0809899779002019,0.0975033860276631,0.0638655755434753,0.0683703316098186
"RRAGC","micro1","turquoise",0.0850045892073055,0.102397004990801,0.0832572657865416,0.0449624339627464,0.0275177045386569,0.0422475607548988,0.054082543959313,0.0687635258297944,0.0598045093348034,0.0803153093895246,0.0853365518392345,0.0546145417725486,0.0416680120682637,0.0814195526166545,0.0418269420749029,0.051415991775303
"AL139260.1","micro13","greenyellow",0.125372845708367,0.0754681597655938,0.140802292119334,0.0628504045898179,0.0690776574086668,0.0216988883159193,0.0775291240976971,0.0643805008714989,0.107127157421391,0.0567892968762735,0.118885133000548,0.131888104914292,0.0281687900023257,0.155092507274616,0.0699325186860906,0.0898741367784472
"MFSD2A","micro2","purple",0.0799482492935672,0.070332833602894,0.0951768507283199,0.0576380959707833,0.0140534640615091,0.0870193935191882,0.0496168055598309,0.0781690408526456,0.0311084318354192,0.0300241687305546,0.0879641207996531,0.0577976173293888,0.0336407511010535,0.0876006605399802,0.0141665638692095,0.0920727209317913
"RLF","micro14","red",0.216051659942675,0.159143832685712,0.136419414284516,0.185524463864454,0.216205486658182,0.206690287497151,0.189111014829386,0.231099312887012,0.158303309886916,0.0482527628602752,0.171341137663012,0.182130183431241,0.206631570496064,0.158656367823159,0.27018230526357,0.210548931270493
"COL9A2","micro1","turquoise",0.065331712677735,0.0828061964142297,0.0407131398600508,0.0130500540827575,0.0476003069173567,0.049429516721328,0.0801679144343152,0.0787430742853801,0.0817003465921666,-0.00747486208827291,0.0613599055294514,0.0381300725118006,0.048187949271327,0.0535635818862001,0.0749602530271878,0.0859777978326183
"AL603839.3","micro10","green",0.129541508874584,0.0744295778580693,0.099551407008154,0.126829280681491,0.0753700076291911,0.078505305432926,0.0905452208061021,0.096914512413736,0.0343322924224862,0.071881821553309,0.160850228648607,0.102372147832052,0.0788737591036967,0.0935891397250542,0.0511330094809694,0.0433250307478234
"NFYC","micro10","green",0.213682007597193,0.129884053415155,0.163674541269536,0.195486595958883,0.137874872576952,0.122372756149624,0.150736478703323,0.154450687293405,0.10460736457648,0.113632528238926,0.252010919139436,0.169716122812791,0.123811728486721,0.179088804931559,0.111929285466156,0.140126906702073
"CCDC30","micro10","green",0.150772258979096,0.0684841495840834,0.0980850977559276,0.0753466018143593,0.0684227596811016,0.0403796594747737,0.145658533486328,0.110887272898613,0.157661419897001,0.0386290213597094,0.158053154213423,0.149244732460582,0.0518569714569241,0.142336870884015,0.116272747484799,0.164410626536868
"YBX1","micro1","turquoise",0.215855815119735,0.329897603406863,0.177045002692399,0.149698771621662,0.13796825379276,0.112166325907966,0.121135004550995,0.167640211014912,0.144589277173731,0.0714382160888111,0.196446997300156,0.189292181902374,0.148181759048402,0.171351700162547,0.116781246069665,0.154576701244006
"P3H1","micro7","blue",0.0874282894120089,0.058778888597635,0.0618757376101504,0.0788799459609457,0.04594431279589,0.0665834236102605,0.0608058479081798,0.0858678851139606,0.0369887047828495,0.0728999573596751,0.0827629889813013,0.0462294090789657,0.0529301476481295,0.0794901565891897,0.0548156918855607,0.0481589506798852
"ELOVL1","micro7","blue",0.0968574268602101,0.155102297054635,0.0944559552115242,0.0848986628692094,0.0604241615483637,0.0783883252077319,0.0770649024082695,0.108877379789398,0.0333886495480608,0.054575559880154,0.0870017747303043,0.0526691952930758,0.0803930044976985,0.0673892128818171,0.0226943020111212,0.0502133772048362
"RNF220","micro1","turquoise",0.0943455116114337,0.10750106734562,0.0630320722872316,0.056720153351095,0.0443852127396797,0.053124203215912,0.111684646928037,0.0882890671289416,0.0914568526119068,0.0450578940985161,0.0698623809614934,0.0880521475323241,0.0765392463026782,0.082506675218319,0.0686316072192752,0.0807538609593298
"RPS8","micro1","turquoise",0.171543136342082,0.367582478523403,0.129973888625388,0.11737707111092,0.0899548184242521,0.108936103784577,0.120757864143319,0.171375212519996,0.11407790935781,0.0599106826007965,0.149247612742738,0.107128538683534,0.149995002011692,0.132443818712672,0.0724410977283607,0.141136002273872
"PLK3","micro7","blue",0.0744840813518218,0.0708895718411348,0.0371231929582606,0.0728830435227174,0.0790314329270105,0.0697776855923607,0.0670805366013511,0.0889620538332295,0.0621502585223741,-0.000523515941804729,0.0483216124244954,0.0819546633931592,0.0726136426204628,0.0700070263760405,0.0855050297884947,0.029633270330375
"TESK2","micro9","yellow",0.124573204565154,0.0727305202018641,0.0966397030373395,0.139419814284965,0.0844849666943341,0.12839818285052,0.0905315361937595,0.11269041432114,0.017519379584031,0.13537302862667,0.116951839807875,0.062404786190485,0.0786553038108978,0.105490711876704,0.0703021308659274,0.0620408856787003
"AKR1A1","micro3","brown",0.221234669201004,0.122199040949666,0.188027110201405,0.249956751738446,0.171585412822491,0.128484775679935,0.0792763466509274,0.137439081685109,0.0547012266684344,0.134681176282874,0.215156916144792,0.162567359906373,0.114005240869319,0.16053648104323,0.089672508942603,0.0615819527573161
"NASP","micro3","brown",0.201155063764432,0.130460404366756,0.124249149797464,0.2206534378919,0.150618104692058,0.196839280421295,0.147123606095923,0.188647721306004,0.06686326041369,0.0891449590702901,0.16256311292944,0.143362753552043,0.157597344697838,0.157449024615525,0.158491941723992,0.117609457793135
"GPBP1L1","micro7","blue",0.322142490509338,0.216815007513093,0.243510290246755,0.263133918962507,0.194815980213936,0.198656387304647,0.271367927728032,0.284648269301065,0.22394106917724,0.12448565885641,0.282592726064101,0.276789821398098,0.21399625889576,0.264746824629071,0.226606918582014,0.218842324448843
"POMGNT1","micro2","purple",0.0869622668609988,0.058978318549935,0.0763056038423925,0.0778158484459067,0.0700640811212997,0.0579054580585812,0.0635047224999366,0.0684020126229852,0.0566784637983474,0.00346098101389456,0.0895964858001778,0.078506314434376,0.0440975893064023,0.0682019330728546,0.0630071829024159,0.0548764218235261
"LURAP1","micro1","turquoise",0.089150226972026,0.074660955131192,0.05474576347461,0.0634694011546643,0.0353521295342935,0.104090122520466,0.0950331246240576,0.118332368120876,0.0591427013750827,0.0262302616825687,0.0844990434408031,0.0366396993066349,0.0688133507554122,0.0841737642406859,0.0531436854393833,0.0671627168213545
"UQCRH","micro3","brown",0.0987222517518763,0.0768919633122764,0.0648804398517922,0.120540591212752,0.0770499966889523,0.101943724125085,0.0522694000649856,0.0917205072882504,0.00368700695310598,0.06802003345387,0.0801108180102008,0.065288305180203,0.0758565811601226,0.0573633816250235,0.069533624792723,0.0342141217572288
"EFCAB14","micro7","blue",0.171494880049306,0.152697022277876,0.137881815943342,0.143955555256389,0.110152841460822,0.142250370248836,0.123932791738299,0.175326508987017,0.0728481731537508,0.0768414786538982,0.146129880206637,0.108145161562277,0.108457290594501,0.131679330994065,0.0851600305602289,0.123021304516507
"TAL1","micro14","red",0.135574178430287,0.0522582245014452,0.0651742229969225,0.102620556972373,0.147770185444339,0.0599114202587903,0.117225981700672,0.0823716070025934,0.12704498862899,0.0494393158896743,0.102372509331662,0.148477714359495,0.0796200582373157,0.0950769334679159,0.19317638711144,0.119118358356462
"SPATA6","micro3","brown",0.272276450896196,0.111977376004144,0.142676854012768,0.382475340361907,0.223460036159359,0.225998567593162,0.171678271274961,0.201490714710932,0.0411619178165072,0.14517316411076,0.236366701451821,0.215748600310146,0.210407473720816,0.154425710075181,0.182460228085718,0.0767073619307707
"AGBL4","micro9","yellow",0.0483616177869344,0.00770653288661287,0.0293165038087754,0.0584023850346979,0.0520181371663536,0.0505262446939082,0.0562327807503342,0.0487635902053483,0.0156781029332141,0.0788067872747805,0.0230520736562309,0.0376949365607905,0.0518123761462607,0.0402171195054137,0.0694634309713364,0.00329604265169301
"EPS15","micro3","brown",0.322627862103961,0.198455122940712,0.255242133660586,0.428051600798953,0.183579209623502,0.275959217572263,0.211695899752468,0.257356541297712,-0.0241637683319436,0.208475547014821,0.300725822392992,0.208403812659469,0.215472451216926,0.232751641349343,0.105858145824048,0.0639989960430429
"OSBPL9","micro5","black",0.255576144650566,0.16948449928822,0.172238514221614,0.270216924681146,0.171558119539839,0.229251925469866,0.19012789142453,0.233672162133926,0.0963663475701111,0.130342597273177,0.211212836862815,0.173781973425683,0.207477908018109,0.194424049725284,0.159839306173169,0.13246506761683
