"","gene_name","module","color","kME_micro_state3_AD1","kME_micro_state3_AD2","kME_grey","kME_micro_state3_AD3","kME_micro_state3_AD4","kME_micro_state3_AD5","kME_micro_state3_AD6","kME_micro_state3_AD7","kME_micro_state3_AD8","kME_micro_state3_AD9","kME_micro_state3_AD10","kME_micro_state3_AD11","kME_micro_state3_AD12","kME_micro_state3_AD13","kME_micro_state3_AD14","kME_micro_state3_AD15","kME_micro_state3_AD16","kME_micro_state3_AD17","kME_micro_state3_AD18","kME_micro_state3_AD19","kME_micro_state3_AD20","kME_micro_state3_AD21"
"ATG3","ATG3","micro_state3_AD4","blue",0.0669052446491511,0.0609434087791497,0.0857925884598741,0.0573648475483095,0.0932881560040854,0.0964590574976545,0.0936111095789805,0.0756476318960944,0.0420413130862432,0.0963413369640486,0.133411338494694,0.134943718154459,0.0259850823461741,0.0393443151580457,0.0408829146011331,0.0590284043169675,0.0402326091989119,0.114331952830911,0.0351184898368707,0.0311824640471092,0.0345977722111004,0.0710520913377971
"USF3","USF3","micro_state3_AD10","greenyellow",0.149976473532007,0.0705195793457589,0.124281456624719,0.0978238969381545,0.135890421669822,0.145034092249908,0.147614615671643,0.132822495157007,0.146227740549799,0.137891759051917,0.317873102181922,0.147688576685567,0.123313338780265,0.0750685518928472,0.110632516624869,0.119284903677212,0.0683880046780343,0.0866648560258775,0.061677025370662,0.0711618621302069,0.0803695330464164,0.0805998951316664
"NAA50","NAA50","micro_state3_AD2","turquoise",0.142871712782523,0.200996445520988,0.169586736408951,0.110593260643034,0.109430469319882,0.137355533471032,0.133866895996936,0.147647597169091,0.0900041891252219,0.161437561774452,0.144213696839648,0.0710942125532931,0.112327234625014,0.0445601465660981,0.0454240250894856,0.125049370219414,0.100525167283503,0.0682666241623642,0.0749194827297049,0.0702081290978114,0.136504899657893,0.0861306801400578
"ATP6V1A","ATP6V1A","micro_state3_AD2","turquoise",0.185256036801409,0.171109581031283,0.135649998156411,0.174161058565204,0.0843761551297147,0.145513006556912,0.142787157087061,0.100017748972773,0.113786474316448,0.120118553119364,0.108751520837125,0.148887264732085,0.121845461398141,0.0680021631643307,0.118711110907263,0.152540108086716,0.112621152028622,0.109117868396794,0.0724893737391327,0.107718830886412,0.0773494998002258,0.0323337353196586
"QTRT2","QTRT2","micro_state3_AD2","turquoise",0.149096904008538,0.204931234965765,0.133612358941433,0.141224126116997,0.0213218936851979,0.0800019227153446,0.131122131851147,0.145867623218686,0.105352750570949,0.140109249910839,0.0985953294050116,0.0556108942805597,0.149092043634402,0.011365678745912,0.0873751097110937,0.0675356429660609,0.0554333419985347,0.0781414608933816,0.15059133882563,0.121343747502227,0.116951580839543,0.0820624649377158
"ZBTB20","ZBTB20","micro_state3_AD4","blue",0.304197305535273,0.0769799587202386,0.237908487249475,0.340936780543481,0.445634386688008,0.357429879157584,0.34570758052948,0.232337956877417,0.266573289471172,0.317802304876632,0.19213708052184,0.251946939633698,0.240051502378506,0.124869658137003,0.203730498466519,0.197325639162106,0.102517867040543,0.305766465986945,0.207492452584811,0.163904624455229,0.174834589267583,0.202432520702427
"ARHGAP31","ARHGAP31","micro_state3_AD2","turquoise",0.140041065808383,0.244993405297796,0.256465854641283,0.155770421062549,0.0716482315008882,0.165145251925451,0.198432757734835,0.161731861955432,0.151319513946295,0.121297425876615,0.0874071896887463,0.17325010407701,0.151180416987978,0.0337347396802882,0.0713047202103141,0.213057656574476,0.124826926056775,0.125087243517708,0.0761430442246158,0.14086791356654,0.106304028260172,0.123495330806687
"TMEM39A","TMEM39A","micro_state3_AD2","turquoise",0.153516438469211,0.242034128612378,0.205677844426973,0.135670809907375,0.066270635813994,0.143592673052681,0.138825538984123,0.151863010786915,0.1186667658298,0.10363134077148,0.11943368124268,0.125619595279549,0.0872858366510062,0.102461060526192,0.079767197964653,0.163009664209246,0.103965327313688,0.117432862487079,0.11123823676196,0.111519877247103,0.105370191488765,0.136914840673865
"POGLUT1","POGLUT1","micro_state3_AD19","royalblue",0.202004590739304,0.191544003923773,0.171819325247848,0.130101210525062,0.146924251950138,0.196333029604901,0.214928150175809,0.175583542908862,0.224566494671053,0.169695505655311,0.111440773317636,0.164352322933156,0.188910009082636,0.0900437450313064,0.140002941958314,0.162580237212736,0.0723944633207437,0.167012389554951,0.132717332046979,0.312022383282816,0.170035756620953,0.163039591693141
"TIMMDC1","TIMMDC1","micro_state3_AD17","cyan",0.0022193034039574,0.0178047889602876,0.00743997749625141,0.0440937621868098,0.04669817899357,0.0123522620714873,0.010071952044581,0.0250348197660763,-0.00160414878228318,0.0488671860331601,0.0147140874314601,0.0301598149003473,0.00936303401115088,-0.0262688415146454,0.0296063742161857,-0.000482066087220327,0.0269902106376786,0.00591785398294003,0.0142197595501641,-0.005562376178417,-0.0140643890352199,0.0568436948733971
"COX17","COX17","micro_state3_AD8","magenta",0.0705120335035818,0.0311717504605152,0.118765607724304,0.11923256813783,0.102976162148121,0.0240397218121948,0.0703358536273062,0.0773589721836696,0.259480415873601,0.160108446515618,0.0842096883137587,0.0477906788318687,0.0741050435239468,0.0811567031466489,0.0837205768026997,0.0961879498552599,0.0796336684236975,0.0975508423799276,0.125212153234627,0.0628598834095971,0.135419703407288,0.119409704081543
"GSK3B","GSK3B","micro_state3_AD4","blue",0.222832913504746,0.145724358774457,0.211495433037201,0.222358245424656,0.244317719335674,0.221882029811063,0.239906225084254,0.223765657159581,0.154663210782412,0.189399713183984,0.0891862210002504,0.165746992014736,0.134091717630503,0.0695102487388341,0.154635394518358,0.233530892198292,0.0983421268287434,0.221319750796281,0.0944252325017847,0.200667877661528,0.174263883531267,0.0907555898288078
"LRRC58","LRRC58","micro_state3_AD2","turquoise",0.0361993310930363,0.0338790732621459,0.0391436699962565,0.0552271546427398,0.0351502932580093,0.042017889604138,0.0604948614781026,0.00501718891317536,-0.0108272758652686,0.0666218179015003,0.0198027439797213,0.0204933443790633,-0.0119271797831121,0.0529374420688563,0.0252232937347683,0.0262229470800165,0.0173557271439885,0.0234458738278958,0.00774541240832751,0.00152326727541108,0.0463380398286702,0.0430701706290608
"STXBP5L","STXBP5L","micro_state3_AD4","blue",0.0799320987585133,0.0770207026180284,0.0910179862265286,0.117787253694322,0.101612163143224,0.075653938112917,0.151891795954748,0.0978440854015798,0.108268400514439,0.166710662699603,0.0946631581871061,0.258088541867167,0.11335713141783,0.0403462434315943,0.0753356080942478,0.0646882430648095,0.101934863891023,0.133231429588193,0.0656094467591579,0.0916116164272795,0.0451527311283992,0.0666724034410394
"HCLS1","HCLS1","micro_state3_AD18","lightgreen",0.197691628068586,0.232750994984718,0.238906263642211,0.229987658393239,0.20424910857254,0.184626612738405,0.229558987972682,0.197490433975749,0.235046170478351,0.217602200276305,0.162666412249935,0.143477877503046,0.227839548932533,0.0957173047493814,0.149560574203267,0.212977633040096,0.211967153383627,0.18898587881631,0.342342087840959,0.227565316553795,0.187324250789567,0.130363081372657
"IQCB1","IQCB1","micro_state3_AD19","royalblue",0.147569694995073,0.15555591321224,0.168491516183849,0.202171590677511,0.154143547239083,0.18875337047093,0.158353534245676,0.12281291740303,0.164101271581349,0.142966632211976,0.125579231121256,0.135079666625279,0.143850847574679,0.0694928863024281,0.11134068824709,0.133370903702182,0.0863034747441854,0.0963290672842412,0.156353990133515,0.160710259036558,0.10935735911403,0.163176765648979
"EAF2","EAF2","micro_state3_AD2","turquoise",0.260061115934865,0.191176161664278,0.249161107521178,0.244638874922274,0.214208211390714,0.199689180122675,0.297550806147418,0.124974595733203,0.178058450426679,0.283309243240784,0.177849750152912,0.263088732077239,0.159475252872231,0.156821979729089,0.210734023013212,0.175402758520014,0.19144030540091,0.211929274197775,0.176937030584156,0.122934761381683,0.139428677994658,0.0991437943359124
"SLC15A2","SLC15A2","micro_state3_AD17","cyan",0.321033069914611,0.244655811753931,0.240416254283313,0.277855690155637,0.26020815491709,0.324813264670381,0.304750241737331,0.170803609018932,0.235286131146796,0.307750562188937,0.18908784560941,0.330635529978712,0.26808906652721,0.171419742853003,0.186014208355669,0.229571707987441,0.207943322057735,0.362813935363968,0.203001007693039,0.15079688033098,0.162096096700259,0.183434954077288
"CD86","CD86","micro_state3_AD4","blue",0.266980084257395,0.112623464133018,0.162494887842546,0.194203956061397,0.316568408851974,0.281127761155642,0.265488021690131,0.215740734448466,0.221484529165324,0.269721654019242,0.169721959349127,0.252267595498043,0.203759275092274,0.120749397352155,0.188968999416148,0.157653107275475,0.139664106562816,0.267467949732809,0.154938287508802,0.106098215694066,0.13249894370715,0.143051727380229
"FAM162A","FAM162A","micro_state3_AD9","brown",-0.00208839152157583,-0.0497847348670076,0.0265349977866304,0.0553962261925889,0.0698470723716353,0.00878183235977991,0.0302357480665049,-0.0434160257808794,0.00277139225733284,0.132351595170523,0.0540154164485084,0.0809963198049349,0.0569321763585945,0.03815812201843,0.0768096600459845,0.021255243455585,0.103845979921121,-0.0159588216671377,0.0123651100224691,-0.0291965967525275,-0.00879084837965749,-0.0239819146175303
"AC083798.2","AC083798.2","micro_state3_AD15","purple",0.125452198475462,0.122713142782182,0.144588250285334,0.145112985441937,0.0864438123203087,0.12387003911923,0.116191414190276,0.148146546773112,0.0802073764612734,0.0851261805363964,0.0742697046586634,0.0937433049756136,0.0896639449186737,0.0105745345281248,0.130321244051115,0.243436555184552,0.0121333500629512,0.166884386950996,0.128128506004617,0.0675762772310503,0.0630756413251274,0.113964065224766
"PARP9","PARP9","micro_state3_AD14","tan",0.250772019375052,0.176620665925569,0.204113338560724,0.201289995810059,0.184626385405649,0.236126832493021,0.260825907098573,0.164548027670454,0.146359080154228,0.263614226224821,0.122373837325386,0.230325978731897,0.25289387732023,0.0656324330174366,0.290850037842387,0.154137849197915,0.108984242329814,0.227879461147157,0.147067600526129,0.136316711075472,0.167535774267063,0.168338227135825
"PARP14","PARP14","micro_state3_AD2","turquoise",0.16656875285001,0.285213976169017,0.207762391124042,0.185503594228719,0.0828183718782597,0.0843369259302147,0.189547004827568,0.119812319712708,0.0893450883225056,0.109787176621437,0.108258613117167,0.198475817748995,0.141906720508392,0.00363018835142119,0.0564013983181896,0.174863478792453,0.0961146186762879,0.109083743611975,0.217608401399931,0.153123004105562,0.168965071714458,0.0859239495330525
"HSPBAP1","HSPBAP1","micro_state3_AD1","green",0.316134544364529,0.164764774407889,0.193238055634275,0.218307783923448,0.28459069268222,0.250730351864339,0.222721279421837,0.139847639505644,0.138123503543243,0.258637487424174,0.114192438759763,0.268236593004087,0.228601945217429,0.124503995647113,0.110474396645216,0.178774342300844,0.106832521388799,0.195379359914437,0.168448040064265,0.138623173474806,0.116512001414524,0.167621533542283
"PDIA5","PDIA5","micro_state3_AD4","blue",0.137582751964435,0.0885524156305504,0.0919464611625032,0.150097152266734,0.157409274018638,0.121219464112269,0.116814693492052,0.0865718252614148,0.131817315713257,0.103463190843974,0.118289281003964,0.0468584791179171,0.0760313196218427,0.171631374156345,0.112511865406408,0.0403387716771436,0.085531977739875,0.0892551813707242,0.179797301586797,0.0720639094538309,0.0753373932510243,0.0834731435664756
"CCDC14","CCDC14","micro_state3_AD1","green",0.221377963148953,0.0913838174078406,0.109667926370227,0.122256422622388,0.109886816080392,0.115161094508016,0.116991024728426,0.0937655123275183,0.127457786345366,0.112594865780244,0.111137861741304,0.046461753353574,0.0712844795512389,0.108629907026669,0.057928752254162,0.12606298757607,0.0193014162487497,0.129094253618054,0.147691120160488,0.0821292444965617,0.110903580004665,0.0449170695784476
"KALRN","KALRN","micro_state3_AD2","turquoise",-0.0192799033386242,0.00294382434956284,0.0106907936500043,0.0425293521234638,0.00684628590558739,0.0400473395165204,-0.0259423470384934,-0.0376606422059279,0.0301701249645451,0.000364887119355872,0.00829913646587038,0.0141019376235744,0.0262369831675276,0.0192843150910076,0.00310694524666675,-0.0289258631563312,0.00860080942930104,0.00986440810143013,0.0256178759250564,0.0303875402158289,-0.000273336406546711,0.00148143303864152
"ITGB5","ITGB5","micro_state3_AD2","turquoise",0.128782744325848,0.159072693639652,0.137547992033916,0.0900464410400857,0.0931168672805455,0.114209830677281,0.0845590843773298,0.0654463751683296,0.0933892812645466,0.123138486666228,0.0305863194567086,0.0962696741901992,0.124533619923226,0.0612625483003627,0.063553816604114,0.122056697491215,0.0579295021727157,0.108456743153969,0.161053163756886,0.0785041476941991,0.0805653090587532,0.0755298020210445
"ZNF148","ZNF148","micro_state3_AD4","blue",0.262277270369094,0.180030612211339,0.254782510917925,0.240545491379744,0.290131718372555,0.305737067977064,0.21299595577322,0.217291538626508,0.20497753390888,0.280609006460596,0.162079265393093,0.161232202366945,0.202976112393112,0.0778921167874966,0.183636897981556,0.196396107393627,0.117083071424329,0.226520094729814,0.240275583414442,0.154170425925154,0.200617535091425,0.187625120817455
"SNX4","SNX4","micro_state3_AD2","turquoise",0.140671649283196,0.093061738653176,0.0823533801512468,0.0987478343119372,0.0470259641540234,0.0448745257134085,0.0750790006306668,0.06471131388212,0.102596511832368,0.0874904800466421,0.107351329914051,0.0917190108519423,0.136449924072389,0.084983033443494,0.0428666743932756,0.0962525437525852,0.00847634179657734,0.00701802990814679,0.0795390778358995,0.0997296825020027,0.00201989892510448,0.0456359770609986
"ZXDC","ZXDC","micro_state3_AD8","magenta",0.27838686322617,0.188664160057923,0.237412894788604,0.21851493132641,0.23316722927977,0.243084530696275,0.246711376121912,0.194973135514161,0.31153389872078,0.287057673149182,0.195263832901411,0.209293895506433,0.226170083489663,0.109154656696227,0.193535901850604,0.152724231864611,0.136508399994123,0.251644202690364,0.181630430301561,0.160364583652279,0.212340599239411,0.161502921013898
"CHCHD6","CHCHD6","micro_state3_AD4","blue",0.0581586323621883,0.0269106975999771,0.086145357346491,0.0874414699699026,0.18473371194845,0.116274915870004,0.073233167708106,0.0793752988785662,0.115008653999088,0.110136183636111,0.121058702106081,0.00863764275608818,0.0658674356790955,0.0463141557857818,0.0601184892642648,0.0475105530128692,0.00203700601160508,0.102991572410184,0.102723214893497,0.0581797639211127,0.0460630544313663,0.107163497876425
"SEC61A1","SEC61A1","micro_state3_AD2","turquoise",0.0536214339798456,0.107730958380493,0.0944868038346339,0.00546562952644556,0.0123965712869228,0.0707887036729482,0.0806272067138132,0.125394754455934,0.100476426256498,0.0033893358773956,0.0464207080482998,0.0261795662652371,0.00947800315686483,0.0769177012428422,-0.00349478993080548,0.0563254730358778,0.0316007105819061,-0.025068438608231,0.0781801892496625,0.14768220516598,0.0495865640546498,-0.0206950237897619
"RUVBL1","RUVBL1","micro_state3_AD2","turquoise",0.0732612266507253,0.113810038248945,0.0335405096014047,0.0511485362432329,-0.00995407698099011,0.107706851715875,0.0424145191063443,0.0278032974970859,0.0544780184878175,0.00893640510930974,0.0585526076404174,0.111480566398091,0.0384640229684949,0.0949975909678948,0.0971089133914247,0.0835600892332276,0.0176673540897183,0.02643114905388,0.101290690486332,0.0437157845008598,0.100138064063759,0.0200502102075938
"EEFSEC","EEFSEC","micro_state3_AD6","yellow",0.274463532699095,0.176860089346174,0.247788311252528,0.203544581309326,0.240742032977937,0.255881772446368,0.368420304287616,0.244178819620508,0.210868776782998,0.223600484092394,0.137747948760245,0.204784073873092,0.190282869233026,0.169788932501704,0.171368230228897,0.252617853565736,0.110271173585044,0.248472095753537,0.199559445340118,0.247891829884377,0.14594049253948,0.0829541983141795
"ACAD9","ACAD9","micro_state3_AD4","blue",0.120628556022313,-0.0044570369328152,0.0645417668387809,0.0520166282790014,0.133950727682777,0.089351785304084,0.0790572776602524,0.1049567068278,0.028617556641315,0.0633639804036043,0.0881899007510838,-0.0113614049802836,-0.0225987894393327,0.104165191517533,0.0127086329890949,0.0565566523829297,-0.0272459292713141,0.112781197788512,0.0298229511981671,0.0618867160314767,-0.0463092990417471,0.103367748180519
"CNBP","CNBP","micro_state3_AD16","grey60",0.133715971838017,0.131171851636351,0.147852906161245,0.154214782716035,0.0617813586758366,0.0682610047080444,0.0710169217144424,0.068781763899487,0.0434894581010513,0.147951885469226,0.0739281751222986,0.118894028926741,0.170143627485349,-0.00411658592198305,0.152688795341892,0.0899789365522351,0.150534343664603,0.067846769174498,0.0881648875273243,0.00702537492656622,0.060023412046954,0.110199657730641
"COPG1","COPG1","micro_state3_AD4","blue",0.113934289305356,0.0891422294945032,0.0731627089437382,0.0689541163854019,0.0931890357710597,0.118778943891377,0.104053871255586,0.148888062006982,0.0942687156529094,0.106950428492983,0.067794032052522,0.090193109294211,0.133484756109,0.077265103455848,0.0695427216687049,0.131954266356062,0.0773417715978357,0.0870457027110081,0.0836798403758816,0.130083033045831,0.0558019019412863,0.0601494758185839
"MBD4","MBD4","micro_state3_AD2","turquoise",0.147208922178408,0.204904266070012,0.16132003196964,0.152724871318653,0.0941652775290051,0.153506450149102,0.149124524200256,0.140015560075437,0.12290320042711,0.167418117313628,0.0527605765985317,0.100632108918898,0.178051564575604,0.116331283914801,0.10786550650389,0.168562689125952,0.178813479831908,0.163265947930257,0.112718956711126,0.092183865649092,0.105559282335003,0.04208958804094
"IFT122","IFT122","micro_state3_AD2","turquoise",0.171623513806115,0.163923132534503,0.138245485208115,0.197503514009011,0.17548314521322,0.235348420698327,0.180595344747759,0.167249313609282,0.208996050665264,0.150695403566444,0.130315608992888,0.12560267823256,0.208828216749189,0.128984341676661,0.164524216778021,0.155944296557204,0.135047728669002,0.144888769787751,0.12042931470056,0.131525315805752,0.113678977636307,0.0428496739584115
"PLXND1","PLXND1","micro_state3_AD8","magenta",0.143652759634556,0.0814048670863252,0.0831094172981871,0.112380434110436,0.127546499983487,0.158996396866997,0.151984046028756,0.0639094012263906,0.179220927694279,0.106906302799214,0.103255832157307,0.0868492070439971,0.0588622487173691,0.126114744557237,0.0501111028614588,0.116797777806955,0.0926993181141272,0.107053564455507,0.120358769190386,0.104134932405306,0.0640728224640009,0.00904443627900401
"TMCC1","TMCC1","micro_state3_AD4","blue",0.183151051397917,0.0863919260444834,0.130990164594841,0.231018636227097,0.212763160314784,0.161000148118267,0.135433035797123,0.151655144137858,0.15592990528498,0.19697138320821,0.111176709586311,0.129589591804549,0.229917707150362,0.100676092731628,0.107435800447993,0.136980510273507,0.124857612366147,0.127758386738268,0.124465577601277,0.0894006014199294,0.098024628345918,0.153773210002271
"PIK3R4","PIK3R4","micro_state3_AD6","yellow",0.0282516993075782,0.000846399055299593,0.0341464095407541,0.023018954464512,0.0104341251075595,0.0439083619517404,0.0551242646411601,0.0251716755631511,0.0538557296018486,0.0392296248019225,0.0140318727579175,0.0232391612467484,-0.0246324587288001,0.0143717165916007,0.0326335669662471,-0.000132869361889389,-0.0232483272347753,0.0267410255496451,0.0421623898853328,0.0456139170022589,0.0317481630215361,0.0797541955173421
"ATP2C1","ATP2C1","micro_state3_AD4","blue",0.249998182186318,0.129111748053378,0.20050640399096,0.185961950060256,0.288047418807836,0.259163446774884,0.229441705217056,0.215182855725017,0.201914565387354,0.27329983698924,0.166642576240283,0.228339724179397,0.259240639714448,0.162778270077779,0.16221352244813,0.239670413971911,0.17701466699778,0.226754840129825,0.115710954862942,0.15669538353251,0.173974559925807,0.149653973864485
"NEK11","NEK11","micro_state3_AD13","darkred",0.0146376617441571,0.0201724741381088,0.00525339295872886,0.0480890737772688,0.00185002236537022,0.0077826828232407,-0.00584849893802417,0.0444703303288725,-0.00393784090530703,-0.00600006484021721,0.0912606291358094,0.00538896391830745,-0.0139452449531138,0.114268901781516,0.0295138199471743,-0.0118439346240268,0.0192720257669895,-0.0359872615261306,-0.00833398156336882,0.0371940505033207,0.0935036120058064,0.0628232705280242
"NUDT16","NUDT16","micro_state3_AD3","red",0.042348661146123,0.090661642539503,0.0977245604146808,0.12440824295205,0.0583396674348257,0.0757636369361986,0.0229866736912946,0.0257214680542102,0.0931478332400515,0.032742760410247,0.0124925433102238,0.0145818356035888,0.00295041994624809,0.0350093550191054,0.0381429691251883,0.073037178307563,0.102294982561692,0.0456448544828018,0.111049872001633,0.0694080419203115,0.0137331294227993,0.00637542540601168
"MRPL3","MRPL3","micro_state3_AD3","red",0.156908157356409,0.166582095513993,0.167144226788655,0.236961347162915,0.0986691517117303,0.142399603393321,0.149304512761475,0.100820136802597,0.188160824576691,0.203059406738525,0.158894882088618,0.119381070941742,0.153838165417587,0.107121257387967,0.156389610036256,0.154343532995889,0.0643672844526322,0.157827123542669,0.17754557388541,0.176777772694601,0.115101096493352,0.245621326153288
"DNAJC13","DNAJC13","micro_state3_AD2","turquoise",0.295239974987,0.285075527211691,0.275850131392637,0.279129384010439,0.176444711376304,0.244603615964178,0.265883609002313,0.303050015348076,0.186450450284137,0.282233506216896,0.164232115025895,0.270378934247432,0.251412003642235,0.173649080737211,0.161084569025037,0.283143231510131,0.138284804859403,0.224609484215651,0.263581169192876,0.273669189753469,0.178971440470747,0.19811366182722
"CDV3","CDV3","micro_state3_AD2","turquoise",0.211078778555376,0.271857086562997,0.225723960067964,0.259156576240721,0.184557761461705,0.270153237896373,0.236522748806063,0.336330744648893,0.234273620044748,0.216612544658895,0.146663331768232,0.129935514868722,0.233710255145366,0.13934092441834,0.129426181202614,0.233979813518974,0.154900467975055,0.194802722225214,0.205439836896806,0.173754118922023,0.218519596534503,0.182272781374538
"SRPRB","SRPRB","micro_state3_AD2","turquoise",-0.0249544070756155,0.042121153857116,0.037144873550792,-0.0105698779505937,-0.0577414673505214,-0.0550977753762025,0.00185447058956858,0.0179032509720848,-0.024019329188569,-0.0193025366933932,-0.0650238070604398,0.00831764402854048,-0.0236677336449606,-0.00162596338984873,0.0169878664321352,0.00348606277774437,-0.0100723470545635,-0.0153278974927047,-0.0241298218103213,0.0271623781878775,0.0351680483200336,-0.0138608604391815
"RYK","RYK","micro_state3_AD1","green",0.280024190386425,0.125762161599566,0.133874024297352,0.112550953411585,0.132435156755918,0.127019125948719,0.181348220376877,0.0646770664048435,0.106320154907642,0.136749745116735,0.123984547275664,0.166618534225794,0.155118184630561,0.0747295172124808,0.146720197588918,0.151878967352276,0.0242960743984616,0.0986288677127888,0.132060420285884,0.079851264051342,0.0582779113870842,0.0707428459301098
"CEP63","CEP63","micro_state3_AD11","black",0.143265076751288,0.0569868866334742,0.0861984295050774,0.121064778014132,0.117088662699311,0.14928058304077,0.113629608569676,0.0822744167948576,0.0926314194681071,0.135583199381066,0.121352309403407,0.147436321084806,0.123346214596984,0.0765671016769458,0.114876575092094,0.0795774206318529,0.0931943382768841,0.0789684470882452,0.0384067752588699,0.0750112617579618,0.0117742879829518,0.0646856082159826
"MSL2","MSL2","micro_state3_AD2","turquoise",0.0673628866320444,0.108447209989893,0.0635846368084247,0.0661507434138721,0.0690307938844646,0.0644869921021075,0.0889310218494129,0.0777059156971379,0.0585431379761302,0.0631968307739212,0.0764262514060204,0.0793881454368881,0.117785350497598,0.0290241152456798,0.0325955621617427,0.0931238520507122,0.0287261970313823,0.0982491591042217,0.0731535623323762,0.102362270924754,0.0959676786526555,0.0192581500892466
"PCCB","PCCB","micro_state3_AD3","red",0.146482217768346,0.11157257253789,0.125421878733396,0.177328411210889,0.105517872696497,0.1690740339739,0.0882970974903915,0.102529431164981,0.0788190319456719,0.0833605540544769,0.0753881109555982,0.113500683406506,0.113046889554071,0.0970294266067856,0.0715343122797552,0.158931227893733,0.106159484449943,0.10081142775941,0.0431004007856222,0.0880847711405536,0.108950577123716,0.0778809023964081
"STAG1","STAG1","micro_state3_AD10","greenyellow",0.22012022145034,0.114682916087195,0.198045197979258,0.209419131660065,0.181926945369325,0.169670169126495,0.188486808703613,0.118314036759536,0.183109112750132,0.223222025234273,0.2447085519995,0.142042927730824,0.154263246679512,0.0614268163374659,0.100253853399866,0.232677810862563,0.157787182087912,0.176443176315075,0.195837932331266,0.1203562129843,0.0835800235129371,0.130906507119273
"ARMC8","ARMC8","micro_state3_AD2","turquoise",0.174832800201871,0.231180734233595,0.24617172789481,0.271441704145753,0.183485303562185,0.205650300462065,0.207576051675421,0.157079360616227,0.209562146239687,0.234980492348861,0.106531676559434,0.270801226762849,0.22040699729476,0.111181248721712,0.0814469723368473,0.195892993445563,0.137030864908999,0.19674579048211,0.13320550564328,0.216061295431994,0.147403833105244,0.186868775236543
"AC097103.2","AC097103.2","micro_state3_AD4","blue",0.00268356662661247,-0.0131169978508202,0.0298280435630101,0.0376703908520669,0.0686567153155606,0.0495855420301645,0.0572168967386733,0.0339416340954588,0.0843454348929695,0.11348191600033,0.0344738302219962,0.0429915188706647,0.0412916604327586,0.0463172369981002,0.0685956988986918,0.0289447976617079,0.0144648364939463,0.0648842324513195,0.035964043672289,-0.00771460641600456,0.0181834842264025,0.00758527529480477
"SLC25A36","SLC25A36","micro_state3_AD4","blue",0.129294933037008,0.10120925386796,0.144964481092792,0.136564574507085,0.144197206497563,0.109005501071396,0.107332224607098,0.0370577088645452,0.107124727864956,0.187697497703666,0.0971069293642342,0.105241072969184,0.153477513820157,0.0793174254717423,0.153106085138068,0.0746972569241467,0.0986545641962824,0.149896917318931,0.123102280126459,0.00284603984754387,0.0890434997783605,0.0755504004150846
"ZBTB38","ZBTB38","micro_state3_AD2","turquoise",0.158327181758336,0.156936434004997,0.161829024302662,0.154434501206927,0.185947245049253,0.21524392508657,0.193151842439603,0.165607677263441,0.190260707304636,0.212324557001344,0.0616966835689244,0.156736153439135,0.149955312131521,0.141133894742657,0.153255576263356,0.142338639801289,0.129152821649155,0.146018058353631,0.0716387402540469,0.0530880388076665,0.134940828548328,0.0813443070463988
"RASA2","RASA2","micro_state3_AD2","turquoise",0.184705794084131,0.241424358405064,0.24154579074119,0.203637907044226,0.0957545289902931,0.0979621497656336,0.294965266166055,0.13557743794649,0.213098082565196,0.274646355931683,0.224419917863347,0.274494374502404,0.101774585093142,0.0430116922599024,0.152831114949464,0.178374625673525,0.164232932723852,0.142188671889911,0.143159665217274,0.139725137746506,0.145739292148632,0.146481483327196
"ATP1B3","ATP1B3","micro_state3_AD2","turquoise",0.170106369021305,0.209674001091637,0.209314357770949,0.221923212948989,0.14550302105429,0.189490752689442,0.224959162720061,0.191577671971753,0.212926984176832,0.297275599126585,0.271759110242026,0.269276271892954,0.232014411055882,0.208907039433542,0.202031882242401,0.144426122989014,0.150794585482669,0.176161396870349,0.169242874211564,0.176181444669037,0.131580175013165,0.11789238580824
"XRN1","XRN1","micro_state3_AD2","turquoise",0.227437061434033,0.229930402925832,0.187080188159041,0.20160864457571,0.133387647751489,0.220091638023631,0.182221429240987,0.206535104592444,0.194944427540634,0.123320461746945,0.120906525452203,0.150380328711271,0.140846861462044,0.0984448625666658,0.0814472781465593,0.212007261370963,0.072696791784027,0.159578669034509,0.163591974567361,0.148523046478504,0.12915634004762,0.114173765497958
"ATR","ATR","micro_state3_AD2","turquoise",0.119988125344898,0.143154062950702,0.0943783145184041,0.10244245353197,0.0297419254407624,0.0840668452041777,0.108356370916343,0.00970558447572965,0.104859081396808,0.0909957510155025,0.0767077785182042,0.088912207279056,0.0365888778263648,0.0340547231783796,0.112373163900965,0.0324079838496847,0.135261884722283,0.122280630517387,0.0846641128187608,0.0967273184347627,0.058329735874971,0.0271671168641201
"TRPC1","TRPC1","micro_state3_AD4","blue",0.0921842426674194,-0.0155131752198443,0.0515775212580426,0.0141055072973999,0.153277638132177,0.133169434513821,0.0580697299509744,0.0625410903517376,0.108104340310882,0.107287140455155,0.0479699533853757,0.0789941113694178,0.0445433656628917,0.0601989756533264,0.0456270851806331,0.0529997578595437,0.0468378176050302,0.0668681689469256,0.0279527139145906,-0.022369908745012,-0.00243770231156518,0.0873446586209468
