"","gene_name","module","color","kME_micro_state3_AD1","kME_micro_state3_AD2","kME_grey","kME_micro_state3_AD3","kME_micro_state3_AD4","kME_micro_state3_AD5","kME_micro_state3_AD6","kME_micro_state3_AD7","kME_micro_state3_AD8","kME_micro_state3_AD9","kME_micro_state3_AD10","kME_micro_state3_AD11","kME_micro_state3_AD12","kME_micro_state3_AD13","kME_micro_state3_AD14","kME_micro_state3_AD15","kME_micro_state3_AD16","kME_micro_state3_AD17","kME_micro_state3_AD18","kME_micro_state3_AD19","kME_micro_state3_AD20","kME_micro_state3_AD21"
"CDK11A","CDK11A","micro_state3_AD4","blue",0.0944919316848193,0.0618790188834429,0.0947537289738153,0.0238237283787195,0.088411013891814,0.0577984961165127,0.119575138867409,0.039964675737192,0.0711643232633056,0.113862775414525,0.0231257238808358,0.151121472211173,0.0304724551815235,0.125352952798819,0.102620463105226,0.0472879573081144,0.0438297778650069,0.0316781737100982,0.0056557832680892,0.085161281729312,-0.0222730107153107,0.0722156836677221
"NADK","NADK","micro_state3_AD2","turquoise",0.0615430791514277,0.0716277460733619,0.115531010635143,0.103973162134196,0.0880860169024007,0.0848809925807592,0.108639108438844,0.020416583643093,0.0868043159516665,0.0950807832566727,-0.00420650973405579,0.0925879053743632,0.148121173778892,0.0112998503708881,0.118285833420736,0.113921019975904,0.0960931442369752,0.102456386456579,0.0336720328119501,0.0204479508727814,0.094241707848651,0.0658373526612369
"PRKCZ","PRKCZ","micro_state3_AD2","turquoise",-0.0231982229102083,0.0548899589874766,0.0218106534848506,0.0365660028937366,-0.045852177272468,-0.018701247195298,-0.0101083499221148,-0.0375770899065824,-0.0289836928541002,-0.00416347733837665,-0.0260334327482225,-0.00726705401631043,0.102256764541109,-0.0578660578003264,-0.0439534182382835,0.0398163847008557,-0.0014562925040903,0.0350725043995117,0.092025156983041,0.0578917623024619,0.0532742828545041,0.0324212620417056
"SKI","SKI","micro_state3_AD4","blue",0.230243321978867,0.0359066969286509,0.223681206570507,0.203134489422636,0.296906870705355,0.239611963388367,0.179896873733404,0.174906047184834,0.175585029601404,0.194608413505692,0.14674660907142,0.112896450572215,0.167606071871581,0.130099786206326,0.120429194832378,0.196115223847481,0.0727810290788042,0.156942860012134,0.113390911819689,0.111978366861321,0.076806613362284,0.100924965338841
"RER1","RER1","micro_state3_AD2","turquoise",0.0762274312802418,0.121936118619831,0.0913010022413506,0.0884910042364046,0.0187416166675328,0.0964826817587924,0.0797734888455534,0.0910334229137868,0.0605973455544074,0.112173747086506,0.122563860921101,0.0630526538174709,0.123875001260427,0.0655562227288318,0.0995923259726051,0.0554000860804843,0.0531284707343697,0.144822061709966,0.100403058223864,0.00975535031864195,0.0463283395933203,0.0550824765645296
"CEP104","CEP104","micro_state3_AD5","salmon",0.164575934560513,0.0872182197434342,0.108038549902228,0.143199871485305,0.127518539880145,0.28166364361107,0.0773761469340559,0.0561673587827433,0.0635672799404955,0.12783251786654,0.030736503915522,0.0703897492597569,0.0769311756799004,0.0651494708510628,0.0357233497674494,0.107302636238536,0.0774862981236879,0.177020022894412,0.114570194886891,0.0686560727044228,-0.0207123652082455,0.0990957284800413
"TNFRSF25","TNFRSF25","micro_state3_AD2","turquoise",0.0350594365411811,0.167677234162718,0.0564554549406375,0.0298639242816303,-0.0582280484260892,0.0364566096120326,0.0288339983950926,0.112272864633961,0.0319530642622577,0.0277415610232987,0.0254772395027624,0.01771139777609,0.137011692784258,0.0399242904701247,0.0642682761036542,0.0231114427828655,0.0690109001766464,-0.00362580572345531,0.141749448704485,0.0705001967748686,0.0520961607778782,0.0545547317212158
"DNAJC11","DNAJC11","micro_state3_AD1","green",0.149126220675196,0.0902343388040805,0.104395981179797,0.065387874937689,0.0845185828816827,0.0697016254098598,0.0951440218516954,0.136422823032412,0.0837662115909874,0.0602832097749905,0.0705288255292927,0.0580746480091144,0.0374467156984524,0.0955673395469735,0.0161947355525839,0.122867598033066,0.017764180823895,0.172911255120822,0.0914567979240464,0.0719672428803251,0.0373741818347376,0.119304001945918
"CAMTA1","CAMTA1","micro_state3_AD4","blue",0.0800420308577075,0.0363088782975777,0.138680608042598,0.0927990361682475,0.106956809145174,0.0988291046186132,0.14888704870251,0.0519156553804086,0.0546808448417349,0.183710732376209,0.200121400909645,0.187170760795141,0.0836560092290102,0.135053735449575,0.10815980484718,0.0179347900404863,0.083869281929974,0.077572319339221,0.0438539314787456,0.0471684851752287,0.0381900661947875,0.0996212255262888
"PER3","PER3","micro_state3_AD6","yellow",-0.025192368160663,-0.0226183375282839,-0.0359115035454517,-0.00794794733143597,-0.022360383461751,-0.062762733139842,0.0101291143840217,0.0166479798503741,-0.0319174425933115,-0.0126675735482675,-0.00587927691093433,-0.0285181213028128,-0.0163795127398964,-0.0619969824480201,0.019416582946772,0.00630649899828409,-0.0217426257845986,-0.006719563717885,-0.0518124979614699,0.0258189592615242,-0.0442064376908415,-0.0430276757478044
"PARK7","PARK7","micro_state3_AD2","turquoise",0.052664983569121,0.09439216739822,0.0729296019179141,0.0952692791803347,0.0460022109588232,0.0678269632319621,0.0864536060529896,0.0514595196900106,0.0741625821954102,0.117754890539354,0.0744222077689513,0.107929930319432,0.0389133773123181,0.0477546144615168,0.0291909635540203,0.0743317037036084,0.238502055811606,0.0852431842204831,-0.0030640636569246,-0.0151039860597607,0.0369656967625526,0.0512674509993851
"RERE","RERE","micro_state3_AD4","blue",0.340926196505893,0.128270365019078,0.274674982258902,0.310258538087083,0.397061981251323,0.32691058269884,0.318715207201055,0.266103715965278,0.240362514656245,0.286990458118306,0.180235088615098,0.257431520211865,0.203681137008375,0.199841506009512,0.215474007415311,0.286772241117008,0.131837585205629,0.282591140077008,0.195938416078109,0.167614193539418,0.136473874596994,0.207579600275065
"ENO1","ENO1","micro_state3_AD6","yellow",0.068832866274915,0.0546760961765941,0.0780277922208779,0.042591129218464,0.0522598978462159,-0.00429437948402246,0.0856851573437091,0.0527324703890686,0.0467354332291238,0.0562212656231322,0.0442332874616238,0.0367308163756339,0.07913260040605,0.0148242100024455,0.00147291829263443,0.0766659615963889,0.00608545527657121,0.040196513668659,0.0137682719892858,0.00494388565667108,0.0379584707447577,0.0391301358068869
"SLC2A5","SLC2A5","micro_state3_AD7","lightyellow",0.0365987617304337,-0.0596453872494171,-0.0893819500258083,-0.0180859018886037,-0.0295940784344359,0.0402960917890256,-0.0860580190814243,0.0668770819056317,-0.0499417538728699,-0.0994757391230127,-0.0624268745353134,-0.0970691018802732,-0.0835420027791266,-0.000720655520594193,-0.0694752292354539,-0.0244463902038086,-0.0951899196866331,0.0451565001131674,-0.0498301484125122,0.0430463155705016,-0.0635857428714135,-0.104736590285793
"MIR34AHG","MIR34AHG","micro_state3_AD4","blue",0.239531858808665,0.0886550504865448,0.112611217858051,0.225688822918704,0.216188971871262,0.185341123572271,0.192157328648953,0.215212141529642,0.170063810019986,0.236297114344344,0.117483973540014,0.176927769055322,0.136171125391528,0.112713863125316,0.140107208595552,0.224380180931488,0.157083094266258,0.212977849766377,0.0884746380751569,0.117443320011562,0.142588366438544,0.195826806278905
"H6PD","H6PD","micro_state3_AD2","turquoise",0.131964797722624,0.161395395906962,0.115954672634659,0.152553758604873,0.116633680063794,0.138135586881454,0.113272229512394,0.0481739306516837,0.127245807562733,0.099946335883539,0.0788021193305584,0.130806922162843,0.156955636614513,0.0560948059786019,0.134175161925202,0.141771189746311,0.146305293313991,0.121857924202174,0.113954423620396,0.118215368481808,0.0442231569321998,0.0895304577770618
"SLC25A33","SLC25A33","micro_state3_AD2","turquoise",0.0297459307388627,0.0760342802229614,0.014553339967217,0.00567586326506313,0.00717561873221297,0.0267301808351913,0.0204496762691103,-0.0282922840159541,-0.0439545136529238,0.0434465685406719,0.00879157675268282,0.0220701299901009,0.0602710456225738,0.0276109516563184,0.0177146572359532,-0.000845638482486344,-0.022203218537315,0.0254409133230692,0.00424301871921637,0.0177597096769418,0.0156062422831461,0.0165587029662068
